Ano,IdRegion,IdServicio,IdComuna,IdEstablecimiento,codigo_madre_master,IdServicio_master,servicio_salud_master,dependencia_master,IdComuna_master,comuna_master,tipo_establecimiento_master,establecimiento_master,nivel_atencion_master,estado_funcionamiento_master,es_aps,sin_match_master,categoria_estado_nutricional,total_15_mas,total_hombres,total_mujeres,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,15_19_hombres,20_24_hombres,25_29_hombres,30_34_hombres,35_39_hombres,40_44_hombres,45_49_hombres,50_54_hombres,55_59_hombres,60_64_hombres,20_64_hombres,65_mas_hombres,15_19_mujeres,20_24_mujeres,25_29_mujeres,30_34_mujeres,35_39_mujeres,40_44_mujeres,45_49_mujeres,50_54_mujeres,55_59_mujeres,60_64_mujeres,20_64_mujeres,65_mas_mujeres,pueblos_originarios,migrantes
2024,13,14,13110,114334,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13110,La Florida,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar José Alvo,Primario,Vigente en Operación Habitual,True,False,Obesidad,1032,211,821,2,69,98,96,94,77,52,48,43,43,410,1,6,22,18,19,14,6,14,8,10,117,93,1,63,76,78,75,63,46,34,35,33,503,317,0.0,0.0
2024,13,14,13110,114334,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13110,La Florida,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar José Alvo,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1130,324,806,4,74,86,94,80,60,48,74,51,47,512,1,13,18,16,21,18,13,15,12,19,145,178,3,61,68,78,59,42,35,59,39,28,469,334,0.0,0.0
2024,13,14,13110,114409,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13110,La Florida,Posta de Salud Rural (PSR),Posta de Salud Rural Las Perdices,Primario,Vigente en Operación Habitual,True,False,Normal,5,3,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0
2024,13,14,13110,114409,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13110,La Florida,Posta de Salud Rural (PSR),Posta de Salud Rural Las Perdices,Primario,Vigente en Operación Habitual,True,False,Obesidad,3,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0
2024,13,14,13110,114409,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13110,La Florida,Posta de Salud Rural (PSR),Posta de Salud Rural Las Perdices,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0
2024,13,14,13110,200475,114303,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13110,La Florida,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Las Lomas,Primario,Vigente en Operación Habitual,True,False,Bajo peso,19,8,11,0,3,2,0,0,1,0,0,0,1,12,0,0,1,0,0,0,0,0,0,1,2,6,0,3,1,0,0,1,0,0,0,0,5,6,0.0,0.0
2024,13,14,13110,200475,114303,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13110,La Florida,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Las Lomas,Primario,Vigente en Operación Habitual,True,False,Normal,241,70,171,1,25,19,26,13,6,2,7,11,10,121,1,6,4,3,0,5,0,0,0,3,21,48,0,19,15,23,13,1,2,7,11,7,98,73,0.0,0.0
2024,13,14,13110,200475,114303,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13110,La Florida,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Las Lomas,Primario,Vigente en Operación Habitual,True,False,Obesidad,254,44,210,2,18,23,28,29,19,28,13,17,10,67,1,1,3,5,5,4,3,2,1,3,27,16,1,17,20,23,24,15,25,11,16,7,158,51,0.0,0.0
2024,13,14,13110,200475,114303,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13110,La Florida,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Las Lomas,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,231,55,176,3,11,19,16,17,14,12,11,10,26,92,1,2,4,5,3,3,2,2,0,7,28,26,2,9,15,11,14,11,10,9,10,19,108,66,0.0,0.0
2024,13,14,13111,114306,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Granja,Primario,Vigente en Operación Habitual,True,False,Bajo peso,135,43,92,2,7,6,2,0,0,0,0,0,4,114,1,3,0,0,0,0,0,0,0,1,4,38,1,4,6,2,0,0,0,0,0,3,15,76,0.0,0.0
2024,13,14,13111,114306,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Granja,Primario,Vigente en Operación Habitual,True,False,Normal,783,317,466,19,55,40,38,24,23,18,19,34,33,480,5,18,14,12,12,9,7,6,16,14,108,204,14,37,26,26,12,14,11,13,18,19,176,276,0.0,0.0
2024,13,14,13111,114306,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Granja,Primario,Vigente en Operación Habitual,True,False,Obesidad,951,241,710,17,69,59,85,97,62,56,41,45,46,374,5,8,9,15,32,15,15,14,11,18,137,99,12,61,50,70,65,47,41,27,34,28,423,275,0.0,0.0
2024,13,14,13111,114306,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Granja,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,790,274,516,15,46,57,52,45,37,33,37,47,48,373,4,19,9,10,12,11,13,13,21,26,134,136,11,27,48,42,33,26,20,24,26,22,268,237,0.0,0.0
2024,13,14,13111,114315,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Malaquías Concha,Primario,Vigente en Operación Habitual,True,False,Bajo peso,72,33,39,0,2,3,0,0,0,0,2,0,2,63,0,2,1,0,0,0,0,0,0,2,5,28,0,0,2,0,0,0,0,2,0,0,4,35,0.0,0.0
2024,13,14,13111,114315,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Malaquías Concha,Primario,Vigente en Operación Habitual,True,False,Normal,544,223,321,2,46,45,39,28,23,12,17,15,20,297,1,16,14,8,14,7,3,8,8,11,89,133,1,30,31,31,14,16,9,9,7,9,156,164,0.0,0.0
2024,13,14,13111,114315,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Malaquías Concha,Primario,Vigente en Operación Habitual,True,False,Obesidad,716,192,524,2,52,56,98,88,75,39,39,28,21,218,0,14,13,25,23,22,11,10,5,9,132,60,2,38,43,73,65,53,28,29,23,12,364,158,0.0,0.0
2024,13,14,13111,114315,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Malaquías Concha,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,723,253,470,1,65,60,59,68,55,34,34,38,23,286,0,22,15,18,16,15,12,17,20,12,147,106,1,43,45,41,52,40,22,17,18,11,289,180,0.0,0.0
2024,13,14,13111,114325,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Granja Sur,Primario,Vigente en Operación Habitual,True,False,Bajo peso,192,67,125,0,9,4,2,2,0,0,2,1,0,172,0,3,0,1,0,0,0,1,1,0,6,61,0,6,4,1,2,0,0,1,0,0,14,111,0.0,0.0
2024,13,14,13111,114325,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Granja Sur,Primario,Vigente en Operación Habitual,True,False,Normal,1095,401,694,5,131,83,66,50,33,24,18,18,22,645,0,25,11,12,18,13,8,8,5,11,111,290,5,106,72,54,32,20,16,10,13,11,334,355,0.0,0.0
2024,13,14,13111,114325,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Granja Sur,Primario,Vigente en Operación Habitual,True,False,Obesidad,1726,358,1368,3,160,219,209,199,135,86,66,49,47,553,2,18,28,27,26,20,20,21,15,13,188,168,1,142,191,182,173,115,66,45,34,34,982,385,0.0,0.0
2024,13,14,13111,114325,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Granja Sur,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1528,454,1074,3,135,142,151,139,108,80,62,42,58,608,0,21,25,30,31,26,19,16,17,22,207,247,3,114,117,121,108,82,61,46,25,36,710,361,0.0,0.0
2024,13,14,13111,114706,114306,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Millalemu,Primario,Vigente en Operación Habitual,True,False,Bajo peso,32,6,26,1,0,0,0,1,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,1,2,23,0.0,0.0
2024,13,14,13111,114706,114306,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Millalemu,Primario,Vigente en Operación Habitual,True,False,Normal,154,55,99,1,11,4,7,6,3,3,8,1,3,107,1,2,2,0,2,2,1,1,0,1,11,43,0,9,2,7,4,1,2,7,1,2,35,64,0.0,0.0
2024,13,14,13111,114706,114306,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Millalemu,Primario,Vigente en Operación Habitual,True,False,Obesidad,225,40,185,2,15,18,21,9,17,9,12,2,8,112,0,0,0,6,3,2,4,1,1,0,17,23,2,15,18,15,6,15,5,11,1,8,94,89,0.0,0.0
2024,13,14,13111,114706,114306,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Millalemu,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,201,66,135,4,10,8,12,8,9,12,9,7,9,113,2,1,0,2,3,0,3,2,1,3,15,49,2,9,8,10,5,9,9,7,6,6,69,64,0.0,0.0
2024,13,14,13111,114796,114306,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Gregorio,Primario,Vigente en Operación Habitual,True,False,Bajo peso,26,8,18,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0.0
2024,13,14,13111,114796,114306,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Gregorio,Primario,Vigente en Operación Habitual,True,False,Normal,154,65,89,2,18,17,9,9,5,3,9,6,2,74,1,4,6,1,5,4,0,4,2,1,27,37,1,14,11,8,4,1,3,5,4,1,51,37,0.0,0.0
2024,13,14,13111,114796,114306,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Gregorio,Primario,Vigente en Operación Habitual,True,False,Obesidad,213,50,163,0,17,25,33,22,14,11,9,7,8,67,0,0,7,6,10,4,2,2,1,2,34,16,0,17,18,27,12,10,9,7,6,6,112,51,0.0,0.0
2024,13,14,13111,114796,114306,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Gregorio,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,192,60,132,2,21,14,16,14,15,16,12,8,9,65,0,3,4,4,3,10,6,1,4,1,36,24,2,18,10,12,11,5,10,11,4,8,89,41,0.0,0.0
2024,13,14,13112,114308,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Rafael,Primario,Vigente en Operación Habitual,True,False,Bajo peso,118,55,63,5,10,1,1,0,0,3,0,6,3,89,3,6,1,1,0,0,1,0,3,3,15,37,2,4,0,0,0,0,2,0,3,0,9,52,0.0,0.0
2024,13,14,13112,114308,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Rafael,Primario,Vigente en Operación Habitual,True,False,Normal,813,306,507,48,59,52,46,30,20,16,27,13,27,475,16,17,17,13,8,7,6,12,7,16,103,187,32,42,35,33,22,13,10,15,6,11,187,288,0.0,0.0
2024,13,14,13112,114308,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Rafael,Primario,Vigente en Operación Habitual,True,False,Obesidad,1128,263,865,42,84,117,105,83,75,65,69,53,24,411,4,14,23,19,19,20,13,18,17,7,150,109,38,70,94,86,64,55,52,51,36,17,525,302,0.0,0.0
2024,13,14,13112,114308,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Rafael,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,874,320,554,32,46,65,64,68,55,46,48,40,27,383,10,18,26,20,19,19,20,17,14,7,160,150,22,28,39,44,49,36,26,31,26,20,299,233,0.0,0.0
2024,13,14,13112,114309,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pablo de Rokha,Primario,Vigente en Operación Habitual,True,False,Bajo peso,166,72,94,1,8,5,3,1,2,0,2,2,5,137,1,2,4,1,1,0,0,0,1,0,9,62,0,6,1,2,0,2,0,2,1,5,19,75,0.0,0.0
2024,13,14,13112,114309,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pablo de Rokha,Primario,Vigente en Operación Habitual,True,False,Normal,1160,466,694,16,125,92,69,54,37,38,43,41,25,620,6,35,29,16,21,19,13,20,24,13,190,270,10,90,63,53,33,18,25,23,17,12,334,350,0.0,0.0
2024,13,14,13112,114309,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pablo de Rokha,Primario,Vigente en Operación Habitual,True,False,Obesidad,1455,368,1087,15,133,156,156,118,102,67,107,68,53,480,3,31,26,30,34,28,22,25,24,24,244,121,12,102,130,126,84,74,45,82,44,29,716,359,0.0,0.0
2024,13,14,13112,114309,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pablo de Rokha,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1447,540,907,11,103,132,146,93,81,78,107,104,35,557,3,34,41,52,33,36,30,43,43,21,333,204,8,69,91,94,60,45,48,64,61,14,546,353,0.0,0.0
2024,13,14,13112,114311,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santiago de Nueva Extremadura,Primario,Vigente en Operación Habitual,True,False,Bajo peso,114,46,68,1,8,3,6,2,0,2,1,2,2,87,0,3,1,1,0,0,0,1,2,1,9,37,1,5,2,5,2,0,2,0,0,1,17,50,0.0,0.0
2024,13,14,13112,114311,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santiago de Nueva Extremadura,Primario,Vigente en Operación Habitual,True,False,Normal,780,324,456,10,113,62,49,36,35,29,25,9,20,392,2,38,20,27,14,13,13,13,4,10,152,170,8,75,42,22,22,22,16,12,5,10,226,222,0.0,0.0
2024,13,14,13112,114311,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santiago de Nueva Extremadura,Primario,Vigente en Operación Habitual,True,False,Obesidad,1254,334,920,4,137,153,158,112,100,81,65,35,48,361,1,35,35,50,32,20,25,25,13,18,253,80,3,102,118,108,80,80,56,40,22,30,636,281,0.0,0.0
2024,13,14,13112,114311,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santiago de Nueva Extremadura,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,923,348,575,6,80,94,88,72,76,50,43,39,30,345,3,18,26,27,33,29,18,17,15,12,195,150,3,62,68,61,39,47,32,26,24,18,377,195,0.0,0.0
2024,13,14,13112,114317,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santo Tomás,Primario,Vigente en Operación Habitual,True,False,Bajo peso,152,70,82,6,11,4,4,7,3,2,1,5,3,106,4,4,1,0,2,0,1,1,2,1,12,54,2,7,3,4,5,3,1,0,3,2,28,52,0.0,0.0
2024,13,14,13112,114317,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santo Tomás,Primario,Vigente en Operación Habitual,True,False,Normal,619,265,354,11,52,47,36,19,32,8,12,14,22,366,2,13,22,17,14,11,5,5,8,12,107,156,9,39,25,19,5,21,3,7,6,10,135,210,0.0,0.0
2024,13,14,13112,114317,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santo Tomás,Primario,Vigente en Operación Habitual,True,False,Obesidad,940,253,687,23,58,75,96,99,72,61,37,32,21,366,5,11,15,24,29,21,16,13,12,5,146,102,18,47,60,72,70,51,45,24,20,16,405,264,0.0,0.0
2024,13,14,13112,114317,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santo Tomás,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,786,301,485,13,55,51,69,54,53,43,25,30,37,356,6,14,18,19,23,22,18,13,14,11,152,143,7,41,33,50,31,31,25,12,16,26,265,213,0.0,0.0
2024,13,14,13112,114318,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Flor Fernández,Primario,Vigente en Operación Habitual,True,False,Bajo peso,73,39,34,0,3,2,0,1,0,0,0,1,0,66,0,1,0,0,0,0,0,0,0,0,1,38,0,2,2,0,1,0,0,0,1,0,6,28,0.0,0.0
2024,13,14,13112,114318,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Flor Fernández,Primario,Vigente en Operación Habitual,True,False,Normal,465,209,256,3,67,41,21,19,24,15,23,18,8,226,0,25,17,11,8,11,10,11,12,6,111,98,3,42,24,10,11,13,5,12,6,2,125,128,0.0,0.0
2024,13,14,13112,114318,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Flor Fernández,Primario,Vigente en Operación Habitual,True,False,Obesidad,591,176,415,2,62,56,74,49,39,45,34,23,19,188,1,15,16,17,17,9,17,17,8,9,125,50,1,47,40,57,32,30,28,17,15,10,276,138,0.0,0.0
2024,13,14,13112,114318,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Flor Fernández,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,596,253,343,1,63,46,54,40,52,38,31,25,25,221,0,18,12,21,19,25,17,16,16,14,158,95,1,45,34,33,21,27,21,15,9,11,216,126,0.0,0.0
2024,13,14,13112,114319,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Roble,Primario,Vigente en Operación Habitual,True,False,Bajo peso,193,66,127,14,9,8,4,3,3,2,1,2,5,142,5,1,3,2,1,0,0,1,2,2,12,49,9,8,5,2,2,3,2,0,0,3,25,93,0.0,0.0
2024,13,14,13112,114319,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Roble,Primario,Vigente en Operación Habitual,True,False,Normal,1096,449,647,140,98,65,43,34,33,30,33,19,32,569,36,27,16,7,10,14,13,16,13,14,130,283,104,71,49,36,24,19,17,17,6,18,257,286,0.0,0.0
2024,13,14,13112,114319,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Roble,Primario,Vigente en Operación Habitual,True,False,Obesidad,1631,384,1247,102,125,159,153,144,129,86,60,58,49,566,32,24,28,21,20,29,11,19,19,18,189,163,70,101,131,132,124,100,75,41,39,31,774,403,0.0,0.0
2024,13,14,13112,114319,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Roble,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1330,395,935,81,89,91,111,82,89,57,51,41,54,584,7,13,17,21,14,22,20,16,10,19,152,236,74,76,74,90,68,67,37,35,31,35,513,348,0.0,0.0
2024,13,14,13112,114327,,14,Servicio de Salud Metropolitano Sur Oriente,Delegado,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,Primario,Vigente en Operación Habitual,True,False,Bajo peso,42,20,22,4,5,0,0,0,0,0,0,0,0,33,2,2,0,0,0,0,0,0,0,0,2,16,2,3,0,0,0,0,0,0,0,0,3,17,0.0,0.0
2024,13,14,13112,114327,,14,Servicio de Salud Metropolitano Sur Oriente,Delegado,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,Primario,Vigente en Operación Habitual,True,False,Normal,319,137,182,60,24,13,10,8,12,9,4,8,14,157,20,11,5,3,2,4,4,2,4,6,41,76,40,13,8,7,6,8,5,2,4,8,61,81,0.0,0.0
2024,13,14,13112,114327,,14,Servicio de Salud Metropolitano Sur Oriente,Delegado,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,Primario,Vigente en Operación Habitual,True,False,Obesidad,379,119,260,52,26,18,25,19,26,20,14,8,8,163,13,9,5,6,5,11,8,6,2,3,55,51,39,17,13,19,14,15,12,8,6,5,109,112,0.0,0.0
2024,13,14,13112,114327,,14,Servicio de Salud Metropolitano Sur Oriente,Delegado,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,372,139,233,46,20,22,18,18,30,20,15,10,13,160,17,5,6,4,2,15,8,6,6,6,58,64,29,15,16,14,16,15,12,9,4,7,108,96,0.0,0.0
2024,13,14,13131,114307,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Bandera,Primario,Vigente en Operación Habitual,True,False,Bajo peso,99,45,54,2,4,2,2,6,5,0,1,1,2,74,0,3,0,2,5,3,0,1,0,2,16,29,2,1,2,0,1,2,0,0,1,0,7,45,0.0,0.0
2024,13,14,13131,114307,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Bandera,Primario,Vigente en Operación Habitual,True,False,Normal,1251,527,724,25,132,86,78,45,54,45,60,37,22,667,7,46,35,35,15,33,29,23,11,16,243,277,18,86,51,43,30,21,16,37,26,6,316,390,0.0,0.0
2024,13,14,13131,114307,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Bandera,Primario,Vigente en Operación Habitual,True,False,Obesidad,1214,329,885,17,92,139,151,117,102,95,90,60,37,314,4,18,35,47,34,36,29,27,13,20,259,66,13,74,104,104,83,66,66,63,47,17,624,248,0.0,0.0
2024,13,14,13131,114307,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Bandera,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1223,459,764,20,94,110,117,111,92,88,97,80,61,353,4,22,35,44,50,34,30,37,36,23,311,144,16,72,75,73,61,58,58,60,44,38,539,209,0.0,0.0
2024,13,14,13131,114314,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),Primario,Vigente en Operación Habitual,True,False,Bajo peso,152,59,93,1,6,7,4,3,4,3,2,1,4,117,0,1,3,2,1,3,1,1,1,1,14,45,1,5,4,2,2,1,2,1,0,3,20,72,0.0,0.0
2024,13,14,13131,114314,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),Primario,Vigente en Operación Habitual,True,False,Normal,1065,409,656,9,98,77,76,68,54,45,42,49,53,494,0,31,29,29,23,22,16,22,21,24,217,192,9,67,48,47,45,32,29,20,28,29,345,302,0.0,0.0
2024,13,14,13131,114314,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),Primario,Vigente en Operación Habitual,True,False,Obesidad,1144,314,830,7,88,118,153,104,91,75,90,60,51,307,1,20,24,43,28,24,26,27,20,19,231,82,6,68,94,110,76,67,49,63,40,32,599,225,0.0,0.0
2024,13,14,13131,114314,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1249,427,822,14,83,104,114,107,83,95,101,84,82,382,2,22,32,33,36,32,29,44,28,35,291,134,12,61,72,81,71,51,66,57,56,47,562,248,0.0,0.0
2024,13,14,13131,114328,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Poetisa Gabriela Mistral,Primario,Vigente en Operación Habitual,True,False,Bajo peso,202,82,120,1,10,3,1,1,7,2,3,3,3,168,0,4,0,0,0,6,1,3,0,0,14,68,1,6,3,1,1,1,1,0,3,3,19,100,0.0,0.0
