Ano,IdRegion,IdServicio,IdComuna,IdEstablecimiento,codigo_madre_master,IdServicio_master,servicio_salud_master,dependencia_master,IdComuna_master,comuna_master,tipo_establecimiento_master,establecimiento_master,nivel_atencion_master,estado_funcionamiento_master,es_aps,sin_match_master,categoria_estado_nutricional,total_15_mas,total_hombres,total_mujeres,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,15_19_hombres,20_24_hombres,25_29_hombres,30_34_hombres,35_39_hombres,40_44_hombres,45_49_hombres,50_54_hombres,55_59_hombres,60_64_hombres,20_64_hombres,65_mas_hombres,15_19_mujeres,20_24_mujeres,25_29_mujeres,30_34_mujeres,35_39_mujeres,40_44_mujeres,45_49_mujeres,50_54_mujeres,55_59_mujeres,60_64_mujeres,20_64_mujeres,65_mas_mujeres,pueblos_originarios,migrantes
2023,13,12,13123,200265,112303,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Andacollo,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,288,105,183,2,13,12,11,11,17,17,19,28,15,143,1,3,5,6,3,7,9,10,13,4,60,44,1,10,7,5,8,10,8,9,15,11,83,99,0.0,0.0
2023,13,12,13132,112309,,12,Servicio de Salud Metropolitano Oriente,Municipal,13132,Vitacura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vitacura,Primario,Vigente en Operación Habitual,True,False,Bajo peso,381,95,286,0,7,5,4,4,0,0,2,2,9,348,0,2,1,1,0,0,0,0,0,3,7,88,0,5,4,3,4,0,0,2,2,6,26,260,0.0,0.0
2023,13,12,13132,112309,,12,Servicio de Salud Metropolitano Oriente,Municipal,13132,Vitacura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vitacura,Primario,Vigente en Operación Habitual,True,False,Normal,1725,418,1307,0,96,57,77,66,81,78,110,100,70,990,0,34,11,12,11,11,11,10,9,11,120,298,0,62,46,65,55,70,67,100,91,59,615,692,0.0,0.0
2023,13,12,13132,112309,,12,Servicio de Salud Metropolitano Oriente,Municipal,13132,Vitacura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vitacura,Primario,Vigente en Operación Habitual,True,False,Obesidad,860,179,681,0,7,45,42,48,66,75,88,78,54,357,0,2,13,12,13,10,9,14,14,8,95,84,0,5,32,30,35,56,66,74,64,46,408,273,0.0,0.0
2023,13,12,13132,112309,,12,Servicio de Salud Metropolitano Oriente,Municipal,13132,Vitacura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vitacura,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1369,347,1022,0,39,40,53,80,90,124,162,130,101,550,0,9,17,14,17,20,18,31,24,29,179,168,0,30,23,39,63,70,106,131,106,72,640,382,0.0,0.0
2023,13,13,13105,113312,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Lorca Tobar,Primario,Vigente en Operación Habitual,True,False,Bajo peso,405,145,260,2,11,8,5,1,1,2,2,5,3,365,0,1,3,1,0,0,0,0,2,2,9,136,2,10,5,4,1,1,2,2,3,1,29,229,0.0,0.0
2023,13,13,13105,113312,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Lorca Tobar,Primario,Vigente en Operación Habitual,True,False,Normal,1323,480,843,4,128,117,90,58,60,46,33,48,50,689,1,35,30,33,18,17,16,9,19,27,204,275,3,93,87,57,40,43,30,24,29,23,426,414,0.0,0.0
2023,13,13,13105,113312,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Lorca Tobar,Primario,Vigente en Operación Habitual,True,False,Obesidad,1978,520,1458,9,181,214,232,196,182,158,109,102,75,520,1,41,50,60,49,45,41,34,27,30,377,142,8,140,164,172,147,137,117,75,75,45,1072,378,0.0,0.0
2023,13,13,13105,113312,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Lorca Tobar,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1997,653,1344,12,154,156,186,138,164,138,133,134,105,677,5,39,45,53,49,38,38,44,46,33,385,263,7,115,111,133,89,126,100,89,88,72,923,414,0.0,0.0
2023,13,13,13105,113314,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cóndores de Chile,Primario,Vigente en Operación Habitual,True,False,Bajo peso,253,85,168,2,7,5,2,1,0,4,0,0,2,230,0,1,1,0,1,0,3,0,0,1,7,78,2,6,4,2,0,0,1,0,0,1,14,152,0.0,0.0
2023,13,13,13105,113314,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cóndores de Chile,Primario,Vigente en Operación Habitual,True,False,Normal,1345,502,843,23,151,111,96,60,36,34,46,41,49,698,5,35,39,29,9,12,12,19,15,31,201,296,18,116,72,67,51,24,22,27,26,18,423,402,0.0,0.0
2023,13,13,13105,113314,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cóndores de Chile,Primario,Vigente en Operación Habitual,True,False,Obesidad,1360,338,1022,26,117,130,133,121,83,108,103,78,59,402,5,21,36,33,34,17,22,31,21,28,243,90,21,96,94,100,87,66,86,72,57,31,689,312,0.0,0.0
2023,13,13,13105,113314,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cóndores de Chile,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1703,579,1124,24,148,140,157,130,108,96,115,106,84,595,7,47,38,38,45,33,30,41,37,38,347,225,17,101,102,119,85,75,66,74,69,46,737,370,0.0,0.0
2023,13,13,13105,113317,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Bajo peso,216,81,135,2,3,5,4,4,3,1,2,1,5,186,1,0,3,2,0,0,0,2,0,2,9,71,1,3,2,2,4,3,1,0,1,3,19,115,0.0,0.0
2023,13,13,13105,113317,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Normal,977,352,625,8,79,90,74,56,46,30,33,39,47,475,3,29,37,19,13,11,8,14,12,13,156,193,5,50,53,55,43,35,22,19,27,34,338,282,0.0,0.0
2023,13,13,13105,113317,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Obesidad,1246,306,940,5,96,121,153,170,112,107,90,58,67,267,3,23,27,34,40,30,19,25,11,24,233,70,2,73,94,119,130,82,88,65,47,43,741,197,0.0,0.0
2023,13,13,13105,113317,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1217,388,829,2,77,103,121,124,107,89,84,73,68,369,1,16,39,35,27,30,35,24,25,32,263,124,1,61,64,86,97,77,54,60,48,36,583,245,0.0,0.0
2023,13,13,13105,113323,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Mario Salcedo,Primario,Vigente en Operación Habitual,True,False,Bajo peso,141,45,96,0,7,2,1,2,5,1,0,0,5,118,0,1,1,0,1,1,0,0,0,1,5,40,0,6,1,1,1,4,1,0,0,4,18,78,0.0,0.0
2023,13,13,13105,113323,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Mario Salcedo,Primario,Vigente en Operación Habitual,True,False,Normal,741,242,499,5,102,88,72,54,44,31,22,28,23,272,4,19,21,14,20,12,8,7,6,8,115,123,1,83,67,58,34,32,23,15,22,15,349,149,0.0,0.0
2023,13,13,13105,113323,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Mario Salcedo,Primario,Vigente en Operación Habitual,True,False,Obesidad,1391,337,1054,5,140,187,193,162,131,104,63,58,56,292,2,31,37,28,32,33,29,22,25,19,256,79,3,109,150,165,130,98,75,41,33,37,838,213,0.0,0.0
2023,13,13,13105,113323,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Mario Salcedo,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1096,366,730,2,102,112,140,112,109,64,48,47,53,307,1,23,29,40,36,29,26,22,15,24,244,121,1,79,83,100,76,80,38,26,32,29,543,186,0.0,0.0
2023,13,13,13105,113324,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Haydeé López Casoou,Primario,Vigente en Operación Habitual,True,False,Bajo peso,285,113,172,3,11,5,3,1,0,0,1,0,4,257,1,4,1,0,0,0,0,1,0,2,8,104,2,7,4,3,1,0,0,0,0,2,17,153,0.0,0.0
2023,13,13,13105,113324,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Haydeé López Casoou,Primario,Vigente en Operación Habitual,True,False,Normal,1113,383,730,4,147,124,117,49,46,37,33,39,24,493,1,35,31,30,16,14,14,14,14,9,177,205,3,112,93,87,33,32,23,19,25,15,439,288,0.0,0.0
2023,13,13,13105,113324,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Haydeé López Casoou,Primario,Vigente en Operación Habitual,True,False,Obesidad,2006,418,1588,10,189,226,256,192,190,136,133,75,51,548,1,23,32,34,47,35,31,30,28,20,280,137,9,166,194,222,145,155,105,103,47,31,1168,411,0.0,0.0
2023,13,13,13105,113324,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Haydeé López Casoou,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1755,562,1193,5,146,176,192,156,144,114,112,95,59,556,1,23,41,50,40,43,30,42,39,25,333,228,4,123,135,142,116,101,84,70,56,34,861,328,0.0,0.0
2023,13,13,13105,113329,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Canciller Orlando Letelier,Primario,Vigente en Operación Habitual,True,False,Bajo peso,197,74,123,0,6,2,2,1,1,3,0,2,1,179,0,1,1,0,0,1,0,0,0,1,4,70,0,5,1,2,1,0,3,0,2,0,14,109,0.0,0.0
2023,13,13,13105,113329,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Canciller Orlando Letelier,Primario,Vigente en Operación Habitual,True,False,Normal,749,278,471,1,93,65,50,47,40,21,26,12,12,382,0,33,23,19,15,9,12,6,7,3,127,151,1,60,42,31,32,31,9,20,5,9,239,231,0.0,0.0
2023,13,13,13105,113329,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Canciller Orlando Letelier,Primario,Vigente en Operación Habitual,True,False,Obesidad,1379,366,1013,1,119,146,163,138,124,92,76,56,39,425,1,33,37,43,35,39,20,20,17,7,251,114,0,86,109,120,103,85,72,56,39,32,702,311,0.0,0.0
2023,13,13,13105,113329,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Canciller Orlando Letelier,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1303,386,917,3,104,104,120,102,91,68,53,43,35,580,2,25,32,28,26,25,24,8,8,11,187,197,1,79,72,92,76,66,44,45,35,24,533,383,0.0,0.0
2023,13,13,13105,113717,113317,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Bajo peso,47,20,27,1,1,2,0,0,0,0,0,0,1,42,1,0,1,0,0,0,0,0,0,1,2,17,0,1,1,0,0,0,0,0,0,0,2,25,0.0,0.0
2023,13,13,13105,113717,113317,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Normal,230,97,133,2,24,18,14,10,9,8,5,10,7,123,0,8,5,8,5,6,3,3,6,4,48,49,2,16,13,6,5,3,5,2,4,3,57,74,0.0,0.0
2023,13,13,13105,113717,113317,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Obesidad,285,66,219,3,16,28,35,19,23,15,15,8,24,99,0,3,5,5,6,12,6,2,1,8,48,18,3,13,23,30,13,11,9,13,7,16,135,81,0.0,0.0
2023,13,13,13105,113717,113317,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,285,98,187,2,15,17,20,17,25,22,19,25,22,101,0,4,4,6,4,6,10,6,8,10,58,40,2,11,13,14,13,19,12,13,17,12,124,61,0.0,0.0
2023,13,13,13105,200962,113312,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Sauces,Primario,Vigente en Operación Habitual,True,False,Bajo peso,69,31,38,0,2,2,1,1,0,0,1,1,0,61,0,0,1,0,0,0,0,1,1,0,3,28,0,2,1,1,1,0,0,0,0,0,5,33,0.0,0.0
2023,13,13,13105,200962,113312,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Sauces,Primario,Vigente en Operación Habitual,True,False,Normal,219,87,132,1,19,15,7,5,7,4,5,11,6,139,0,4,6,3,1,2,0,2,4,2,24,63,1,15,9,4,4,5,4,3,7,4,55,76,0.0,0.0
2023,13,13,13105,200962,113312,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Sauces,Primario,Vigente en Operación Habitual,True,False,Obesidad,336,94,242,4,18,31,35,29,25,17,14,17,20,126,3,2,6,9,9,6,6,3,8,6,55,36,1,16,25,26,20,19,11,11,9,14,151,90,0.0,0.0
2023,13,13,13105,200962,113312,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Sauces,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,303,114,189,1,19,24,25,23,19,10,11,17,14,140,0,7,7,10,9,8,2,3,6,4,56,58,1,12,17,15,14,11,8,8,11,10,106,82,0.0,0.0
2023,13,13,13109,113311,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Anselma,Primario,Vigente en Operación Habitual,True,False,Bajo peso,310,84,226,0,14,4,1,2,0,0,2,2,1,284,0,2,1,0,0,0,0,1,0,0,4,80,0,12,3,1,2,0,0,1,2,1,22,204,0.0,0.0
2023,13,13,13109,113311,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Anselma,Primario,Vigente en Operación Habitual,True,False,Normal,1824,621,1203,0,140,145,132,124,77,64,49,57,64,972,0,37,43,34,26,22,20,14,9,18,223,398,0,103,102,98,98,55,44,35,48,46,629,574,0.0,0.0
2023,13,13,13109,113311,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Anselma,Primario,Vigente en Operación Habitual,True,False,Obesidad,1693,455,1238,0,96,154,184,168,163,111,104,70,85,558,0,24,43,44,47,50,30,32,21,21,312,143,0,72,111,140,121,113,81,72,49,64,823,415,0.0,0.0
2023,13,13,13109,113311,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Anselma,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,2049,658,1391,0,125,183,193,169,141,134,122,102,100,780,0,36,49,54,48,49,30,42,31,30,369,289,0,89,134,139,121,92,104,80,71,70,900,491,0.0,0.0
2023,13,13,13109,113326,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Bajo peso,195,61,134,0,3,6,6,3,1,0,1,2,2,171,0,1,2,3,0,1,0,0,0,2,9,52,0,2,4,3,3,0,0,1,2,0,15,119,0.0,0.0
2023,13,13,13109,113326,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Normal,1581,592,989,0,115,129,114,79,79,52,53,39,44,877,0,33,44,38,25,20,17,18,10,15,220,372,0,82,85,76,54,59,35,35,29,29,484,505,0.0,0.0
2023,13,13,13109,113326,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Obesidad,1309,315,994,0,63,127,131,134,117,89,78,53,46,471,0,13,26,26,37,34,21,15,11,12,195,120,0,50,101,105,97,83,68,63,42,34,643,351,0.0,0.0
2023,13,13,13109,113326,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1570,542,1028,0,111,137,157,128,102,102,107,83,67,576,0,36,46,52,37,28,38,34,32,20,323,219,0,75,91,105,91,74,64,73,51,47,671,357,0.0,0.0
2023,13,13,13109,200360,113326,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Bajo peso,22,7,15,0,0,0,1,0,0,1,0,0,2,18,0,0,0,1,0,0,0,0,0,1,2,5,0,0,0,0,0,0,1,0,0,1,2,13,0.0,0.0
2023,13,13,13109,200360,113326,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Normal,312,116,196,0,23,18,26,15,12,15,9,23,22,149,0,3,4,11,4,3,2,3,12,3,45,71,0,20,14,15,11,9,13,6,11,19,118,78,0.0,0.0
2023,13,13,13109,200360,113326,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Obesidad,278,75,203,0,17,24,33,27,40,14,25,17,15,66,0,7,4,5,7,13,4,6,5,3,54,21,0,10,20,28,20,27,10,19,12,12,158,45,0.0,0.0
2023,13,13,13109,200360,113326,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,321,110,211,0,24,36,39,29,36,21,6,23,22,85,0,7,9,11,10,10,8,1,11,10,77,33,0,17,27,28,19,26,13,5,12,12,159,52,0.0,0.0
2023,13,13,13111,113307,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Esteban Gumucio Vives,Primario,Vigente en Operación Habitual,True,False,Bajo peso,205,81,124,0,22,9,6,4,2,2,2,3,4,151,0,11,4,4,2,0,1,2,3,1,28,53,0,11,5,2,2,2,1,0,0,3,26,98,0.0,0.0
2023,13,13,13111,113307,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Esteban Gumucio Vives,Primario,Vigente en Operación Habitual,True,False,Normal,1596,703,893,5,142,115,86,82,58,55,59,62,71,861,2,48,46,31,32,22,26,25,33,33,296,405,3,94,69,55,50,36,29,34,29,38,434,456,0.0,0.0
2023,13,13,13111,113307,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Esteban Gumucio Vives,Primario,Vigente en Operación Habitual,True,False,Obesidad,1660,457,1203,5,151,165,179,147,151,129,102,98,73,460,3,37,34,47,29,47,43,36,25,25,323,131,2,114,131,132,118,104,86,66,73,48,872,329,0.0,0.0
2023,13,13,13111,113307,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Esteban Gumucio Vives,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1646,618,1028,6,139,149,153,117,131,132,134,120,106,459,3,56,48,55,36,41,49,56,51,57,449,166,3,83,101,98,81,90,83,78,69,49,732,293,0.0,0.0
2023,13,13,13116,113308,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Clara Estrella,Primario,Vigente en Operación Habitual,True,False,Bajo peso,78,23,55,0,0,5,0,0,2,3,1,1,5,61,0,0,1,0,0,1,3,0,1,1,7,16,0,0,4,0,0,1,0,1,0,4,10,45,0.0,0.0
2023,13,13,13116,113308,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Clara Estrella,Primario,Vigente en Operación Habitual,True,False,Normal,869,336,533,1,88,90,61,48,37,29,34,38,61,382,1,38,28,28,20,11,13,16,18,28,200,135,0,50,62,33,28,26,16,18,20,33,286,247,0.0,0.0
2023,13,13,13116,113308,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Clara Estrella,Primario,Vigente en Operación Habitual,True,False,Obesidad,982,266,716,3,64,101,113,113,77,47,54,63,53,294,0,20,19,30,35,28,17,15,18,17,199,67,3,44,82,83,78,49,30,39,45,36,486,227,0.0,0.0
2023,13,13,13116,113308,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Clara Estrella,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1128,428,700,0,70,114,131,101,89,61,62,77,70,353,0,26,44,53,42,24,32,26,23,28,298,130,0,44,70,78,59,65,29,36,54,42,477,223,0.0,0.0
2023,13,13,13116,113309,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Julio Acuña Pinzón,Primario,Vigente en Operación Habitual,True,False,Bajo peso,97,32,65,0,7,0,1,0,1,0,0,1,1,86,0,1,0,0,0,0,0,0,0,1,2,30,0,6,0,1,0,1,0,0,1,0,9,56,0.0,0.0
2023,13,13,13116,113309,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Julio Acuña Pinzón,Primario,Vigente en Operación Habitual,True,False,Normal,684,196,488,0,82,68,51,31,29,27,36,23,32,305,0,15,13,9,9,7,11,13,8,18,103,93,0,67,55,42,22,22,16,23,15,14,276,212,0.0,0.0
2023,13,13,13116,113309,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Julio Acuña Pinzón,Primario,Vigente en Operación Habitual,True,False,Obesidad,1084,202,882,0,103,150,153,97,73,72,66,52,31,287,0,8,24,19,17,12,11,18,19,7,135,67,0,95,126,134,80,61,61,48,33,24,662,220,0.0,0.0
2023,13,13,13116,113309,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Julio Acuña Pinzón,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,941,239,702,0,76,92,109,68,61,50,66,64,46,309,0,11,23,13,21,10,9,19,22,19,147,92,0,65,69,96,47,51,41,47,42,27,485,217,0.0,0.0
2023,13,13,13116,113310,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Mariela Salgado Zepeda,Primario,Vigente en Operación Habitual,True,False,Bajo peso,119,46,73,0,3,1,2,1,0,1,1,1,0,109,0,0,0,2,0,0,1,0,1,0,4,42,0,3,1,0,1,0,0,1,0,0,6,67,0.0,0.0
2023,13,13,13116,113310,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Mariela Salgado Zepeda,Primario,Vigente en Operación Habitual,True,False,Normal,689,235,454,0,48,46,45,38,25,10,13,46,51,367,0,11,8,9,11,6,3,3,12,25,88,147,0,37,38,36,27,19,7,10,34,26,234,220,0.0,0.0
2023,13,13,13116,113310,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Mariela Salgado Zepeda,Primario,Vigente en Operación Habitual,True,False,Obesidad,758,173,585,0,41,78,106,60,48,48,36,38,53,250,0,7,14,17,13,9,14,12,14,19,119,54,0,34,64,89,47,39,34,24,24,34,389,196,0.0,0.0
2023,13,13,13116,113310,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Mariela Salgado Zepeda,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,806,261,545,0,69,56,66,57,51,29,40,53,59,326,0,16,15,21,8,10,8,11,21,22,132,129,0,53,41,45,49,41,21,29,32,37,348,197,0.0,0.0
2023,13,13,13116,113396,,13,Servicio de Salud Metropolitano Sur,Municipal,13116,Lo Espejo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pueblo Lo Espejo,Primario,Vigente en Operación Habitual,True,False,Bajo peso,49,24,25,0,7,1,0,0,0,0,0,1,1,39,0,4,1,0,0,0,0,0,0,1,6,18,0,3,0,0,0,0,0,0,1,0,4,21,0.0,0.0
