Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,factor_riesgo,total_15_mas,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,total_15_mas_numerador,15_19_numerador,20_24_numerador,25_29_numerador,30_34_numerador,35_39_numerador,40_44_numerador,45_49_numerador,50_54_numerador,55_59_numerador,60_64_numerador,65_mas_numerador,sexo,15_19_prevalencia_pct,20_24_prevalencia_pct,25_29_prevalencia_pct,30_34_prevalencia_pct,35_39_prevalencia_pct,40_44_prevalencia_pct,45_49_prevalencia_pct,50_54_prevalencia_pct,55_59_prevalencia_pct,60_64_prevalencia_pct,65_mas_prevalencia_pct,total_15_mas_prevalencia_pct
2024,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Glicemia alterada,24889,13245,39,657,713,770,759,730,622,682,714,5958,58767,31028,147,2434,2339,2306,2143,1839,1559,1678,1598,11696,Mujer,42.68725022560268,26.53061224489796,26.992604765817585,30.483112441214193,33.39115351257589,35.417638824078395,39.69548667754214,39.89737010904426,40.64362336114422,44.680851063829785,50.94049247606019,42.35200027226164
2024,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Presion arterial elevada,10621,5899,4,95,113,161,209,220,247,277,283,3113,58767,31028,147,2434,2339,2306,2143,1839,1559,1678,1598,11696,Mujer,19.011860255253318,2.7210884353741496,3.9030402629416603,4.831124412141941,6.981786643538595,9.752683154456369,11.963023382272976,15.843489416292494,16.507747318235996,17.709637046307886,26.61593707250342,18.073068218558035
2024,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Tabaquismo,11965,6054,21,563,612,634,604,548,422,397,383,1727,58767,31028,147,2434,2339,2306,2143,1839,1559,1678,1598,11696,Mujer,19.51140904989042,14.285714285714285,23.13064913722268,26.1650277896537,27.49349522983521,28.184787680821277,29.798803697661775,27.068633739576654,23.65911799761621,23.967459324155193,14.765731874145008,20.360066023448535
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Colesterol elevado,485,259,0,5,9,11,15,10,18,39,24,95,9643,5423,10,296,270,268,280,264,284,301,240,2007,Mujer,4.7759542688548775,0.0,1.6891891891891893,3.3333333333333335,4.104477611940299,5.357142857142857,3.787878787878788,6.338028169014084,12.956810631229235,10.0,4.733432984554061,5.02955511770196
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Glicemia alterada,528,292,1,9,9,13,12,12,16,24,20,120,9643,5423,10,296,270,268,280,264,284,301,240,2007,Mujer,5.384473538631754,10.0,3.040540540540541,3.3333333333333335,4.850746268656716,4.285714285714286,4.545454545454546,5.633802816901409,7.973421926910299,8.333333333333332,5.9790732436472345,5.475474437415742
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Presion arterial elevada,1477,894,0,4,11,15,15,12,34,29,28,435,9643,5423,10,296,270,268,280,264,284,301,240,2007,Mujer,16.48534021759174,0.0,1.3513513513513513,4.074074074074074,5.597014925373134,5.357142857142857,4.545454545454546,11.971830985915492,9.634551495016613,11.666666666666666,21.674140508221225,15.316810121331537
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Tabaquismo,2082,1073,1,61,75,74,83,82,90,96,63,384,9643,5423,10,296,270,268,280,264,284,301,240,2007,Mujer,19.786096256684495,10.0,20.60810810810811,27.77777777777778,27.611940298507463,29.642857142857142,31.060606060606062,31.690140845070424,31.893687707641195,26.25,19.13303437967115,21.590791247537073
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Colesterol elevado,681,345,0,9,10,9,27,34,47,53,54,93,19662,11184,216,441,495,533,519,510,556,535,512,4161,Mujer,3.084763948497854,0.0,2.0408163265306123,2.0202020202020203,1.6885553470919326,5.202312138728324,6.666666666666667,8.453237410071942,9.906542056074766,10.546875,2.235039653929344,3.463533719865731
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Glicemia alterada,531,270,0,7,12,12,25,28,35,45,30,67,19662,11184,216,441,495,533,519,510,556,535,512,4161,Mujer,2.4141630901287554,0.0,1.5873015873015872,2.4242424242424243,2.25140712945591,4.8169556840077075,5.490196078431373,6.294964028776978,8.411214953271028,5.859375,1.6101898582071617,2.700640830027464
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Presion arterial elevada,774,439,4,11,13,18,13,20,31,33,43,149,19662,11184,216,441,495,533,519,510,556,535,512,4161,Mujer,3.9252503576537907,1.8518518518518516,2.494331065759637,2.6262626262626263,3.377110694183865,2.5048169556840074,3.9215686274509802,5.575539568345324,6.16822429906542,8.3984375,3.580869983177121,3.936527311565456
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Tabaquismo,1344,708,13,34,28,39,40,37,36,40,57,312,19662,11184,216,441,495,533,519,510,556,535,512,4161,Mujer,6.330472103004292,6.018518518518518,7.709750566893423,5.656565656565657,7.317073170731707,7.7071290944123305,7.254901960784315,6.474820143884892,7.476635514018691,11.1328125,7.498197548666186,6.83552029295087
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Colesterol elevado,1937,969,2,80,84,87,100,106,124,154,137,94,8622,4518,7,284,283,289,297,317,294,309,261,1763,Mujer,21.44754316069057,28.57142857142857,28.169014084507044,29.681978798586574,30.103806228373703,33.670033670033675,33.4384858044164,42.17687074829932,49.83818770226537,52.490421455938694,5.331820760068066,22.465785200649503
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Glicemia alterada,2265,1169,3,57,76,71,90,122,121,119,114,323,8622,4518,7,284,283,289,297,317,294,309,261,1763,Mujer,25.87428065515715,42.857142857142854,20.070422535211268,26.855123674911663,24.567474048442904,30.303030303030305,38.48580441640379,41.156462585034014,38.51132686084142,43.67816091954023,18.321043675553035,26.27000695894224
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Presion arterial elevada,841,449,0,6,6,15,17,22,20,32,28,246,8622,4518,7,284,283,289,297,317,294,309,261,1763,Mujer,9.938025675077467,0.0,2.112676056338028,2.1201413427561837,5.190311418685121,5.723905723905724,6.940063091482649,6.802721088435375,10.355987055016183,10.727969348659004,13.953488372093023,9.754117374159128
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Tabaquismo,926,466,1,44,47,55,56,49,41,52,32,83,8622,4518,7,284,283,289,297,317,294,309,261,1763,Mujer,10.314298362107127,14.285714285714285,15.492957746478872,16.607773851590103,19.031141868512112,18.855218855218855,15.457413249211358,13.945578231292515,16.828478964401295,12.260536398467432,4.707884288145207,10.73996752493621
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Colesterol elevado,887,493,0,11,9,10,3,14,11,13,12,311,27292,14808,35,1157,1206,1306,1049,910,815,682,751,4573,Mujer,3.3292814694759585,0.0,0.9507346585998271,0.7462686567164178,0.7656967840735069,0.2859866539561487,1.5384615384615385,1.3496932515337423,1.906158357771261,1.5978695073235687,6.800787229389897,3.2500366407738532
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Glicemia alterada,5365,2895,5,156,171,200,197,198,194,165,192,992,27292,14808,35,1157,1206,1306,1049,910,815,682,751,4573,Mujer,19.550243111831442,14.285714285714285,13.48314606741573,14.17910447761194,15.313935681470136,18.779790276453763,21.75824175824176,23.803680981595093,24.193548387096776,25.5659121171771,21.69254318827903,19.657775172211636
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Presion arterial elevada,4487,2621,1,53,58,79,87,106,122,100,113,1147,27292,14808,35,1157,1206,1306,1049,910,815,682,751,4573,Mujer,17.699891950297136,2.857142857142857,4.580812445980985,4.809286898839138,6.049004594180704,8.293612964728313,11.648351648351648,14.969325153374232,14.66275659824047,15.046604527296935,25.082003061447626,16.440715227905613
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Tabaquismo,5108,2600,7,257,308,307,251,230,194,157,132,665,27292,14808,35,1157,1206,1306,1049,910,815,682,751,4573,Mujer,17.558076715289033,20.0,22.212618841832324,25.538971807628524,23.506891271056663,23.927550047664443,25.274725274725274,23.803680981595093,23.020527859237536,17.576564580559253,14.541876230045922,18.716107284185842
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Colesterol elevado,800,438,0,4,7,9,9,10,16,21,26,260,22304,12289,23,692,826,946,843,698,607,520,490,4370,Mujer,3.5641630726666125,0.0,0.5780346820809248,0.847457627118644,0.9513742071881607,1.0676156583629894,1.4326647564469914,2.6359143327841847,4.038461538461538,5.3061224489795915,5.949656750572083,3.5868005738880915
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Glicemia alterada,2183,1178,0,79,85,87,92,107,73,81,74,327,22304,12289,23,692,826,946,843,698,607,520,490,4370,Mujer,9.585808446578241,0.0,11.416184971098266,10.290556900726394,9.19661733615222,10.913404507710558,15.329512893982807,12.026359143327841,15.576923076923077,15.10204081632653,7.4828375286041195,9.78748206599713
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Presion arterial elevada,2085,1242,0,14,20,26,27,40,46,48,38,584,22304,12289,23,692,826,946,843,698,607,520,490,4370,Mujer,10.106599397835463,0.0,2.023121387283237,2.4213075060532687,2.748414376321353,3.202846975088968,5.730659025787966,7.57825370675453,9.230769230769232,7.755102040816326,13.363844393592677,9.348098995695839
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Tabaquismo,3378,1728,4,127,172,181,159,152,128,81,80,566,22304,12289,23,692,826,946,843,698,607,520,490,4370,Mujer,14.061355683944992,17.391304347826086,18.352601156069365,20.823244552058114,19.133192389006343,18.86120996441281,21.776504297994272,21.087314662273478,15.576923076923077,16.3265306122449,12.951945080091534,15.145265423242469
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Colesterol elevado,1263,658,0,9,32,18,44,38,59,75,67,263,40427,21418,337,1526,1620,1682,1441,1244,1238,1295,1065,7561,Mujer,3.0721822765897846,0.0,0.5897771952817824,1.9753086419753085,1.070154577883472,3.0534351145038165,3.054662379421222,4.765751211631664,5.7915057915057915,6.291079812206572,3.478375876206851,3.124149701931877
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Glicemia alterada,2498,1313,4,69,86,90,101,94,112,130,104,395,40427,21418,337,1526,1620,1682,1441,1244,1238,1295,1065,7561,Mujer,6.130357643103931,1.1869436201780417,4.521625163826998,5.3086419753086425,5.35077288941736,7.009021512838307,7.556270096463022,9.046849757673666,10.038610038610038,9.765258215962442,5.224176696204206,6.179038761223935
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Presion arterial elevada,5605,3131,2,53,69,105,116,122,157,160,126,1564,40427,21418,337,1526,1620,1682,1441,1244,1238,1295,1065,7561,Mujer,14.618545148940143,0.5934718100890208,3.473132372214941,4.2592592592592595,6.24256837098692,8.0499653018737,9.807073954983924,12.681744749596122,12.355212355212355,11.830985915492958,20.685094564211084,13.864496499863952
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,Tabaquismo,7220,3647,15,316,391,390,363,329,326,289,240,914,40427,21418,337,1526,1620,1682,1441,1244,1238,1295,1065,7561,Mujer,17.027733681949762,4.451038575667656,20.70773263433814,24.135802469135804,23.18668252080856,25.190839694656486,26.44694533762058,26.33279483037157,22.316602316602317,22.535211267605636,12.088348102102897,17.859351423553566
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Colesterol elevado,1140,645,0,8,6,8,20,12,22,26,26,367,16794,9397,94,350,465,576,545,443,395,414,338,3777,Mujer,6.86389273172289,0.0,2.2857142857142856,1.2903225806451613,1.3888888888888888,3.669724770642202,2.708803611738149,5.5696202531645564,6.280193236714976,7.6923076923076925,9.716706380725443,6.788138620936049
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Glicemia alterada,908,533,0,1,1,2,6,2,5,10,6,342,16794,9397,94,350,465,576,545,443,395,414,338,3777,Mujer,5.672022986059381,0.0,0.2857142857142857,0.21505376344086022,0.3472222222222222,1.1009174311926606,0.4514672686230248,1.2658227848101267,2.4154589371980677,1.7751479289940828,9.054805401111993,5.40669286649994
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Presion arterial elevada,2927,1797,0,10,19,27,21,22,45,44,41,901,16794,9397,94,350,465,576,545,443,395,414,338,3777,Mujer,19.123124401404702,0.0,2.857142857142857,4.086021505376344,4.6875,3.853211009174312,4.966139954853273,11.39240506329114,10.628019323671497,12.1301775147929,23.85491130526873,17.428843634631416
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,Tabaquismo,2753,1422,3,81,100,133,135,107,85,89,75,523,16794,9397,94,350,465,576,545,443,395,414,338,3777,Mujer,15.132489092263487,3.1914893617021276,23.142857142857142,21.50537634408602,23.09027777777778,24.770642201834864,24.153498871331827,21.518987341772153,21.497584541062803,22.189349112426036,13.846968493513371,16.392759318804334
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,Colesterol elevado,1054,545,0,11,14,21,19,36,48,87,76,197,6847,3709,0,95,133,156,188,234,277,324,296,1435,Mujer,14.693987597735239,,11.578947368421053,10.526315789473683,13.461538461538462,10.106382978723403,15.384615384615385,17.328519855595665,26.851851851851855,25.675675675675674,13.72822299651568,15.393603037826786
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,Glicemia alterada,1652,901,0,14,25,27,45,46,75,81,75,363,6847,3709,0,95,133,156,188,234,277,324,296,1435,Mujer,24.292262065246696,,14.736842105263156,18.796992481203006,17.307692307692307,23.93617021276596,19.65811965811966,27.075812274368232,25.0,25.33783783783784,25.29616724738676,24.12735504600555
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,Presion arterial elevada,1026,609,0,1,4,5,12,13,21,32,39,290,6847,3709,0,95,133,156,188,234,277,324,296,1435,Mujer,16.419520086276624,,1.0526315789473684,3.007518796992481,3.205128205128205,6.382978723404255,5.555555555555555,7.581227436823104,9.876543209876543,13.175675675675674,20.209059233449477,14.984664816708046
2024,comuna,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,Tabaquismo,980,503,0,28,25,32,28,39,54,44,42,185,6847,3709,0,95,133,156,188,234,277,324,296,1435,Mujer,13.561606902129956,,29.47368421052631,18.796992481203006,20.51282051282051,14.893617021276595,16.666666666666664,19.494584837545126,13.580246913580247,14.18918918918919,12.89198606271777,14.312837739155833
2024,comuna,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Colesterol elevado,2853,1562,1,18,23,20,19,22,36,26,45,1081,38711,20369,109,1967,1999,2029,1695,1499,1093,1061,849,6041,Mujer,7.668515881977515,0.9174311926605505,0.9150991357397051,1.150575287643822,0.9857072449482503,1.12094395280236,1.467645096731154,3.293687099725526,2.4505183788878417,5.30035335689046,17.89438834630028,7.36999819172845
2024,comuna,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Glicemia alterada,3528,1944,4,45,56,62,74,45,60,59,49,1130,38711,20369,109,1967,1999,2029,1695,1499,1093,1061,849,6041,Mujer,9.543914772448328,3.669724770642202,2.2877478393492625,2.8014007003501753,3.0556924593395762,4.3657817109144545,3.0020013342228156,5.489478499542543,5.5607917059377945,5.771495877502945,18.705512332395298,9.113688615638965
2024,comuna,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Presion arterial elevada,5607,3136,2,52,93,110,122,155,151,132,127,1527,38711,20369,109,1967,1999,2029,1695,1499,1093,1061,849,6041,Mujer,15.395944818105944,1.834862385321101,2.6436197254702596,4.652326163081541,5.421389847215377,7.1976401179941005,10.340226817878586,13.815187557182067,12.441093308199811,14.958775029446409,25.277271974838605,14.484255121283358
2024,comuna,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,Tabaquismo,9896,4982,20,490,567,648,563,545,381,360,256,1084,38711,20369,109,1967,1999,2029,1695,1499,1093,1061,849,6041,Mujer,24.458736314988464,18.34862385321101,24.91103202846975,28.36418209104552,31.936914736323313,33.21533923303835,36.357571714476315,34.85818847209515,33.93025447690858,30.153121319199055,17.94404899851018,25.563793237064402
2024,comuna,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,Colesterol elevado,1469,755,0,24,32,59,60,84,61,100,73,221,18106,9686,0,696,837,875,836,702,521,514,417,3022,Mujer,7.794755316952302,,3.4482758620689653,3.823178016726404,6.742857142857144,7.177033492822966,11.965811965811966,11.708253358925145,19.45525291828794,17.505995203836928,7.313037723362012,8.113332596929194
2024,comuna,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,Glicemia alterada,2385,1252,2,70,88,97,114,105,77,90,95,395,18106,9686,0,696,837,875,836,702,521,514,417,3022,Mujer,12.925872393144743,,10.057471264367816,10.51373954599761,11.085714285714285,13.636363636363635,14.957264957264957,14.779270633397312,17.509727626459142,22.781774580335732,13.070814030443415,13.172429029051145
2024,comuna,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,Presion arterial elevada,2622,1457,0,12,26,35,55,59,66,72,77,763,18106,9686,0,696,837,875,836,702,521,514,417,3022,Mujer,15.042329134833782,,1.7241379310344827,3.106332138590203,4.0,6.578947368421052,8.404558404558404,12.667946257197697,14.007782101167315,18.465227817745802,25.248180013236265,14.481387385397108
2024,comuna,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,Tabaquismo,3175,1604,1,121,182,162,181,178,141,113,86,406,18106,9686,0,696,837,875,836,702,521,514,417,3022,Mujer,16.559983481313235,,17.385057471264368,21.74432497013142,18.514285714285712,21.650717703349283,25.356125356125357,27.06333973128599,21.98443579766537,20.623501199040767,13.43481138318994,17.535623550204352
2024,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Colesterol elevado,1127,586,0,17,23,39,38,45,35,46,42,256,15125,7952,0,745,781,936,622,564,383,368,323,2451,Mujer,7.3692152917505025,,2.2818791946308723,2.9449423815621,4.166666666666666,6.109324758842444,7.9787234042553195,9.138381201044385,12.5,13.003095975232199,10.444716442268462,7.451239669421487
2024,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Glicemia alterada,1475,794,0,24,35,40,39,41,38,30,44,390,15125,7952,0,745,781,936,622,564,383,368,323,2451,Mujer,9.984909456740443,,3.2214765100671143,4.481434058898848,4.273504273504273,6.270096463022508,7.2695035460992905,9.921671018276761,8.152173913043478,13.622291021671826,15.911872705018359,9.75206611570248
2024,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Presion arterial elevada,1768,983,0,22,32,57,40,52,42,42,48,450,15125,7952,0,745,781,936,622,564,383,368,323,2451,Mujer,12.361670020120725,,2.953020134228188,4.097311139564661,6.089743589743589,6.430868167202572,9.219858156028367,10.966057441253264,11.41304347826087,14.860681114551083,18.35985312117503,11.689256198347108
2024,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Tabaquismo,3710,1868,0,164,195,272,224,191,127,129,98,442,15125,7952,0,745,781,936,622,564,383,368,323,2451,Mujer,23.490945674044266,,22.01342281879195,24.96798975672215,29.059829059829063,36.01286173633441,33.86524822695036,33.15926892950392,35.05434782608695,30.340557275541798,18.033455732354142,24.52892561983471
2024,comuna,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Colesterol elevado,1297,704,1,11,11,23,12,23,24,29,37,422,25967,13794,558,1075,1184,1253,1006,872,630,648,569,4378,Mujer,5.103668261562999,0.17921146953405018,1.0232558139534882,0.9290540540540541,1.8355945730247407,1.1928429423459244,2.637614678899083,3.8095238095238098,4.4753086419753085,6.502636203866433,9.639104613978985,4.994801093695845
2024,comuna,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Glicemia alterada,3349,1828,3,34,43,53,72,60,66,77,77,1036,25967,13794,558,1075,1184,1253,1006,872,630,648,569,4378,Mujer,13.252138610990286,0.5376344086021506,3.1627906976744184,3.6317567567567566,4.2298483639265765,7.157057654075547,6.8807339449541285,10.476190476190476,11.882716049382717,13.53251318101933,23.66377341251713,12.89713867601186
2024,comuna,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Presion arterial elevada,3830,2201,6,27,48,63,61,82,71,87,74,1110,25967,13794,558,1075,1184,1253,1006,872,630,648,569,4378,Mujer,15.956212846165,1.0752688172043012,2.511627906976744,4.054054054054054,5.027932960893855,6.063618290258449,9.403669724770642,11.26984126984127,13.425925925925927,13.005272407732866,25.35404294198264,14.74948973697385
2024,comuna,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Tabaquismo,5437,2745,35,208,310,313,276,243,174,167,132,834,25967,13794,558,1075,1184,1253,1006,872,630,648,569,4378,Mujer,19.899956502827315,6.272401433691756,19.348837209302324,26.182432432432435,24.98004788507582,27.435387673956264,27.866972477064223,27.61904761904762,25.771604938271604,23.198594024604567,19.049794426678847,20.93811375977202
2024,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Colesterol elevado,3842,2039,6,52,90,101,117,128,113,171,162,863,20366,10969,92,803,967,952,891,706,528,499,444,3515,Mujer,18.588750113957516,6.521739130434782,6.47571606475716,9.307135470527404,10.609243697478991,13.131313131313133,18.13031161473088,21.401515151515152,34.2685370741483,36.486486486486484,24.551920341394027,18.864774624373958
2024,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Glicemia alterada,5806,3103,4,146,217,255,265,196,160,162,155,1143,20366,10969,92,803,967,952,891,706,528,499,444,3515,Mujer,28.288813930166835,4.3478260869565215,18.181818181818183,22.440537745604964,26.785714285714285,29.741863075196406,27.762039660056658,30.303030303030305,32.46492985971944,34.909909909909906,32.51778093883357,28.508298143965433
2024,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Presion arterial elevada,3003,1767,0,19,40,56,45,66,61,62,50,837,20366,10969,92,803,967,952,891,706,528,499,444,3515,Mujer,16.109034551919045,0.0,2.3661270236612704,4.1365046535677354,5.88235294117647,5.05050505050505,9.34844192634561,11.553030303030303,12.424849699398797,11.26126126126126,23.812233285917497,14.74516350780713
2024,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Tabaquismo,4894,2477,9,194,307,331,285,231,144,143,123,650,20366,10969,92,803,967,952,891,706,528,499,444,3515,Mujer,22.58182149694594,9.782608695652174,24.159402241594023,31.747673216132366,34.76890756302521,31.986531986531986,32.71954674220963,27.27272727272727,28.65731462925852,27.7027027027027,18.49217638691323,24.030246489246785
2024,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Colesterol elevado,1390,764,0,3,7,18,16,15,16,28,27,496,22634,12151,0,825,988,1171,979,806,601,571,588,3954,Mujer,6.287548349930047,,0.36363636363636365,0.708502024291498,1.5371477369769428,1.634320735444331,1.8610421836228286,2.6622296173044924,4.903677758318739,4.591836734693878,12.544258978249873,6.1412034991605555
2024,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Glicemia alterada,1889,1073,0,3,8,12,12,10,8,9,22,732,22634,12151,0,825,988,1171,979,806,601,571,588,3954,Mujer,8.83054892601432,,0.36363636363636365,0.8097165991902834,1.0247651579846286,1.2257405515832482,1.240694789081886,1.3311148086522462,1.5761821366024518,3.741496598639456,18.512898330804248,8.345851374039057
2024,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Presion arterial elevada,3181,1838,0,23,35,56,59,73,78,64,94,861,22634,12151,0,825,988,1171,979,806,601,571,588,3954,Mujer,15.1263270512715,,2.7878787878787876,3.54251012145749,4.782237403928266,6.026557711950971,9.057071960297765,12.9783693843594,11.208406304728546,15.98639455782313,21.775417298937786,14.054077935848724
2024,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Tabaquismo,4053,2054,0,163,183,191,230,193,143,156,156,584,22634,12151,0,825,988,1171,979,806,601,571,588,3954,Mujer,16.903958521932353,,19.757575757575758,18.522267206477732,16.310845431255338,23.493360572012257,23.9454094292804,23.793677204658902,27.32049036777583,26.53061224489796,14.76985331310066,17.90668905186887
2024,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Colesterol elevado,2924,1500,2,67,82,91,103,159,142,177,140,461,44530,22986,57,2377,2588,2538,2092,1791,1346,1159,873,6723,Mujer,6.525711302531977,3.508771929824561,2.818679007151872,3.1684698608964452,3.585500394011033,4.923518164435946,8.877721943048575,10.549777117384844,15.271786022433131,16.036655211912944,6.857057861073926,6.566359757466876
2024,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Glicemia alterada,5893,3002,7,221,324,337,295,280,245,243,181,758,44530,22986,57,2377,2588,2538,2092,1791,1346,1159,873,6723,Mujer,13.060123553467328,12.280701754385964,9.297433740008413,12.5193199381762,13.278171788810086,14.10133843212237,15.633724176437743,18.202080237741455,20.96635030198447,20.73310423825888,11.27472854380485,13.233774983157423
2024,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Presion arterial elevada,5221,2805,0,49,102,108,137,152,130,148,97,1493,44530,22986,57,2377,2588,2538,2092,1791,1346,1159,873,6723,Mujer,12.203080135734796,0.0,2.0614219604543544,3.9412673879443583,4.25531914893617,6.548757170172085,8.486878838637631,9.658246656760774,12.76962899050906,11.11111111111111,22.207347910159157,11.724679991017291
2024,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Tabaquismo,8798,4419,9,450,557,586,545,497,352,301,219,863,44530,22986,57,2377,2588,2538,2092,1791,1346,1159,873,6723,Mujer,19.224745497259203,15.789473684210526,18.931426167437948,21.52241112828439,23.08904649330181,26.051625239005737,27.749860413176997,26.151560178306095,25.97066436583261,25.085910652920962,12.836531310426894,19.757466876263194
2024,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Colesterol elevado,361,201,0,2,4,2,3,0,4,4,2,139,18431,9636,7,694,811,983,946,789,592,507,435,3031,Mujer,2.0859277708592776,0.0,0.2881844380403458,0.4932182490752158,0.20345879959308238,0.3171247357293869,0.0,0.6756756756756757,0.7889546351084813,0.45977011494252873,4.585945232596503,1.9586566111442678
2024,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Glicemia alterada,6087,3112,1,241,275,370,403,348,274,258,225,580,18431,9636,7,694,811,983,946,789,592,507,435,3031,Mujer,32.29555832295558,14.285714285714285,34.72622478386167,33.908754623921084,37.639877924720246,42.600422832980975,44.106463878327,46.28378378378378,50.887573964497044,51.724137931034484,19.135598812273177,33.0258803103467
2024,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Presion arterial elevada,3254,1796,0,34,27,54,75,72,94,102,77,923,18431,9636,7,694,811,983,946,789,592,507,435,3031,Mujer,18.638439186384392,0.0,4.899135446685879,3.3292231812577064,5.493387589013224,7.928118393234672,9.125475285171103,15.878378378378377,20.118343195266274,17.70114942528736,30.45199604091059,17.655037708208994
2024,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Tabaquismo,4255,2150,0,170,219,289,241,218,204,149,113,502,18431,9636,7,694,811,983,946,789,592,507,435,3031,Mujer,22.312162723121627,0.0,24.495677233429394,27.003699136868065,29.399796541200406,25.47568710359408,27.629911280101393,34.45945945945946,29.388560157790927,25.97701149425287,16.56219069613989,23.086104931908196
2024,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Colesterol elevado,728,366,1,17,20,45,34,42,44,58,46,55,4034,2083,3,144,180,221,171,202,161,159,124,586,Mujer,17.57081132981277,33.33333333333333,11.805555555555555,11.11111111111111,20.361990950226243,19.883040935672515,20.792079207920793,27.32919254658385,36.477987421383645,37.096774193548384,9.385665529010238,18.0466038671294
