Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,factor_riesgo,total_15_mas,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,total_15_mas_numerador,15_19_numerador,20_24_numerador,25_29_numerador,30_34_numerador,35_39_numerador,40_44_numerador,45_49_numerador,50_54_numerador,55_59_numerador,60_64_numerador,65_mas_numerador,sexo,15_19_prevalencia_pct,20_24_prevalencia_pct,25_29_prevalencia_pct,30_34_prevalencia_pct,35_39_prevalencia_pct,40_44_prevalencia_pct,45_49_prevalencia_pct,50_54_prevalencia_pct,55_59_prevalencia_pct,60_64_prevalencia_pct,65_mas_prevalencia_pct,total_15_mas_prevalencia_pct
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Colesterol elevado,3603,1937,12,65,61,85,97,103,117,150,165,811,18246,9802,123,738,802,933,692,645,510,467,492,3042,Mujer,19.76127320954907,9.75609756097561,8.807588075880759,7.605985037406484,9.110396570203644,14.017341040462428,15.968992248062017,22.941176470588236,32.11991434689507,33.53658536585366,26.66009204470743,19.746793817823086
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Glicemia alterada,5719,3077,28,167,166,233,202,187,168,136,178,1177,18246,9802,123,738,802,933,692,645,510,467,492,3042,Mujer,31.391552744337893,22.76422764227642,22.628726287262875,20.698254364089774,24.97320471596999,29.190751445086704,28.992248062015502,32.94117647058823,29.1220556745182,36.17886178861789,38.69165023011177,31.343856187657572
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Presion arterial elevada,2801,1643,2,21,27,39,33,63,57,53,60,803,18246,9802,123,738,802,933,692,645,510,467,492,3042,Mujer,16.76188532952459,1.6260162601626018,2.8455284552845526,3.366583541147132,4.180064308681672,4.76878612716763,9.767441860465116,11.176470588235295,11.349036402569594,12.195121951219512,26.397107166337936,15.351309876137236
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Tabaquismo,4572,2327,26,206,245,284,230,223,155,141,135,600,18246,9802,123,738,802,933,692,645,510,467,492,3042,Mujer,23.740053050397876,21.138211382113823,27.91327913279133,30.54862842892768,30.439442658092176,33.23699421965318,34.57364341085271,30.392156862745097,30.19271948608137,27.439024390243905,19.723865877712033,25.05754685958566
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Colesterol elevado,1212,670,0,5,12,8,18,21,22,25,27,404,20222,10738,2,800,1002,1124,820,688,550,521,507,3470,Mujer,6.239523188675731,0.0,0.625,1.1976047904191618,0.7117437722419928,2.195121951219512,3.0523255813953485,4.0,4.798464491362764,5.325443786982249,11.642651296829971,5.993472455741272
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Glicemia alterada,1370,782,0,7,2,7,7,10,17,13,15,510,20222,10738,2,800,1002,1124,820,688,550,521,507,3470,Mujer,7.282547960514061,0.0,0.8750000000000001,0.19960079840319359,0.6227758007117438,0.853658536585366,1.4534883720930232,3.090909090909091,2.495201535508637,2.9585798816568047,14.697406340057636,6.77479972307388
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Presion arterial elevada,3371,1905,0,22,42,47,68,69,84,103,101,930,20222,10738,2,800,1002,1124,820,688,550,521,507,3470,Mujer,17.740733842428757,0.0,2.75,4.191616766467066,4.1814946619217075,8.292682926829269,10.029069767441861,15.272727272727273,19.769673704414586,19.92110453648915,26.801152737752158,16.669963406191275
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Tabaquismo,3624,1831,0,184,204,209,174,145,151,133,117,476,20222,10738,2,800,1002,1124,820,688,550,521,507,3470,Mujer,17.05159247532129,0.0,23.0,20.35928143712575,18.594306049822066,21.21951219512195,21.075581395348838,27.454545454545453,25.5278310940499,23.076923076923077,13.71757925072046,17.921076055780834
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Colesterol elevado,2634,1342,3,64,74,103,104,134,136,182,137,355,41909,21618,44,2193,2417,2385,1926,1706,1257,1225,881,6257,Mujer,6.207789804792303,6.8181818181818175,2.918376652986776,3.061646669424907,4.318658280922432,5.399792315680166,7.854630715123095,10.819411296738265,14.857142857142858,15.550510783200908,5.673645517020937,6.285046171466749
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Glicemia alterada,8006,4051,17,369,485,532,454,380,356,349,300,713,41909,21618,44,2193,2417,2385,1926,1706,1257,1225,881,6257,Mujer,18.739013784808954,38.63636363636363,16.82626538987688,20.066197765825404,22.30607966457023,23.572170301142265,22.27432590855803,28.32140015910899,28.489795918367346,34.0522133938706,11.395237334185712,19.10329523491374
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Presion arterial elevada,5272,2789,1,75,121,140,161,179,178,176,161,1291,41909,21618,44,2193,2417,2385,1926,1706,1257,1225,881,6257,Mujer,12.901285965399204,2.272727272727273,3.4199726402188784,5.0062060405461315,5.870020964360587,8.359293873312565,10.492379835873388,14.160700079554495,14.36734693877551,18.274687854710557,20.632891161898673,12.579636832184018
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Tabaquismo,9274,4658,6,480,643,644,594,530,373,340,242,764,41909,21618,44,2193,2417,2385,1926,1706,1257,1225,881,6257,Mujer,21.546859098899066,13.636363636363635,21.88782489740082,26.60322714108399,27.002096436058697,30.8411214953271,31.06682297772567,29.67382657120127,27.755102040816325,27.468785471055618,12.210324436630973,22.12889832732826
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Colesterol elevado,384,208,0,0,0,0,5,3,2,3,3,160,17562,9167,9,756,827,1041,900,789,581,459,371,2662,Mujer,2.2690083996945565,0.0,0.0,0.0,0.0,0.5555555555555556,0.38022813688212925,0.34423407917383825,0.6535947712418301,0.8086253369272237,6.010518407212622,2.186539118551418
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Glicemia alterada,5318,2730,4,234,273,354,297,309,238,196,143,540,17562,9167,9,756,827,1041,900,789,581,459,371,2662,Mujer,29.780735245991053,44.44444444444444,30.952380952380953,33.01088270858525,34.00576368876081,33.0,39.163498098859314,40.963855421686745,42.70152505446623,38.544474393531,20.2854996243426,30.28128914702198
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Presion arterial elevada,2709,1494,1,30,26,41,66,81,71,71,64,764,17562,9167,9,756,827,1041,900,789,581,459,371,2662,Mujer,16.297589178575326,11.11111111111111,3.968253968253968,3.143893591293833,3.9385206532180597,7.333333333333333,10.26615969581749,12.220309810671257,15.468409586056644,17.25067385444744,28.70022539444027,15.425350187905707
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Tabaquismo,4175,2096,3,194,233,290,280,261,197,135,121,365,17562,9167,9,756,827,1041,900,789,581,459,371,2662,Mujer,22.864623104614378,33.33333333333333,25.66137566137566,28.174123337363966,27.857829010566764,31.11111111111111,33.07984790874524,33.90705679862307,29.411764705882355,32.61455525606469,13.711495116453795,23.772918801958774
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Colesterol elevado,619,310,2,15,30,30,35,26,38,51,37,45,3830,1999,15,150,202,183,151,139,158,132,103,598,Mujer,15.507753876938468,13.333333333333334,10.0,14.85148514851485,16.39344262295082,23.178807947019866,18.705035971223023,24.050632911392405,38.63636363636363,35.92233009708738,7.5250836120401345,16.161879895561356
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Glicemia alterada,878,441,4,23,52,48,51,57,55,57,41,49,3830,1999,15,150,202,183,151,139,158,132,103,598,Mujer,22.061030515257627,26.666666666666668,15.333333333333332,25.742574257425744,26.229508196721312,33.77483443708609,41.007194244604314,34.810126582278485,43.18181818181818,39.80582524271845,8.193979933110368,22.924281984334204
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Presion arterial elevada,716,384,1,7,9,14,13,23,24,23,20,198,3830,1999,15,150,202,183,151,139,158,132,103,598,Mujer,19.209604802401202,6.666666666666667,4.666666666666667,4.455445544554455,7.650273224043716,8.609271523178808,16.546762589928058,15.18987341772152,17.424242424242426,19.41747572815534,33.11036789297659,18.694516971279374
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Tabaquismo,777,390,5,28,52,43,41,41,47,34,21,75,3830,1999,15,150,202,183,151,139,158,132,103,598,Mujer,19.50975487743872,33.33333333333333,18.666666666666668,25.742574257425744,23.497267759562842,27.1523178807947,29.496402877697843,29.746835443037973,25.757575757575758,20.388349514563107,12.54180602006689,20.287206266318538
2023,comuna,13,Servicio de Salud Metropolitano Sur,13404,Paine,Colesterol elevado,2244,1145,0,40,62,84,91,110,97,110,131,374,12459,6395,5,591,728,720,619,556,408,348,327,1762,Mujer,17.90461297888976,0.0,6.768189509306261,8.516483516483516,11.666666666666666,14.70113085621971,19.784172661870503,23.774509803921568,31.60919540229885,40.0611620795107,21.22587968217934,18.011076330363593
2023,comuna,13,Servicio de Salud Metropolitano Sur,13404,Paine,Glicemia alterada,1235,648,0,10,20,23,25,33,29,37,33,377,12459,6395,5,591,728,720,619,556,408,348,327,1762,Mujer,10.13291634089132,0.0,1.6920473773265652,2.7472527472527473,3.194444444444444,4.038772213247173,5.935251798561151,7.107843137254902,10.632183908045976,10.091743119266056,21.396140749148696,9.91251304278032
2023,comuna,13,Servicio de Salud Metropolitano Sur,13404,Paine,Presion arterial elevada,2771,1454,0,36,75,79,96,109,90,98,82,652,12459,6395,5,591,728,720,619,556,408,348,327,1762,Mujer,22.736512900703676,0.0,6.091370558375635,10.302197802197801,10.972222222222221,15.508885298869144,19.60431654676259,22.058823529411764,28.160919540229884,25.076452599388375,37.003405221339385,22.24095031703989
2023,comuna,13,Servicio de Salud Metropolitano Sur,13404,Paine,Tabaquismo,3021,1523,2,127,212,204,194,187,135,106,78,253,12459,6395,5,591,728,720,619,556,408,348,327,1762,Mujer,23.815480844409695,40.0,21.489001692047378,29.120879120879124,28.333333333333332,31.340872374798064,33.63309352517986,33.088235294117645,30.45977011494253,23.853211009174313,14.358683314415439,24.247531904647243
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Colesterol elevado,6991,3686,10,162,181,227,188,210,170,211,230,1716,49257,26167,164,2096,2316,2264,1830,1459,1149,961,850,10001,Mujer,14.086444758665495,6.097560975609756,7.729007633587787,7.815198618307427,10.026501766784452,10.273224043715846,14.393420150788211,14.795474325500436,21.956295525494276,27.058823529411764,17.158284171582842,14.192906591956472
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Glicemia alterada,5167,2838,1,46,38,62,72,78,73,62,79,1818,49257,26167,164,2096,2316,2264,1830,1459,1149,961,850,10001,Mujer,10.845721710551457,0.6097560975609756,2.1946564885496183,1.6407599309153715,2.7385159010600706,3.934426229508197,5.346127484578479,6.353350739773717,6.451612903225806,9.294117647058824,18.17818218178182,10.489879611019754
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Presion arterial elevada,6337,3620,1,24,45,64,72,95,86,91,94,2145,49257,26167,164,2096,2316,2264,1830,1459,1149,961,850,10001,Mujer,13.834218672373598,0.6097560975609756,1.1450381679389312,1.9430051813471503,2.8268551236749118,3.934426229508197,6.511309115832763,7.484769364664926,9.469302809573362,11.058823529411764,21.447855214478555,12.865176523133767
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,Tabaquismo,8936,4512,17,425,480,510,471,439,320,231,225,1306,49257,26167,164,2096,2316,2264,1830,1459,1149,961,850,10001,Mujer,17.243092444682233,10.365853658536585,20.276717557251906,20.72538860103627,22.526501766784452,25.73770491803279,30.089102124742972,27.8503046127067,24.037460978147763,26.47058823529412,13.058694130586943,18.141583937308404
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Colesterol elevado,253,136,0,1,7,8,6,20,11,6,6,52,18939,9908,45,964,1026,1030,835,709,530,396,367,3129,Mujer,1.3726281792490918,0.0,0.1037344398340249,0.682261208576998,0.7766990291262136,0.718562874251497,2.8208744710860367,2.0754716981132075,1.5151515151515151,1.6348773841961852,1.6618728028124004,1.33586778604995
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Glicemia alterada,187,97,3,4,9,3,8,8,10,5,7,33,18939,9908,45,964,1026,1030,835,709,530,396,367,3129,Mujer,0.9790068631408962,6.666666666666667,0.4149377593360996,0.8771929824561403,0.2912621359223301,0.9580838323353293,1.1283497884344147,1.8867924528301887,1.2626262626262625,1.9073569482288828,1.0546500479386385,0.9873805375151803
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Presion arterial elevada,1537,830,5,15,28,35,40,55,42,45,48,394,18939,9908,45,964,1026,1030,835,709,530,396,367,3129,Mujer,8.377069035123133,11.11111111111111,1.5560165975103735,2.729044834307992,3.3980582524271843,4.790419161676647,7.757404795486601,7.9245283018867925,11.363636363636363,13.079019073569482,12.59188239054011,8.115528802999103
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,Tabaquismo,3654,1836,10,178,236,251,234,194,164,103,110,338,18939,9908,45,964,1026,1030,835,709,530,396,367,3129,Mujer,18.530480419862737,22.22222222222222,18.464730290456433,23.00194931773879,24.368932038834952,28.023952095808387,27.362482369534558,30.943396226415093,26.01010101010101,29.972752043596728,10.8021732182806,19.29352130524315
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Colesterol elevado,1118,573,1,25,24,22,25,35,49,44,46,274,22450,11654,368,967,985,1032,847,802,666,548,451,4130,Mujer,4.916766775356101,0.2717391304347826,2.5853154084798344,2.4365482233502536,2.131782945736434,2.95159386068477,4.364089775561098,7.3573573573573565,8.02919708029197,10.199556541019955,6.634382566585957,4.979955456570155
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Glicemia alterada,2556,1335,16,50,42,62,67,68,46,55,32,783,22450,11654,368,967,985,1032,847,802,666,548,451,4130,Mujer,11.455294319546937,4.3478260869565215,5.170630816959669,4.263959390862944,6.007751937984496,7.910271546635183,8.478802992518704,6.906906906906906,10.036496350364963,7.095343680709535,18.958837772397093,11.385300668151448
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Presion arterial elevada,4389,2360,13,51,60,78,88,111,96,85,71,1376,22450,11654,368,967,985,1032,847,802,666,548,451,4130,Mujer,20.25055774841256,3.532608695652174,5.274043433298862,6.091370558375635,7.55813953488372,10.38961038961039,13.840399002493767,14.414414414414415,15.51094890510949,15.74279379157428,33.31719128329298,19.55011135857461
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,Tabaquismo,5505,2769,40,240,278,336,319,277,222,185,140,699,22450,11654,368,967,985,1032,847,802,666,548,451,4130,Mujer,23.760082375150162,10.869565217391305,24.819027921406413,28.223350253807105,32.55813953488372,37.66233766233766,34.538653366583546,33.33333333333333,33.75912408759124,31.042128603104214,16.92493946731235,24.521158129175944
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Colesterol elevado,395,210,0,3,10,11,9,10,11,18,14,99,14595,7712,95,832,679,676,575,519,481,464,424,2138,Mujer,2.7230290456431536,0.0,0.3605769230769231,1.4727540500736376,1.6272189349112427,1.565217391304348,1.9267822736030826,2.2869022869022873,3.8793103448275863,3.30188679245283,4.630495790458372,2.7064063035286057
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Glicemia alterada,3723,1977,20,138,137,143,114,128,136,117,96,717,14595,7712,95,832,679,676,575,519,481,464,424,2138,Mujer,25.6353734439834,21.052631578947366,16.58653846153846,20.176730486008836,21.153846153846153,19.82608695652174,24.66281310211946,28.274428274428274,25.21551724137931,22.641509433962266,33.53601496725912,25.508735868448102
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Presion arterial elevada,2922,1587,9,67,54,105,94,90,104,100,106,606,14595,7712,95,832,679,676,575,519,481,464,424,2138,Mujer,20.578319502074688,9.473684210526317,8.052884615384617,7.952871870397643,15.532544378698224,16.34782608695652,17.341040462427745,21.62162162162162,21.551724137931032,25.0,28.344246959775493,20.02055498458376
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,Tabaquismo,2565,1291,9,133,146,155,135,134,124,121,100,217,14595,7712,95,832,679,676,575,519,481,464,424,2138,Mujer,16.740145228215766,9.473684210526317,15.985576923076922,21.502209131075112,22.928994082840237,23.47826086956522,25.818882466281313,25.779625779625782,26.07758620689655,23.58490566037736,10.149672591206734,17.574511819116136
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Colesterol elevado,4048,2137,4,30,16,29,47,53,69,76,82,1505,48383,25273,257,2095,2029,2113,1735,1569,1331,1246,1190,9545,Mujer,8.4556641475092,1.556420233463035,1.431980906921241,0.7885657959586003,1.372456223379082,2.7089337175792507,3.3779477374123643,5.184072126220887,6.099518459069021,6.890756302521009,15.767417496071243,8.36657503668644
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Glicemia alterada,7914,4242,6,80,93,90,91,99,103,117,113,2880,48383,25273,257,2095,2029,2113,1735,1569,1331,1246,1190,9545,Mujer,16.784710956356584,2.3346303501945527,3.8186157517899764,4.583538689009364,4.259346900141979,5.244956772334294,6.309751434034416,7.738542449286251,9.390048154093098,9.495798319327731,30.172865374541647,16.356984891387473
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Presion arterial elevada,2801,1511,1,19,18,28,41,64,77,83,78,881,48383,25273,257,2095,2029,2113,1735,1569,1331,1246,1190,9545,Mujer,5.978712459937483,0.38910505836575876,0.9069212410501194,0.8871365204534253,1.3251301467108376,2.363112391930836,4.0790312300828555,5.785123966942149,6.66131621187801,6.5546218487394965,9.229963331587218,5.7892234875886155
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Tabaquismo,11938,5999,45,575,638,737,662,605,479,420,371,1407,48383,25273,257,2095,2029,2113,1735,1569,1331,1246,1190,9545,Mujer,23.736794207256757,17.509727626459142,27.44630071599045,31.444061113849187,34.87931850449598,38.15561959654178,38.55959209687699,35.987978963185576,33.70786516853933,31.176470588235293,14.740701938187534,24.67395572825166
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Colesterol elevado,210,105,0,8,12,11,10,5,14,18,14,13,3156,1660,8,140,123,135,132,95,80,82,48,653,Mujer,6.325301204819277,0.0,5.714285714285714,9.75609756097561,8.148148148148149,7.575757575757576,5.263157894736842,17.5,21.951219512195124,29.166666666666668,1.9908116385911179,6.653992395437262
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Glicemia alterada,1017,509,3,68,66,74,78,59,53,51,27,29,3156,1660,8,140,123,135,132,95,80,82,48,653,Mujer,30.66265060240964,37.5,48.57142857142857,53.65853658536586,54.81481481481482,59.09090909090909,62.10526315789474,66.25,62.19512195121951,56.25,4.44104134762634,32.22433460076046
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Presion arterial elevada,651,358,0,7,4,12,15,11,16,17,11,200,3156,1660,8,140,123,135,132,95,80,82,48,653,Mujer,21.566265060240962,0.0,5.0,3.2520325203252036,8.88888888888889,11.363636363636363,11.578947368421053,20.0,20.73170731707317,22.916666666666664,30.627871362940272,20.627376425855513
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Tabaquismo,695,350,2,46,27,44,51,29,33,25,16,72,3156,1660,8,140,123,135,132,95,80,82,48,653,Mujer,21.084337349397593,25.0,32.857142857142854,21.951219512195124,32.592592592592595,38.63636363636363,30.526315789473685,41.25,30.48780487804878,33.33333333333333,11.0260336906585,22.021546261089988
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Colesterol elevado,39,20,0,1,1,3,4,3,2,2,0,3,360,184,2,15,16,30,13,13,7,11,9,60,Mujer,10.869565217391305,0.0,6.666666666666667,6.25,10.0,30.76923076923077,23.076923076923077,28.57142857142857,18.181818181818183,0.0,5.0,10.833333333333334
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Glicemia alterada,14,7,0,1,1,1,0,0,1,1,1,1,360,184,2,15,16,30,13,13,7,11,9,60,Mujer,3.804347826086957,0.0,6.666666666666667,6.25,3.3333333333333335,0.0,0.0,14.285714285714285,9.090909090909092,11.11111111111111,1.6666666666666667,3.888888888888889
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Presion arterial elevada,20,11,2,0,0,1,0,1,0,0,0,5,360,184,2,15,16,30,13,13,7,11,9,60,Mujer,5.978260869565218,100.0,0.0,0.0,3.3333333333333335,0.0,7.6923076923076925,0.0,0.0,0.0,8.333333333333332,5.555555555555555
2023,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Tabaquismo,30,15,2,1,3,2,4,0,1,0,1,1,360,184,2,15,16,30,13,13,7,11,9,60,Mujer,8.152173913043478,100.0,6.666666666666667,18.75,6.666666666666667,30.76923076923077,0.0,14.285714285714285,0.0,11.11111111111111,1.6666666666666667,8.333333333333332
2024,comuna,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,Colesterol elevado,2974,1545,0,49,87,106,121,135,170,150,140,471,23490,12793,17,857,971,948,819,692,659,543,492,4699,Mujer,12.076917064019385,0.0,5.717619603267211,8.959835221421216,11.181434599156118,14.774114774114775,19.508670520231213,25.796661608497722,27.624309392265197,28.455284552845526,10.023409236007662,12.660706683695189
2024,comuna,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,Glicemia alterada,3187,1697,0,52,71,84,99,107,156,103,119,699,23490,12793,17,857,971,948,819,692,659,543,492,4699,Mujer,13.26506683342453,0.0,6.0676779463243875,7.312049433573635,8.860759493670885,12.087912087912088,15.462427745664739,23.672230652503792,18.96869244935543,24.1869918699187,14.875505426686528,13.56747552149851
2024,comuna,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,Presion arterial elevada,3085,1758,0,25,33,34,56,75,93,64,70,877,23490,12793,17,857,971,948,819,692,659,543,492,4699,Mujer,13.741890096146332,0.0,2.9171528588098017,3.398558187435633,3.5864978902953584,6.837606837606838,10.83815028901734,14.112291350531109,11.786372007366483,14.227642276422763,18.663545435198976,13.133248190719454
2024,comuna,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,Tabaquismo,4831,2459,2,181,244,258,236,200,172,175,137,767,23490,12793,17,857,971,948,819,692,659,543,492,4699,Mujer,19.221449230047682,11.76470588235294,21.120186697782962,25.12873326467559,27.21518987341772,28.815628815628813,28.901734104046245,26.100151745068285,32.22836095764273,27.84552845528455,16.32262183443286,20.566198382290338
2024,comuna,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,Colesterol elevado,2096,1107,1,44,54,58,48,93,65,117,100,409,15574,8274,17,773,762,791,599,530,378,434,379,2637,Mujer,13.379260333575054,5.88235294117647,5.692108667529108,7.086614173228346,7.332490518331227,8.013355592654424,17.547169811320753,17.195767195767196,26.95852534562212,26.385224274406333,15.510049298445203,13.458327982534996
2024,comuna,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,Glicemia alterada,8214,4367,10,276,332,381,300,281,217,264,238,1548,15574,8274,17,773,762,791,599,530,378,434,379,2637,Mujer,52.77979211989364,58.82352941176471,35.70504527813713,43.569553805774284,48.1668773704172,50.08347245409015,53.0188679245283,57.407407407407405,60.82949308755761,62.796833773087066,58.703071672354945,52.741749068961084
2024,comuna,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,Presion arterial elevada,3318,1869,1,34,57,76,64,72,65,82,80,918,15574,8274,17,773,762,791,599,530,378,434,379,2637,Mujer,22.588832487309645,5.88235294117647,4.3984476067270375,7.480314960629922,9.608091024020228,10.684474123539232,13.584905660377359,17.195767195767196,18.89400921658986,21.108179419525065,34.8122866894198,21.30473866700912
2024,comuna,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,Tabaquismo,3661,1853,4,198,207,244,187,169,120,143,118,418,15574,8274,17,773,762,791,599,530,378,434,379,2637,Mujer,22.395455644186608,23.52941176470588,25.614489003880987,27.165354330708663,30.847029077117572,31.21869782971619,31.886792452830186,31.746031746031743,32.94930875576037,31.13456464379947,15.851346226772847,23.507127263387698
2024,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Colesterol elevado,643,351,1,3,8,18,18,21,24,38,33,128,11793,6354,32,330,513,559,554,496,393,378,311,1873,Mujer,5.524079320113314,3.125,0.9090909090909091,1.5594541910331383,3.2200357781753133,3.2490974729241873,4.233870967741935,6.106870229007633,10.052910052910052,10.610932475884244,6.833956219967965,5.452387009242772
2024,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Glicemia alterada,559,316,0,2,0,4,2,8,11,8,22,186,11793,6354,32,330,513,559,554,496,393,378,311,1873,Mujer,4.9732451998740945,0.0,0.6060606060606061,0.0,0.7155635062611807,0.36101083032490977,1.6129032258064515,2.7989821882951653,2.1164021164021163,7.07395498392283,9.93059263214095,4.740100059357246
2024,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Presion arterial elevada,1486,855,0,6,18,24,32,48,38,44,31,390,11793,6354,32,330,513,559,554,496,393,378,311,1873,Mujer,13.456090651558073,0.0,1.8181818181818181,3.508771929824561,4.293381037567084,5.776173285198556,9.67741935483871,9.669211195928753,11.64021164021164,9.967845659163988,20.822210357714894,12.600695327736794
2024,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Tabaquismo,910,462,3,22,39,40,35,46,37,47,33,146,11793,6354,32,330,513,559,554,496,393,378,311,1873,Mujer,7.2710103871576965,9.375,6.666666666666667,7.602339181286549,7.155635062611807,6.31768953068592,9.274193548387096,9.414758269720101,12.433862433862434,10.610932475884244,7.794981313400962,7.716441957093191
2024,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Colesterol elevado,1626,841,0,11,21,27,40,47,59,88,91,401,29193,14927,1,1492,1586,1654,1465,1187,1110,1002,834,3935,Mujer,5.634085884638575,0.0,0.7372654155495978,1.3240857503152585,1.6324062877871828,2.7303754266211606,3.9595619208087616,5.315315315315315,8.78243512974052,10.911270983213429,10.190597204574333,5.5698283835165965
2024,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Glicemia alterada,1913,1005,0,12,19,15,34,41,65,53,44,625,29193,14927,1,1492,1586,1654,1465,1187,1110,1002,834,3935,Mujer,6.732766128491995,0.0,0.8042895442359249,1.1979823455233292,0.9068923821039904,2.3208191126279862,3.454085930918281,5.8558558558558556,5.289421157684631,5.275779376498801,15.88310038119441,6.552940773473093
2024,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Presion arterial elevada,3215,1695,0,33,75,69,91,132,132,129,106,753,29193,14927,1,1492,1586,1654,1465,1187,1110,1002,834,3935,Mujer,11.355262276411871,0.0,2.2117962466487935,4.7288776796973515,4.171704957678355,6.21160409556314,11.120471777590565,11.891891891891893,12.874251497005988,12.709832134292565,19.135959339263025,11.012914054739149
2024,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Tabaquismo,6630,3330,0,330,423,433,426,333,296,284,213,562,29193,14927,1,1492,1586,1654,1465,1187,1110,1002,834,3935,Mujer,22.3085683660481,0.0,22.117962466487935,26.670870113493066,26.17896009673519,29.07849829351536,28.05391743892165,26.666666666666668,28.343313373253494,25.539568345323744,14.282083862770012,22.71092385160826
