Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,categoria_estado_nutricional,15_24_numerador,25_34_numerador,35_44_numerador,45_54_numerador,55_64_numerador,65_mas_numerador,total_15_mas_numerador,sexo,15_24,15_24_distribucion_pct,25_34,25_34_distribucion_pct,35_44,35_44_distribucion_pct,45_54,45_54_distribucion_pct,55_64,55_64_distribucion_pct,65_mas,65_mas_distribucion_pct,total_15_mas,total_15_mas_distribucion_pct
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,Normal,0,0,0,0,0,0,4553,Mujer,0,,0,,0,,0,,0,,0,,1109,24.357566439710084
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,Obesidad,0,0,0,0,0,0,4553,Mujer,0,,0,,0,,0,,0,,0,,1708,37.51372721282671
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,Sobrepeso,0,0,0,0,0,0,4553,Mujer,0,,0,,0,,0,,0,,0,,1539,33.80188886448495
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Bajo peso,0,0,0,0,0,0,6224,Mujer,0,,0,,0,,0,,0,,0,,344,5.526992287917738
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Normal,0,0,0,0,0,0,6224,Mujer,0,,0,,0,,0,,0,,0,,1594,25.610539845758357
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Obesidad,0,0,0,0,0,0,6224,Mujer,0,,0,,0,,0,,0,,0,,2162,34.73650385604113
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Sobrepeso,0,0,0,0,0,0,6224,Mujer,0,,0,,0,,0,,0,,0,,2124,34.12596401028278
2023,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Bajo peso,0,0,0,0,0,0,18484,Mujer,0,,0,,0,,0,,0,,0,,1140,6.167496212940922
2023,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Normal,0,0,0,0,0,0,18484,Mujer,0,,0,,0,,0,,0,,0,,6137,33.201687946331965
2023,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Obesidad,0,0,0,0,0,0,18484,Mujer,0,,0,,0,,0,,0,,0,,5264,28.478684267474573
2023,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Sobrepeso,0,0,0,0,0,0,18484,Mujer,0,,0,,0,,0,,0,,0,,5943,32.15213157325254
2023,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Bajo peso,0,0,0,0,0,0,3888,Mujer,0,,0,,0,,0,,0,,0,,215,5.529835390946502
2023,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Normal,0,0,0,0,0,0,3888,Mujer,0,,0,,0,,0,,0,,0,,1167,30.015432098765434
2023,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Obesidad,0,0,0,0,0,0,3888,Mujer,0,,0,,0,,0,,0,,0,,1169,30.066872427983537
2023,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Sobrepeso,0,0,0,0,0,0,3888,Mujer,0,,0,,0,,0,,0,,0,,1337,34.38786008230453
2023,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Bajo peso,0,0,0,0,0,0,6828,Mujer,0,,0,,0,,0,,0,,0,,240,3.5149384885764503
2023,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Normal,0,0,0,0,0,0,6828,Mujer,0,,0,,0,,0,,0,,0,,1820,26.65495020503808
2023,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Obesidad,0,0,0,0,0,0,6828,Mujer,0,,0,,0,,0,,0,,0,,2497,36.570005858230815
