Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,IdEstablecimiento,establecimiento_master,tipo_establecimiento_master,dependencia_master,categoria_estado_nutricional,15_24,25_34,35_44,45_54,55_64,65_mas,total_15_mas,15_24_numerador,25_34_numerador,35_44_numerador,45_54_numerador,55_64_numerador,65_mas_numerador,total_15_mas_numerador,15_24_distribucion_pct,25_34_distribucion_pct,35_44_distribucion_pct,45_54_distribucion_pct,55_64_distribucion_pct,65_mas_distribucion_pct,total_15_mas_distribucion_pct
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109310,Centro de Salud Familiar Colina,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,23,21,16,17,9,195,281,637.0,1662.0,1552.0,1113.0,634.0,1787.0,7385.0,3.610675039246468,1.263537906137184,1.0309278350515463,1.527403414195867,1.4195583596214512,10.912143256855064,3.8050101557210567
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109310,Centro de Salud Familiar Colina,Centro de Salud Familiar (CESFAM),Municipal,Normal,216,394,263,201,134,626,1834,637.0,1662.0,1552.0,1113.0,634.0,1787.0,7385.0,33.90894819466248,23.706377858002405,16.945876288659793,18.059299191374663,21.13564668769716,35.030777839955235,24.834123222748815
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109310,Centro de Salud Familiar Colina,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,200,634,671,438,221,416,2580,637.0,1662.0,1552.0,1113.0,634.0,1787.0,7385.0,31.39717425431711,38.1468110709988,43.23453608247423,39.35309973045822,34.85804416403786,23.27923894795747,34.935680433310765
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109310,Centro de Salud Familiar Colina,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,198,613,602,457,270,550,2690,637.0,1662.0,1552.0,1113.0,634.0,1787.0,7385.0,31.083202511773937,36.88327316486161,38.78865979381443,41.06019766397125,42.586750788643535,30.777839955232235,36.425186188219364
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109316,Centro de Salud Familiar Esmeralda,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,25,15,7,6,7,221,281,802.0,1544.0,1398.0,1113.0,580.0,2027.0,7464.0,3.117206982543641,0.9715025906735751,0.5007153075822603,0.5390835579514826,1.206896551724138,10.902812037493833,3.764737406216506
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109316,Centro de Salud Familiar Esmeralda,Centro de Salud Familiar (CESFAM),Municipal,Normal,234,329,223,161,93,672,1712,802.0,1544.0,1398.0,1113.0,580.0,2027.0,7464.0,29.177057356608476,21.308290155440414,15.951359084406294,14.465408805031446,16.034482758620687,33.15244203256044,22.936763129689176
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109316,Centro de Salud Familiar Esmeralda,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,278,664,670,516,254,542,2924,802.0,1544.0,1398.0,1113.0,580.0,2027.0,7464.0,34.66334164588529,43.005181347150256,47.92560801144492,46.36118598382749,43.79310344827586,26.739023186975825,39.17470525187567
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109316,Centro de Salud Familiar Esmeralda,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,265,536,498,430,226,592,2547,802.0,1544.0,1398.0,1113.0,580.0,2027.0,7464.0,33.042394014962596,34.715025906735754,35.622317596566525,38.63432165318958,38.96551724137931,29.205722742969908,34.12379421221865
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109416,Posta de Salud Rural Colorado,Posta de Salud Rural (PSR),Municipal,Bajo peso,1,1,0,0,0,19,21,16.0,42.0,21.0,22.0,6.0,91.0,198.0,6.25,2.380952380952381,0.0,0.0,0.0,20.87912087912088,10.606060606060606
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109416,Posta de Salud Rural Colorado,Posta de Salud Rural (PSR),Municipal,Normal,7,10,2,1,0,38,58,16.0,42.0,21.0,22.0,6.0,91.0,198.0,43.75,23.809523809523807,9.523809523809524,4.545454545454546,0.0,41.75824175824176,29.292929292929294
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109416,Posta de Salud Rural Colorado,Posta de Salud Rural (PSR),Municipal,Obesidad,5,14,10,9,2,14,54,16.0,42.0,21.0,22.0,6.0,91.0,198.0,31.25,33.33333333333333,47.61904761904761,40.909090909090914,33.33333333333333,15.384615384615385,27.27272727272727
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109416,Posta de Salud Rural Colorado,Posta de Salud Rural (PSR),Municipal,Sobrepeso,3,17,9,12,4,20,65,16.0,42.0,21.0,22.0,6.0,91.0,198.0,18.75,40.476190476190474,42.857142857142854,54.54545454545454,66.66666666666666,21.978021978021978,32.82828282828283
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109417,Posta de Salud Rural Los Ingleses,Posta de Salud Rural (PSR),Municipal,Bajo peso,1,1,4,0,0,9,15,7.0,32.0,36.0,20.0,10.0,100.0,205.0,14.285714285714285,3.125,11.11111111111111,0.0,0.0,9.0,7.317073170731707
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109417,Posta de Salud Rural Los Ingleses,Posta de Salud Rural (PSR),Municipal,Normal,0,8,6,6,1,34,55,7.0,32.0,36.0,20.0,10.0,100.0,205.0,0.0,25.0,16.666666666666664,30.0,10.0,34.0,26.82926829268293
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109417,Posta de Salud Rural Los Ingleses,Posta de Salud Rural (PSR),Municipal,Obesidad,5,11,14,6,4,30,70,7.0,32.0,36.0,20.0,10.0,100.0,205.0,71.42857142857143,34.375,38.88888888888889,30.0,40.0,30.0,34.146341463414636
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13301,Colina,109417,Posta de Salud Rural Los Ingleses,Posta de Salud Rural (PSR),Municipal,Sobrepeso,1,12,12,8,5,27,65,7.0,32.0,36.0,20.0,10.0,100.0,205.0,14.285714285714285,37.5,33.33333333333333,40.0,50.0,27.0,31.70731707317073
