Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,factor_riesgo,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,total_15_mas,15_19_numerador,20_24_numerador,25_29_numerador,30_34_numerador,35_39_numerador,40_44_numerador,45_49_numerador,50_54_numerador,55_59_numerador,60_64_numerador,65_mas_numerador,total_15_mas_numerador,15_19_prevalencia_pct,20_24_prevalencia_pct,25_29_prevalencia_pct,30_34_prevalencia_pct,35_39_prevalencia_pct,40_44_prevalencia_pct,45_49_prevalencia_pct,50_54_prevalencia_pct,55_59_prevalencia_pct,60_64_prevalencia_pct,65_mas_prevalencia_pct,total_15_mas_prevalencia_pct
2023,comuna,9,Servicio de Salud Metropolitano Norte,13302,Lampa,Tabaquismo,24,248,342,376,330,286,240,150,111,79,325,2511,133,886,1061,1171,936,803,627,461,352,255,2714,9399,18.045112781954884,27.99097065462754,32.23374175306315,32.10930828351836,35.256410256410255,35.61643835616438,38.27751196172249,32.53796095444685,31.53409090909091,30.980392156862745,11.974944731024319,26.715608043408874
2023,comuna,9,Servicio de Salud Metropolitano Norte,13303,Tiltil,Colesterol elevado,0,0,0,0,0,2,0,2,2,1,4,11,21,67,86,98,63,91,79,51,48,34,349,987,0.0,0.0,0.0,0.0,0.0,2.197802197802198,0.0,3.9215686274509802,4.166666666666666,2.941176470588235,1.146131805157593,1.1144883485309016
2023,comuna,9,Servicio de Salud Metropolitano Norte,13303,Tiltil,Glicemia alterada,1,7,2,7,2,4,0,2,3,3,5,36,21,67,86,98,63,91,79,51,48,34,349,987,4.761904761904762,10.44776119402985,2.3255813953488373,7.142857142857142,3.1746031746031744,4.395604395604396,0.0,3.9215686274509802,6.25,8.823529411764707,1.4326647564469914,3.64741641337386
2023,comuna,9,Servicio de Salud Metropolitano Norte,13303,Tiltil,Presion arterial elevada,0,2,4,7,8,9,8,6,8,6,24,82,21,67,86,98,63,91,79,51,48,34,349,987,0.0,2.9850746268656714,4.651162790697675,7.142857142857142,12.698412698412698,9.89010989010989,10.126582278481013,11.76470588235294,16.666666666666664,17.647058823529413,6.876790830945559,8.308004052684904
2023,comuna,9,Servicio de Salud Metropolitano Norte,13303,Tiltil,Tabaquismo,3,12,15,17,15,21,15,11,8,10,15,142,21,67,86,98,63,91,79,51,48,34,349,987,14.285714285714285,17.91044776119403,17.441860465116278,17.346938775510203,23.809523809523807,23.076923076923077,18.9873417721519,21.568627450980394,16.666666666666664,29.411764705882355,4.297994269340974,14.387031408308005
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Colesterol elevado,5,20,25,37,31,43,56,66,60,43,685,1071,94,943,1040,1021,808,698,631,633,537,347,5373,12125,5.319148936170213,2.1208907741251326,2.403846153846154,3.623898139079334,3.8366336633663365,6.160458452722064,8.874801901743265,10.42654028436019,11.1731843575419,12.39193083573487,12.74892983435697,8.83298969072165
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Glicemia alterada,6,42,70,61,47,63,67,77,61,40,1488,2022,94,943,1040,1021,808,698,631,633,537,347,5373,12125,6.382978723404255,4.453870625662779,6.730769230769231,5.974534769833497,5.816831683168317,9.025787965616045,10.618066561014263,12.164296998420221,11.359404096834265,11.527377521613833,27.694025683975433,16.676288659793816
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Presion arterial elevada,25,38,44,70,83,96,97,96,99,79,1863,2590,94,943,1040,1021,808,698,631,633,537,347,5373,12125,26.595744680851062,4.029692470837752,4.230769230769231,6.8560235063663075,10.272277227722771,13.753581661891118,15.372424722662439,15.165876777251185,18.435754189944134,22.76657060518732,34.67336683417086,21.360824742268044
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Tabaquismo,23,221,254,246,190,168,154,140,117,64,610,2187,94,943,1040,1021,808,698,631,633,537,347,5373,12125,24.46808510638298,23.435843054082714,24.423076923076923,24.094025465230168,23.51485148514851,24.068767908309454,24.405705229793977,22.11690363349131,21.787709497206702,18.443804034582133,11.353061604317887,18.037113402061856
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Colesterol elevado,12,109,187,201,221,247,262,324,288,187,791,2829,209,1469,1612,1665,1436,1234,1222,1052,887,672,7108,18566,5.741626794258373,7.42001361470388,11.600496277915633,12.072072072072073,15.389972144846798,20.016207455429498,21.44026186579378,30.798479087452474,32.46899661781285,27.827380952380953,11.128306133933597,15.237530970591404
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Glicemia alterada,44,213,276,302,292,271,286,267,240,149,1336,3676,209,1469,1612,1665,1436,1234,1222,1052,887,672,7108,18566,21.052631578947366,14.499659632402995,17.121588089330025,18.13813813813814,20.334261838440113,21.961102106969204,23.404255319148938,25.380228136882128,27.05749718151071,22.172619047619047,18.79572312886888,19.799633739092965
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Presion arterial elevada,4,86,118,157,191,219,241,223,209,181,2360,3989,209,1469,1612,1665,1436,1234,1222,1052,887,672,7108,18566,1.9138755980861244,5.854322668481961,7.320099255583126,9.42942942942943,13.3008356545961,17.74716369529984,19.72176759410802,21.19771863117871,23.562570462232244,26.934523809523807,33.202025886325266,21.485511149412908
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Tabaquismo,40,340,400,431,354,370,327,284,227,167,796,3736,209,1469,1612,1665,1436,1234,1222,1052,887,672,7108,18566,19.138755980861244,23.14499659632403,24.81389578163772,25.885885885885884,24.651810584958216,29.983792544570502,26.759410801963995,26.996197718631176,25.591882750845546,24.851190476190478,11.198649409116488,20.122805127652697
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Colesterol elevado,37,192,286,402,439,487,472,630,716,558,2073,6292,766,1884,2244,2407,2029,1928,1725,1739,1741,1506,10434,28403,4.830287206266318,10.191082802547772,12.745098039215685,16.701287910261737,21.636274026614096,25.259336099585063,27.362318840579707,36.227717078780906,41.12578977599081,37.05179282868526,19.86774008050604,22.152589515192055
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Glicemia alterada,199,514,668,775,771,796,729,793,845,737,4755,11582,766,1884,2244,2407,2029,1928,1725,1739,1741,1506,10434,28403,25.979112271540473,27.282377919320595,29.76827094474153,32.19775654341504,37.99901429275505,41.286307053941904,42.26086956521739,45.60092006900518,48.5353245261344,48.93758300132802,45.57216791259344,40.77738267084463
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Presion arterial elevada,30,107,188,244,289,326,331,400,410,409,3543,6277,766,1884,2244,2407,2029,1928,1725,1739,1741,1506,10434,28403,3.91644908616188,5.679405520169851,8.377896613190732,10.137100124636476,14.243469689502216,16.90871369294606,19.18840579710145,23.001725129384702,23.549684089603677,27.158034528552456,33.95629672225417,22.09977819244446
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Tabaquismo,88,461,626,701,584,576,472,433,503,399,1440,6283,766,1884,2244,2407,2029,1928,1725,1739,1741,1506,10434,28403,11.488250652741515,24.469214437367302,27.89661319073084,29.12339011217283,28.782651552488907,29.87551867219917,27.362318840579707,24.899367452558945,28.891441700172315,26.49402390438247,13.801035077630821,22.120902721543498
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Colesterol elevado,0,13,21,22,24,31,47,60,44,34,272,568,190,930,985,868,707,593,523,512,424,382,7280,13394,0.0,1.3978494623655915,2.131979695431472,2.5345622119815667,3.3946251768033946,5.227655986509275,8.98661567877629,11.71875,10.377358490566039,8.900523560209423,3.7362637362637363,4.240704793190981
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Glicemia alterada,1,38,32,56,41,53,54,66,49,38,514,942,190,930,985,868,707,593,523,512,424,382,7280,13394,0.5263157894736842,4.086021505376344,3.248730964467005,6.451612903225806,5.799151343705799,8.937605396290051,10.325047801147228,12.890625,11.556603773584905,9.947643979057592,7.06043956043956,7.032999850679408
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Presion arterial elevada,1,50,59,100,88,103,88,95,91,83,1331,2089,190,930,985,868,707,593,523,512,424,382,7280,13394,0.5263157894736842,5.376344086021505,5.98984771573604,11.52073732718894,12.446958981612447,17.36930860033727,16.826003824091778,18.5546875,21.462264150943398,21.727748691099478,18.282967032967033,15.596535762281619
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Tabaquismo,3,211,215,196,177,161,137,151,121,96,456,1924,190,930,985,868,707,593,523,512,424,382,7280,13394,1.5789473684210527,22.688172043010752,21.82741116751269,22.58064516129032,25.035360678925034,27.150084317032043,26.19502868068834,29.4921875,28.537735849056606,25.13089005235602,6.263736263736264,14.3646408839779
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Colesterol elevado,3,74,102,123,134,127,160,192,189,164,722,1990,570,1240,1379,1403,1235,1106,956,944,755,683,6523,16794,0.5263157894736842,5.967741935483871,7.396664249456128,8.766928011404133,10.850202429149798,11.482820976491864,16.736401673640167,20.33898305084746,25.03311258278146,24.011713030746705,11.068526751494712,11.849470048826962
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Glicemia alterada,10,171,249,276,262,242,251,258,224,197,1470,3610,570,1240,1379,1403,1235,1106,956,944,755,683,6523,16794,1.7543859649122806,13.790322580645162,18.056562726613485,19.672131147540984,21.214574898785425,21.880650994575046,26.25523012552301,27.33050847457627,29.668874172185433,28.84333821376281,22.535643108998926,21.49577229963082
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Presion arterial elevada,2,64,82,133,126,162,152,182,157,161,2231,3452,570,1240,1379,1403,1235,1106,956,944,755,683,6523,16794,0.3508771929824561,5.161290322580645,5.946337926033358,9.47968638631504,10.20242914979757,14.647377938517177,15.899581589958158,19.279661016949152,20.79470198675497,23.57247437774524,34.2020542695079,20.55496010479933
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Tabaquismo,7,273,334,391,358,345,310,269,227,192,793,3499,570,1240,1379,1403,1235,1106,956,944,755,683,6523,16794,1.2280701754385965,22.016129032258064,24.22044960116026,27.86885245901639,28.987854251012145,31.193490054249544,32.42677824267782,28.49576271186441,30.066225165562916,28.111273792093705,12.156982983289897,20.83482196022389
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Colesterol elevado,0,25,20,43,44,50,71,51,52,43,621,1020,49,904,1028,1177,939,826,619,531,396,290,4389,11148,0.0,2.765486725663717,1.9455252918287937,3.653355989804588,4.685835995740149,6.053268765133172,11.470113085621971,9.6045197740113,13.131313131313133,14.827586206896552,14.149008885850991,9.14962325080732
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Glicemia alterada,4,13,18,27,34,48,34,39,39,37,1285,1578,49,904,1028,1177,939,826,619,531,396,290,4389,11148,8.16326530612245,1.4380530973451326,1.7509727626459144,2.2939677145284625,3.62087326943557,5.811138014527845,5.492730210016155,7.344632768361582,9.848484848484848,12.758620689655173,29.277739804055592,14.155005382131325
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Presion arterial elevada,0,33,46,61,62,83,83,81,67,57,1417,1990,49,904,1028,1177,939,826,619,531,396,290,4389,11148,0.0,3.650442477876106,4.474708171206226,5.182667799490229,6.602768903088392,10.048426150121065,13.408723747980615,15.254237288135593,16.91919191919192,19.655172413793103,32.28525860104807,17.850735557947615
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Tabaquismo,10,212,249,348,277,241,188,142,113,74,309,2163,49,904,1028,1177,939,826,619,531,396,290,4389,11148,20.408163265306122,23.451327433628318,24.22178988326848,29.566694987255737,29.499467518636845,29.176755447941886,30.37156704361874,26.741996233521657,28.535353535353536,25.517241379310345,7.040328092959672,19.402583423035523
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Colesterol elevado,0,1,0,5,2,4,8,2,2,1,36,61,11,84,134,140,94,83,55,50,39,20,561,1271,0.0,1.1904761904761905,0.0,3.571428571428571,2.127659574468085,4.819277108433735,14.545454545454545,4.0,5.128205128205128,5.0,6.417112299465241,4.799370574350905
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Glicemia alterada,0,0,2,2,2,1,3,3,2,1,87,103,11,84,134,140,94,83,55,50,39,20,561,1271,0.0,0.0,1.4925373134328357,1.4285714285714286,2.127659574468085,1.2048192771084338,5.454545454545454,6.0,5.128205128205128,5.0,15.508021390374333,8.103855232100708
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Presion arterial elevada,1,4,0,5,4,3,9,9,10,3,111,159,11,84,134,140,94,83,55,50,39,20,561,1271,9.090909090909092,4.761904761904762,0.0,3.571428571428571,4.25531914893617,3.614457831325301,16.363636363636363,18.0,25.64102564102564,15.0,19.786096256684495,12.509834775767112
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Tabaquismo,0,22,27,39,26,21,16,17,7,3,37,215,11,84,134,140,94,83,55,50,39,20,561,1271,0.0,26.190476190476193,20.149253731343283,27.857142857142858,27.659574468085108,25.301204819277107,29.09090909090909,34.0,17.94871794871795,15.0,6.59536541889483,16.915814319433515
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Colesterol elevado,0,0,0,0,0,1,3,4,3,1,26,38,5,40,44,62,65,49,42,39,40,34,604,1024,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,7.142857142857142,10.256410256410255,7.5,2.941176470588235,4.304635761589404,3.7109375
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Glicemia alterada,1,9,14,15,17,10,14,14,19,15,61,189,5,40,44,62,65,49,42,39,40,34,604,1024,20.0,22.5,31.818181818181817,24.193548387096776,26.153846153846157,20.408163265306122,33.33333333333333,35.8974358974359,47.5,44.11764705882353,10.099337748344372,18.45703125
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Presion arterial elevada,0,1,6,2,6,5,10,2,10,3,145,190,5,40,44,62,65,49,42,39,40,34,604,1024,0.0,2.5,13.636363636363635,3.225806451612903,9.230769230769232,10.204081632653061,23.809523809523807,5.128205128205128,25.0,8.823529411764707,24.00662251655629,18.5546875
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Tabaquismo,1,9,15,13,16,15,7,13,8,10,77,184,5,40,44,62,65,49,42,39,40,34,604,1024,20.0,22.5,34.090909090909086,20.967741935483872,24.615384615384617,30.612244897959183,16.666666666666664,33.33333333333333,20.0,29.411764705882355,12.748344370860929,17.96875
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Colesterol elevado,2,3,2,2,6,4,8,9,4,6,142,188,17,122,137,121,130,110,110,86,78,85,1074,2070,11.76470588235294,2.459016393442623,1.4598540145985401,1.6528925619834711,4.615384615384616,3.6363636363636362,7.2727272727272725,10.465116279069768,5.128205128205128,7.0588235294117645,13.221601489757914,9.082125603864734
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Glicemia alterada,3,34,46,27,47,40,51,34,37,32,255,606,17,122,137,121,130,110,110,86,78,85,1074,2070,17.647058823529413,27.86885245901639,33.57664233576642,22.31404958677686,36.15384615384615,36.36363636363637,46.36363636363636,39.53488372093023,47.43589743589743,37.64705882352941,23.743016759776538,29.275362318840582
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Presion arterial elevada,1,11,16,14,20,28,31,20,19,26,429,615,17,122,137,121,130,110,110,86,78,85,1074,2070,5.88235294117647,9.01639344262295,11.678832116788321,11.570247933884298,15.384615384615385,25.454545454545453,28.18181818181818,23.25581395348837,24.358974358974358,30.58823529411765,39.94413407821229,29.71014492753623
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Tabaquismo,1,32,40,43,50,36,33,24,27,29,116,431,17,122,137,121,130,110,110,86,78,85,1074,2070,5.88235294117647,26.229508196721312,29.1970802919708,35.53719008264463,38.46153846153847,32.72727272727273,30.0,27.906976744186046,34.61538461538461,34.11764705882353,10.800744878957168,20.82125603864734
