Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,IdEstablecimiento,establecimiento_master,tipo_establecimiento_master,dependencia_master,factor_riesgo,total_15_mas,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,total_15_mas_numerador,15_19_numerador,20_24_numerador,25_29_numerador,30_34_numerador,35_39_numerador,40_44_numerador,45_49_numerador,50_54_numerador,55_59_numerador,60_64_numerador,65_mas_numerador,sexo,15_19_prevalencia_pct,20_24_prevalencia_pct,25_29_prevalencia_pct,30_34_prevalencia_pct,35_39_prevalencia_pct,40_44_prevalencia_pct,45_49_prevalencia_pct,50_54_prevalencia_pct,55_59_prevalencia_pct,60_64_prevalencia_pct,65_mas_prevalencia_pct,total_15_mas_prevalencia_pct
2023,establecimiento,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,200265,Centro Comunitario de Salud Familiar Andacollo,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Presion arterial elevada,124,0,0,1,2,2,4,6,6,9,7,87,360.0,13.0,8.0,11.0,18.0,14.0,15.0,16.0,18.0,20.0,12.0,215.0,Hombre,0.0,0.0,9.090909090909092,11.11111111111111,14.285714285714285,26.666666666666668,37.5,33.33333333333333,45.0,58.333333333333336,40.46511627906977,34.44444444444444
2023,establecimiento,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,200265,Centro Comunitario de Salud Familiar Andacollo,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Tabaquismo,74,1,2,2,6,3,6,7,7,8,3,29,360.0,13.0,8.0,11.0,18.0,14.0,15.0,16.0,18.0,20.0,12.0,215.0,Hombre,7.6923076923076925,25.0,18.181818181818183,33.33333333333333,21.428571428571427,40.0,43.75,38.88888888888889,40.0,25.0,13.488372093023257,20.555555555555554
2023,establecimiento,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,112309,Centro de Salud Familiar Vitacura,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,107,0,3,4,6,8,6,8,15,12,14,31,1039.0,0.0,47.0,42.0,39.0,41.0,41.0,38.0,55.0,47.0,51.0,638.0,Hombre,,6.382978723404255,9.523809523809524,15.384615384615385,19.51219512195122,14.634146341463413,21.052631578947366,27.27272727272727,25.53191489361702,27.450980392156865,4.858934169278997,10.298363811357074
2023,establecimiento,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,112309,Centro de Salud Familiar Vitacura,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,288,0,14,8,10,13,10,10,20,18,13,172,1039.0,0.0,47.0,42.0,39.0,41.0,41.0,38.0,55.0,47.0,51.0,638.0,Hombre,,29.78723404255319,19.047619047619047,25.64102564102564,31.70731707317073,24.390243902439025,26.31578947368421,36.36363636363637,38.297872340425535,25.49019607843137,26.959247648902824,27.718960538979786
2023,establecimiento,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,112309,Centro de Salud Familiar Vitacura,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,234,0,0,6,1,6,12,7,11,12,11,168,1039.0,0.0,47.0,42.0,39.0,41.0,41.0,38.0,55.0,47.0,51.0,638.0,Hombre,,0.0,14.285714285714285,2.564102564102564,14.634146341463413,29.268292682926827,18.421052631578945,20.0,25.53191489361702,21.568627450980394,26.332288401253916,22.52165543792108
2023,establecimiento,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,112309,Centro de Salud Familiar Vitacura,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,182,0,11,9,10,10,16,7,14,9,9,87,1039.0,0.0,47.0,42.0,39.0,41.0,41.0,38.0,55.0,47.0,51.0,638.0,Hombre,,23.404255319148938,21.428571428571427,25.64102564102564,24.390243902439025,39.02439024390244,18.421052631578945,25.454545454545453,19.148936170212767,17.647058823529413,13.636363636363635,17.51684311838306
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113312,Centro de Salud Familiar Dr. Carlos Lorca Tobar,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,100,0,0,1,0,2,1,2,3,2,1,88,1798.0,7.0,116.0,128.0,147.0,116.0,100.0,95.0,87.0,94.0,92.0,816.0,Hombre,0.0,0.0,0.78125,0.0,1.7241379310344827,1.0,2.1052631578947367,3.4482758620689653,2.127659574468085,1.0869565217391304,10.784313725490197,5.561735261401557
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113312,Centro de Salud Familiar Dr. Carlos Lorca Tobar,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,364,0,2,6,6,5,9,4,10,12,11,299,1798.0,7.0,116.0,128.0,147.0,116.0,100.0,95.0,87.0,94.0,92.0,816.0,Hombre,0.0,1.7241379310344827,4.6875,4.081632653061225,4.310344827586207,9.0,4.2105263157894735,11.494252873563218,12.76595744680851,11.956521739130435,36.6421568627451,20.24471635150167
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113312,Centro de Salud Familiar Dr. Carlos Lorca Tobar,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,499,1,10,15,26,27,24,28,27,28,33,280,1798.0,7.0,116.0,128.0,147.0,116.0,100.0,95.0,87.0,94.0,92.0,816.0,Hombre,14.285714285714285,8.620689655172415,11.71875,17.687074829931973,23.275862068965516,24.0,29.47368421052631,31.03448275862069,29.78723404255319,35.869565217391305,34.31372549019608,27.753058954393772
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113312,Centro de Salud Familiar Dr. Carlos Lorca Tobar,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,498,0,32,51,57,55,41,37,25,44,35,121,1798.0,7.0,116.0,128.0,147.0,116.0,100.0,95.0,87.0,94.0,92.0,816.0,Hombre,0.0,27.586206896551722,39.84375,38.775510204081634,47.41379310344828,41.0,38.94736842105263,28.735632183908045,46.808510638297875,38.04347826086957,14.82843137254902,27.697441601779754
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113314,Centro de Salud Familiar Cóndores de Chile,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,53,0,0,0,0,0,0,0,1,0,1,51,1504.0,17.0,104.0,114.0,100.0,89.0,62.0,67.0,91.0,73.0,98.0,689.0,Hombre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098901098901099,0.0,1.0204081632653061,7.402031930333817,3.5239361702127656
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113314,Centro de Salud Familiar Cóndores de Chile,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,178,0,1,2,0,0,1,0,2,1,4,167,1504.0,17.0,104.0,114.0,100.0,89.0,62.0,67.0,91.0,73.0,98.0,689.0,Hombre,0.0,0.9615384615384616,1.7543859649122806,0.0,0.0,1.6129032258064515,0.0,2.197802197802198,1.36986301369863,4.081632653061225,24.238026124818575,11.835106382978724
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113314,Centro de Salud Familiar Cóndores de Chile,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,435,0,6,13,13,16,18,18,25,33,33,260,1504.0,17.0,104.0,114.0,100.0,89.0,62.0,67.0,91.0,73.0,98.0,689.0,Hombre,0.0,5.769230769230769,11.403508771929824,13.0,17.97752808988764,29.03225806451613,26.865671641791046,27.472527472527474,45.20547945205479,33.6734693877551,37.735849056603776,28.92287234042553
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113314,Centro de Salud Familiar Cóndores de Chile,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,387,2,30,42,32,43,26,27,30,27,35,93,1504.0,17.0,104.0,114.0,100.0,89.0,62.0,67.0,91.0,73.0,98.0,689.0,Hombre,11.76470588235294,28.846153846153843,36.84210526315789,32.0,48.31460674157304,41.935483870967744,40.298507462686565,32.967032967032964,36.986301369863014,35.714285714285715,13.497822931785198,25.731382978723406
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113317,Centro de Salud Familiar Santa Laura,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,70,0,1,1,1,1,1,1,3,3,3,55,1127.0,8.0,68.0,106.0,90.0,80.0,71.0,62.0,65.0,48.0,71.0,458.0,Hombre,0.0,1.4705882352941175,0.9433962264150944,1.1111111111111112,1.25,1.4084507042253522,1.6129032258064515,4.615384615384616,6.25,4.225352112676056,12.008733624454148,6.211180124223603
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113317,Centro de Salud Familiar Santa Laura,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,101,0,1,0,0,2,2,5,2,2,5,82,1127.0,8.0,68.0,106.0,90.0,80.0,71.0,62.0,65.0,48.0,71.0,458.0,Hombre,0.0,1.4705882352941175,0.0,0.0,2.5,2.8169014084507045,8.064516129032258,3.076923076923077,4.166666666666666,7.042253521126761,17.903930131004365,8.96184560780834
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113317,Centro de Salud Familiar Santa Laura,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,285,2,4,13,20,15,21,13,23,9,20,145,1127.0,8.0,68.0,106.0,90.0,80.0,71.0,62.0,65.0,48.0,71.0,458.0,Hombre,25.0,5.88235294117647,12.264150943396226,22.22222222222222,18.75,29.577464788732392,20.967741935483872,35.38461538461539,18.75,28.169014084507044,31.65938864628821,25.288376220053237
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113317,Centro de Salud Familiar Santa Laura,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,319,0,20,46,29,26,23,17,26,21,28,83,1127.0,8.0,68.0,106.0,90.0,80.0,71.0,62.0,65.0,48.0,71.0,458.0,Hombre,0.0,29.411764705882355,43.39622641509434,32.22222222222222,32.5,32.3943661971831,27.419354838709676,40.0,43.75,39.436619718309856,18.12227074235808,28.305235137533273
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113323,Centro de Salud Familiar Dr. Mario Salcedo,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,60,0,0,0,0,2,1,3,1,0,0,53,990.0,7.0,74.0,88.0,82.0,89.0,75.0,63.0,51.0,46.0,52.0,363.0,Hombre,0.0,0.0,0.0,0.0,2.247191011235955,1.3333333333333335,4.761904761904762,1.9607843137254901,0.0,0.0,14.600550964187327,6.0606060606060606
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113323,Centro de Salud Familiar Dr. Mario Salcedo,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,212,0,2,1,0,4,3,2,1,2,4,193,990.0,7.0,74.0,88.0,82.0,89.0,75.0,63.0,51.0,46.0,52.0,363.0,Hombre,0.0,2.7027027027027026,1.1363636363636365,0.0,4.49438202247191,4.0,3.1746031746031744,1.9607843137254901,4.3478260869565215,7.6923076923076925,53.168044077134994,21.41414141414141
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113323,Centro de Salud Familiar Dr. Mario Salcedo,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,302,0,6,11,10,18,11,20,13,11,19,183,990.0,7.0,74.0,88.0,82.0,89.0,75.0,63.0,51.0,46.0,52.0,363.0,Hombre,0.0,8.108108108108109,12.5,12.195121951219512,20.224719101123593,14.666666666666666,31.746031746031743,25.49019607843137,23.91304347826087,36.53846153846153,50.413223140495866,30.50505050505051
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113323,Centro de Salud Familiar Dr. Mario Salcedo,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,300,2,27,33,28,39,24,23,19,12,22,71,990.0,7.0,74.0,88.0,82.0,89.0,75.0,63.0,51.0,46.0,52.0,363.0,Hombre,28.57142857142857,36.486486486486484,37.5,34.146341463414636,43.82022471910113,32.0,36.507936507936506,37.254901960784316,26.08695652173913,42.30769230769231,19.55922865013774,30.303030303030305
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113324,Centro de Salud Familiar Dra. Haydeé López Casoou,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,88,10,4,1,1,0,1,0,2,2,3,64,1476.0,4.0,85.0,105.0,114.0,103.0,92.0,75.0,87.0,81.0,56.0,674.0,Hombre,250.0,4.705882352941177,0.9523809523809524,0.8771929824561403,0.0,1.0869565217391304,0.0,2.2988505747126435,2.4691358024691357,5.357142857142857,9.495548961424333,5.9620596205962055
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113324,Centro de Salud Familiar Dra. Haydeé López Casoou,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,109,10,5,1,1,2,1,2,1,4,1,81,1476.0,4.0,85.0,105.0,114.0,103.0,92.0,75.0,87.0,81.0,56.0,674.0,Hombre,250.0,5.88235294117647,0.9523809523809524,0.8771929824561403,1.9417475728155338,1.0869565217391304,2.666666666666667,1.1494252873563218,4.938271604938271,1.7857142857142856,12.01780415430267,7.384823848238482
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113324,Centro de Salud Familiar Dra. Haydeé López Casoou,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,406,1,15,12,16,20,19,24,22,23,17,237,1476.0,4.0,85.0,105.0,114.0,103.0,92.0,75.0,87.0,81.0,56.0,674.0,Hombre,25.0,17.647058823529413,11.428571428571429,14.035087719298245,19.41747572815534,20.652173913043477,32.0,25.287356321839084,28.39506172839506,30.357142857142854,35.16320474777448,27.506775067750677
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113324,Centro de Salud Familiar Dra. Haydeé López Casoou,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,393,1,22,39,35,34,35,30,34,28,24,111,1476.0,4.0,85.0,105.0,114.0,103.0,92.0,75.0,87.0,81.0,56.0,674.0,Hombre,25.0,25.882352941176475,37.142857142857146,30.701754385964914,33.00970873786408,38.04347826086957,40.0,39.08045977011494,34.5679012345679,42.857142857142854,16.468842729970326,26.6260162601626
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113329,Centro de Salud Familiar Canciller Orlando Letelier,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,61,0,0,2,0,1,3,3,1,2,0,49,1104.0,3.0,92.0,93.0,90.0,76.0,74.0,56.0,34.0,32.0,22.0,532.0,Hombre,0.0,0.0,2.1505376344086025,0.0,1.3157894736842104,4.054054054054054,5.357142857142857,2.941176470588235,6.25,0.0,9.210526315789473,5.52536231884058
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113329,Centro de Salud Familiar Canciller Orlando Letelier,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,175,0,0,2,1,4,5,1,3,5,4,150,1104.0,3.0,92.0,93.0,90.0,76.0,74.0,56.0,34.0,32.0,22.0,532.0,Hombre,0.0,0.0,2.1505376344086025,1.1111111111111112,5.263157894736842,6.756756756756757,1.7857142857142856,8.823529411764707,15.625,18.181818181818183,28.195488721804512,15.85144927536232
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113329,Centro de Salud Familiar Canciller Orlando Letelier,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,273,2,11,11,15,18,24,12,9,7,11,153,1104.0,3.0,92.0,93.0,90.0,76.0,74.0,56.0,34.0,32.0,22.0,532.0,Hombre,66.66666666666666,11.956521739130435,11.827956989247312,16.666666666666664,23.684210526315788,32.432432432432435,21.428571428571427,26.47058823529412,21.875,50.0,28.7593984962406,24.728260869565215
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113329,Centro de Salud Familiar Canciller Orlando Letelier,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,307,6,25,36,49,28,36,28,10,11,9,69,1104.0,3.0,92.0,93.0,90.0,76.0,74.0,56.0,34.0,32.0,22.0,532.0,Hombre,200.0,27.173913043478258,38.70967741935484,54.44444444444444,36.84210526315789,48.64864864864865,50.0,29.411764705882355,34.375,40.909090909090914,12.969924812030076,27.807971014492754
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113717,Centro Comunitario de Salud Familiar Santa Laura,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Colesterol elevado,88,0,4,3,6,3,4,5,6,4,6,47,281.0,1.0,15.0,15.0,19.0,15.0,24.0,19.0,11.0,15.0,23.0,124.0,Hombre,0.0,26.666666666666668,20.0,31.57894736842105,20.0,16.666666666666664,26.31578947368421,54.54545454545454,26.666666666666668,26.08695652173913,37.903225806451616,31.316725978647685
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113717,Centro Comunitario de Salud Familiar Santa Laura,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Glicemia alterada,72,0,1,0,0,0,0,4,0,2,0,65,281.0,1.0,15.0,15.0,19.0,15.0,24.0,19.0,11.0,15.0,23.0,124.0,Hombre,0.0,6.666666666666667,0.0,0.0,0.0,0.0,21.052631578947366,0.0,13.333333333333334,0.0,52.41935483870967,25.622775800711743
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113717,Centro Comunitario de Salud Familiar Santa Laura,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Presion arterial elevada,54,0,0,0,3,3,3,3,1,2,4,35,281.0,1.0,15.0,15.0,19.0,15.0,24.0,19.0,11.0,15.0,23.0,124.0,Hombre,0.0,0.0,0.0,15.789473684210526,20.0,12.5,15.789473684210526,9.090909090909092,13.333333333333334,17.391304347826086,28.225806451612907,19.217081850533805
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,113717,Centro Comunitario de Salud Familiar Santa Laura,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Tabaquismo,75,1,4,4,7,3,5,10,2,5,7,27,281.0,1.0,15.0,15.0,19.0,15.0,24.0,19.0,11.0,15.0,23.0,124.0,Hombre,100.0,26.666666666666668,26.666666666666668,36.84210526315789,20.0,20.833333333333336,52.63157894736842,18.181818181818183,33.33333333333333,30.434782608695656,21.774193548387096,26.690391459074732
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,200962,Centro Comunitario de Salud Familiar Los Sauces,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Colesterol elevado,25,0,0,0,0,0,0,0,0,0,0,25,326.0,3.0,13.0,20.0,22.0,19.0,16.0,8.0,9.0,19.0,12.0,185.0,Hombre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.513513513513514,7.668711656441718
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,200962,Centro Comunitario de Salud Familiar Los Sauces,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Glicemia alterada,139,0,1,4,1,1,12,1,1,6,0,112,326.0,3.0,13.0,20.0,22.0,19.0,16.0,8.0,9.0,19.0,12.0,185.0,Hombre,0.0,7.6923076923076925,20.0,4.545454545454546,5.263157894736842,75.0,12.5,11.11111111111111,31.57894736842105,0.0,60.54054054054055,42.63803680981595
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,200962,Centro Comunitario de Salud Familiar Los Sauces,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Presion arterial elevada,96,2,0,2,4,3,4,5,4,4,7,61,326.0,3.0,13.0,20.0,22.0,19.0,16.0,8.0,9.0,19.0,12.0,185.0,Hombre,66.66666666666666,0.0,10.0,18.181818181818183,15.789473684210526,25.0,62.5,44.44444444444444,21.052631578947366,58.333333333333336,32.972972972972975,29.447852760736197
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,200962,Centro Comunitario de Salud Familiar Los Sauces,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Tabaquismo,73,1,5,4,12,3,5,3,4,5,3,28,326.0,3.0,13.0,20.0,22.0,19.0,16.0,8.0,9.0,19.0,12.0,185.0,Hombre,33.33333333333333,38.46153846153847,20.0,54.54545454545454,15.789473684210526,31.25,37.5,44.44444444444444,26.31578947368421,25.0,15.135135135135137,22.392638036809817
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,113311,Centro de Salud Familiar Santa Anselma,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,223,0,0,6,11,11,16,9,11,11,15,133,1818.0,0.0,99.0,136.0,132.0,121.0,121.0,80.0,89.0,61.0,69.0,910.0,Hombre,,0.0,4.411764705882353,8.333333333333332,9.090909090909092,13.223140495867769,11.25,12.359550561797752,18.0327868852459,21.73913043478261,14.615384615384617,12.266226622662266
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,113311,Centro de Salud Familiar Santa Anselma,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,897,0,16,25,22,34,35,27,16,22,21,679,1818.0,0.0,99.0,136.0,132.0,121.0,121.0,80.0,89.0,61.0,69.0,910.0,Hombre,,16.161616161616163,18.38235294117647,16.666666666666664,28.09917355371901,28.92561983471074,33.75,17.97752808988764,36.0655737704918,30.434782608695656,74.61538461538461,49.339933993399335
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,113311,Centro de Salud Familiar Santa Anselma,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,596,0,7,14,14,23,37,20,31,22,24,404,1818.0,0.0,99.0,136.0,132.0,121.0,121.0,80.0,89.0,61.0,69.0,910.0,Hombre,,7.07070707070707,10.294117647058822,10.606060606060606,19.00826446280992,30.57851239669421,25.0,34.831460674157306,36.0655737704918,34.78260869565217,44.395604395604394,32.78327832783278
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,113311,Centro de Salud Familiar Santa Anselma,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,394,0,36,56,33,35,40,26,30,19,19,100,1818.0,0.0,99.0,136.0,132.0,121.0,121.0,80.0,89.0,61.0,69.0,910.0,Hombre,,36.36363636363637,41.17647058823529,25.0,28.92561983471074,33.057851239669425,32.5,33.70786516853933,31.147540983606557,27.536231884057973,10.989010989010989,21.67216721672167
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,113326,Centro de Salud Familiar Eduardo Frei Montalva,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,95,0,3,7,8,11,6,11,7,7,7,28,1510.0,0.0,83.0,118.0,119.0,99.0,83.0,76.0,67.0,53.0,49.0,763.0,Hombre,,3.614457831325301,5.932203389830509,6.722689075630252,11.11111111111111,7.228915662650602,14.473684210526317,10.44776119402985,13.20754716981132,14.285714285714285,3.669724770642202,6.291390728476822
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,113326,Centro de Salud Familiar Eduardo Frei Montalva,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,357,0,25,32,49,32,27,40,31,28,23,70,1510.0,0.0,83.0,118.0,119.0,99.0,83.0,76.0,67.0,53.0,49.0,763.0,Hombre,,30.120481927710845,27.11864406779661,41.17647058823529,32.323232323232325,32.53012048192771,52.63157894736842,46.26865671641791,52.83018867924528,46.93877551020408,9.174311926605505,23.642384105960264
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,113326,Centro de Salud Familiar Eduardo Frei Montalva,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,298,0,1,7,3,9,7,7,8,8,14,234,1510.0,0.0,83.0,118.0,119.0,99.0,83.0,76.0,67.0,53.0,49.0,763.0,Hombre,,1.2048192771084338,5.932203389830509,2.5210084033613445,9.090909090909092,8.433734939759036,9.210526315789473,11.940298507462686,15.09433962264151,28.57142857142857,30.668414154652684,19.735099337748345
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,113326,Centro de Salud Familiar Eduardo Frei Montalva,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,302,0,24,36,41,18,19,23,17,12,9,103,1510.0,0.0,83.0,118.0,119.0,99.0,83.0,76.0,67.0,53.0,49.0,763.0,Hombre,,28.915662650602407,30.508474576271187,34.45378151260504,18.181818181818183,22.89156626506024,30.263157894736842,25.37313432835821,22.641509433962266,18.367346938775512,13.499344692005241,20.0
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,200360,Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Colesterol elevado,18,0,0,1,0,0,0,0,0,0,0,17,308.0,0.0,17.0,17.0,28.0,21.0,26.0,14.0,10.0,28.0,17.0,130.0,Hombre,,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.076923076923078,5.844155844155844
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,200360,Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Glicemia alterada,112,0,6,7,9,7,10,5,5,11,5,47,308.0,0.0,17.0,17.0,28.0,21.0,26.0,14.0,10.0,28.0,17.0,130.0,Hombre,,35.294117647058826,41.17647058823529,32.142857142857146,33.33333333333333,38.46153846153847,35.714285714285715,50.0,39.285714285714285,29.411764705882355,36.15384615384615,36.36363636363637
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,200360,Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Presion arterial elevada,62,0,2,0,1,3,4,2,0,4,2,44,308.0,0.0,17.0,17.0,28.0,21.0,26.0,14.0,10.0,28.0,17.0,130.0,Hombre,,11.76470588235294,0.0,3.571428571428571,14.285714285714285,15.384615384615385,14.285714285714285,0.0,14.285714285714285,11.76470588235294,33.84615384615385,20.12987012987013
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,200360,Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Tabaquismo,41,0,6,3,3,0,4,2,4,2,5,12,308.0,0.0,17.0,17.0,28.0,21.0,26.0,14.0,10.0,28.0,17.0,130.0,Hombre,,35.294117647058826,17.647058823529413,10.714285714285714,0.0,15.384615384615385,14.285714285714285,40.0,7.142857142857142,29.411764705882355,9.230769230769232,13.311688311688311
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,113308,Centro de Salud Familiar Clara Estrella,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,31,0,1,0,3,1,0,0,3,2,3,18,1053.0,1.0,84.0,92.0,111.0,97.0,64.0,65.0,57.0,60.0,74.0,348.0,Hombre,0.0,1.1904761904761905,0.0,2.7027027027027026,1.0309278350515463,0.0,0.0,5.263157894736842,3.3333333333333335,4.054054054054054,5.172413793103448,2.9439696106362776
2023,establecimiento,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,113308,Centro de Salud Familiar Clara Estrella,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,116,0,3,3,4,1,4,6,3,3,6,83,1053.0,1.0,84.0,92.0,111.0,97.0,64.0,65.0,57.0,60.0,74.0,348.0,Hombre,0.0,3.571428571428571,3.260869565217391,3.6036036036036037,1.0309278350515463,6.25,9.230769230769232,5.263157894736842,5.0,8.108108108108109,23.850574712643677,11.016144349477683
