Ano,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,nivel_geografico,sexo,20_64_numerador,20_64_poblacion_inscrita_validada,gestantes_20_54,20_64_denominador,20_64_cobertura_pct
2023,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,comuna,Hombre,1470,38235.0,0.0,38235.0,3.844644958807376
2023,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,comuna,Mujer,4935,40872.0,583.0,40289.0,12.249000968006156
2023,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,comuna,Hombre,3057,36678.0,0.0,36678.0,8.334696548339604
2023,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,comuna,Mujer,7729,43582.0,426.0,43156.0,17.909444804893873
2023,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,comuna,Hombre,5243,59842.0,0.0,59842.0,8.761405033254237
2023,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,comuna,Mujer,11220,69705.0,760.0,68945.0,16.273841467836682
2023,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,comuna,Hombre,1457,25967.0,0.0,25967.0,5.610967766780915
2023,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,comuna,Mujer,4275,31425.0,636.0,30789.0,13.884828997369189
2023,10,Servicio de Salud Metropolitano Occidente,13128,Renca,comuna,Hombre,2556,37621.0,0.0,37621.0,6.794077775710375
2023,10,Servicio de Salud Metropolitano Occidente,13128,Renca,comuna,Mujer,7032,43929.0,691.0,43238.0,16.26347194597345
2023,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,comuna,Hombre,1971,32961.0,0.0,32961.0,5.979794302357331
2023,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,comuna,Mujer,4498,37007.0,602.0,36405.0,12.355445680538388
2023,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,comuna,Hombre,288,2382.0,0.0,2382.0,12.090680100755668
2023,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,comuna,Mujer,402,2237.0,40.0,2197.0,18.29767865270824
2023,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,comuna,Hombre,89,256.0,0.0,256.0,34.765625
2023,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,comuna,Mujer,297,572.0,132.0,440.0,67.5
2023,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,comuna,Hombre,321,4424.0,0.0,4424.0,7.255877034358046
2023,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,comuna,Mujer,590,4753.0,58.0,4695.0,12.566560170394037
2023,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,comuna,Hombre,413,3751.0,0.0,3751.0,11.010397227406026
2023,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,comuna,Mujer,255,3851.0,42.0,3809.0,6.694670517196115
2023,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,comuna,Hombre,1116,16273.0,0.0,16273.0,6.857985620352731
2023,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,comuna,Mujer,2483,18596.0,324.0,18272.0,13.589098073555167
2023,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,comuna,Hombre,704,9941.0,0.0,9941.0,7.081782516849411
2023,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,comuna,Mujer,1277,10237.0,161.0,10076.0,12.673680031758636
2023,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,comuna,Hombre,603,10136.0,0.0,10136.0,5.949092344119968
2023,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,comuna,Mujer,1202,10432.0,141.0,10291.0,11.680108832960839
2023,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,comuna,Hombre,948,13915.0,0.0,13915.0,6.812791951131872
2023,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,comuna,Mujer,2695,17203.0,243.0,16960.0,15.890330188679243
2023,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,comuna,Hombre,1586,22471.0,0.0,22471.0,7.057985848426861
2023,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,comuna,Mujer,3417,25535.0,314.0,25221.0,13.548233614844774
2023,11,Servicio de Salud Metropolitano Central,13101,Santiago,comuna,Hombre,4740,58314.0,0.0,58314.0,8.128408272456014
2023,11,Servicio de Salud Metropolitano Central,13101,Santiago,comuna,Mujer,9900,87878.0,1335.0,86543.0,11.439400067018706
2023,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,comuna,Hombre,621,11031.0,0.0,11031.0,5.629589339135165
2023,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,comuna,Mujer,1983,15204.0,225.0,14979.0,13.238533947526538
2023,11,Servicio de Salud Metropolitano Central,13106,Estación Central,comuna,Hombre,1421,21945.0,0.0,21945.0,6.475279106858054
2023,11,Servicio de Salud Metropolitano Central,13106,Estación Central,comuna,Mujer,3987,32438.0,612.0,31826.0,12.527493244517062
2023,11,Servicio de Salud Metropolitano Central,13119,Maipú,comuna,Hombre,5978,67344.0,0.0,67344.0,8.876811594202898
2023,11,Servicio de Salud Metropolitano Central,13119,Maipú,comuna,Mujer,15300,98637.0,1192.0,97445.0,15.701164759607982
2023,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,comuna,Hombre,657,9914.0,0.0,9914.0,6.626992132338108
2023,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,comuna,Mujer,1683,14115.0,91.0,14024.0,12.000855675984027
2023,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,comuna,Hombre,1290,16020.0,0.0,16020.0,8.05243445692884
2023,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,comuna,Mujer,3630,28624.0,139.0,28485.0,12.743549236440233
2023,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,comuna,Hombre,473,10265.0,0.0,10265.0,4.60789089137847
2023,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,comuna,Mujer,1715,17917.0,119.0,17798.0,9.63591414765704
2023,12,Servicio de Salud Metropolitano Oriente,13118,Macul,comuna,Hombre,3271,34758.0,0.0,34758.0,9.410783129063812
2023,12,Servicio de Salud Metropolitano Oriente,13118,Macul,comuna,Mujer,6625,39888.0,310.0,39578.0,16.73909747839709
2023,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,comuna,Hombre,1632,18100.0,0.0,18100.0,9.01657458563536
2023,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,comuna,Mujer,4667,26190.0,246.0,25944.0,17.988744989207525
2023,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,comuna,Hombre,4444,61703.0,0.0,61703.0,7.20224300277134
2023,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,comuna,Mujer,11066,69505.0,923.0,68582.0,16.13542912134379
2023,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,comuna,Hombre,1645,14909.0,0.0,14909.0,11.033603863438191
2023,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,comuna,Mujer,3426,24083.0,156.0,23927.0,14.3185522631337
2023,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,comuna,Hombre,350,2668.0,0.0,2668.0,13.118440779610193
2023,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,comuna,Mujer,1506,8445.0,24.0,8421.0,17.88386177413609
2023,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,comuna,Hombre,4339,52792.0,0.0,52792.0,8.219048340657675
2023,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,comuna,Mujer,11828,57325.0,658.0,56667.0,20.87281839518591
2023,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,comuna,Hombre,1698,17396.0,0.0,17396.0,9.760864566567026
2023,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,comuna,Mujer,4289,22895.0,288.0,22607.0,18.971999823063655
2023,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,comuna,Hombre,1579,28897.0,0.0,28897.0,5.464235041699831
2023,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,comuna,Mujer,4116,31493.0,369.0,31124.0,13.22452126975967
2023,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,comuna,Hombre,3133,32978.0,0.0,32978.0,9.500272909212203
2023,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,comuna,Mujer,8119,36036.0,348.0,35688.0,22.749943958753644
2023,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,comuna,Hombre,2248,27131.0,0.0,27131.0,8.285724816630422
2023,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,comuna,Mujer,5402,29829.0,278.0,29551.0,18.28026124327434
2023,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,comuna,Hombre,2221,22426.0,0.0,22426.0,9.903683224828324
2023,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,comuna,Mujer,6014,31057.0,368.0,30689.0,19.59659812962299
2023,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,comuna,Hombre,5073,67989.0,0.0,67989.0,7.461501125182014
2023,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,comuna,Mujer,14034,80936.0,1177.0,79759.0,17.59550646322045
2023,13,Servicio de Salud Metropolitano Sur,13402,Buin,comuna,Hombre,2304,26853.0,0.0,26853.0,8.580046922131606
2023,13,Servicio de Salud Metropolitano Sur,13402,Buin,comuna,Mujer,5733,30217.0,413.0,29804.0,19.23567306401825
2023,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,comuna,Hombre,537,5437.0,0.0,5437.0,9.876770277726688
2023,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,comuna,Mujer,1233,6073.0,59.0,6014.0,20.502161622879946
2023,13,Servicio de Salud Metropolitano Sur,13404,Paine,comuna,Hombre,2046,20657.0,0.0,20657.0,9.904632812121799
2023,13,Servicio de Salud Metropolitano Sur,13404,Paine,comuna,Mujer,4302,21620.0,322.0,21298.0,20.199079725795848
2023,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,comuna,Hombre,3105,90311.0,0.0,90311.0,3.4381193874500338
2023,14,Servicio de Salud Metropolitano Sur Oriente,13110,La Florida,comuna,Mujer,13089,109469.0,1613.0,107856.0,12.135625278148643
2023,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,comuna,Hombre,1939,46697.0,0.0,46697.0,4.152301004347175
2023,14,Servicio de Salud Metropolitano Sur Oriente,13111,La Granja,comuna,Mujer,5902,46873.0,533.0,46340.0,12.736296935692707
2023,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,comuna,Hombre,2249,47172.0,0.0,47172.0,4.767658780632578
2023,14,Servicio de Salud Metropolitano Sur Oriente,13112,La Pintana,comuna,Mujer,6666,50391.0,804.0,49587.0,13.443039506322222
2023,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,comuna,Hombre,1651,23260.0,0.0,23260.0,7.098022355975925
2023,14,Servicio de Salud Metropolitano Sur Oriente,13131,San Ramón,comuna,Mujer,4745,24772.0,378.0,24394.0,19.45150446831188
2023,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,comuna,Hombre,5009,112161.0,0.0,112161.0,4.465901694885031
2023,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,comuna,Mujer,13565,138103.0,1987.0,136116.0,9.965764494989568
2023,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,comuna,Hombre,483,6932.0,0.0,6932.0,6.967686093479515
2023,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,comuna,Mujer,843,7377.0,83.0,7294.0,11.557444474910886
2023,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,comuna,Hombre,22,693.0,0.0,693.0,3.1746031746031744
2023,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,comuna,Mujer,116,934.0,49.0,885.0,13.107344632768362
2023,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,comuna,Hombre,2401,31783.0,0.0,31783.0,7.5543529559827585
2023,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,comuna,Mujer,5433,37919.0,0.0,37919.0,14.327909491284052
2023,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,comuna,Hombre,2034,20851.0,0.0,20851.0,9.754927821207616
2023,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,comuna,Mujer,5109,23591.0,0.0,23591.0,21.656563943876904
2023,9,Servicio de Salud Metropolitano Norte,13108,Independencia,comuna,Hombre,875,18610.0,0.0,18610.0,4.701773240193444
2023,9,Servicio de Salud Metropolitano Norte,13108,Independencia,comuna,Mujer,2353,30917.0,0.0,30917.0,7.61069961509849
2023,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,comuna,Hombre,2510,42343.0,0.0,42343.0,5.927780270646861
2023,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,comuna,Mujer,8281,54810.0,0.0,54810.0,15.108556832694763
2023,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,comuna,Hombre,2185,33574.0,0.0,33574.0,6.508012152260678
2023,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,comuna,Mujer,6085,42365.0,0.0,42365.0,14.363271568511744
2023,9,Servicio de Salud Metropolitano Norte,13301,Colina,comuna,Hombre,3340,35101.0,0.0,35101.0,9.515398421697387
2023,9,Servicio de Salud Metropolitano Norte,13301,Colina,comuna,Mujer,7845,33999.0,0.0,33999.0,23.074208064943086
2023,9,Servicio de Salud Metropolitano Norte,13302,Lampa,comuna,Hombre,1529,20560.0,0.0,20560.0,7.436770428015564
