Ano,IdEstablecimiento,IdComuna_den,comuna_denominador,establecimiento_denominador,servicio_salud_denominador,dependencia_denominador,15_19_Hombre,15_19_Mujer,20_24_Hombre,20_24_Mujer,20_54_Hombre,20_54_Mujer,20_64_Hombre,20_64_Mujer,25_29_Hombre,25_29_Mujer,30_34_Hombre,30_34_Mujer,35_39_Hombre,35_39_Mujer,40_44_Hombre,40_44_Mujer,45_49_Hombre,45_49_Mujer,50_54_Hombre,50_54_Mujer,55_59_Hombre,55_59_Mujer,60_64_Hombre,60_64_Mujer,65_mas_Hombre,65_mas_Mujer,total_15_mas_Hombre,total_15_mas_Mujer,EstablecimientoCodigoAntiguo,EstablecimientoCodigo_master,codigo_madre_master,RegionCodigo,IdServicio_master,servicio_salud_master,tipo_establecimiento_master,establecimiento_master,dependencia_master,nivel_atencion_master,IdComuna_master,comuna_master,estado_funcionamiento_master,es_aps,sin_match_master
2023,111309,13119,Maipú,Centro de Salud Familiar Dra. Ana María Juricic,Servicio de Salud Metropolitano Central,<NA>,1172.0,1098.0,1213.0,1192.0,5648.0,7277.0,7112.0,9383.0,1015.0,1172.0,859.0,1163.0,739.0,1039.0,651.0,948.0,569.0,831.0,602.0,932.0,754.0,1141.0,710.0,965.0,1103.0,1617.0,9387.0,12098.0,11-309,111309,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Ana María Juricic,Servicio de Salud,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,111310,13106,Estación Central,Centro de Salud Familiar Las Mercedes,Servicio de Salud Metropolitano Central,<NA>,980.0,1126.0,872.0,1866.0,8319.0,15210.0,9660.0,17562.0,1495.0,3307.0,1872.0,3509.0,1483.0,2482.0,1099.0,1646.0,778.0,1246.0,720.0,1154.0,687.0,1196.0,654.0,1156.0,1505.0,2774.0,12145.0,21462.0,11-310,111310,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Las Mercedes,Servicio de Salud,Primario,13106,Estación Central,Vigente en Operación Habitual,True,False
2023,111351,13119,Maipú,Centro de Referencia de Salud de Maipú,Servicio de Salud Metropolitano Central,<NA>,2.0,5.0,8.0,10.0,65.0,65.0,73.0,73.0,12.0,14.0,14.0,6.0,9.0,11.0,10.0,10.0,7.0,10.0,5.0,4.0,2.0,3.0,6.0,5.0,6.0,7.0,81.0,85.0,11-351,111351,,13,11,Servicio de Salud Metropolitano Central,Centro de Referencia de Salud (CRS),Centro de Referencia de Salud de Maipú,Servicio de Salud,Secundario,13119,Maipú,Vigente en Operación Habitual,False,False
2023,111370,13101,Santiago,Consultorio Padre Orellana,Servicio de Salud Metropolitano Central,<NA>,1007.0,943.0,738.0,1083.0,6917.0,11492.0,8503.0,14111.0,962.0,1922.0,1314.0,2418.0,1268.0,2086.0,1036.0,1610.0,841.0,1259.0,758.0,1114.0,753.0,1196.0,833.0,1423.0,2230.0,4168.0,11740.0,19222.0,11-370,111370,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Orellana,Municipal,Primario,13101,Santiago,Vigente en Operación Habitual,True,False
2023,111372,13101,Santiago,Centro de Salud Familiar Arauco,Servicio de Salud Metropolitano Central,<NA>,559.0,576.0,538.0,687.0,4022.0,5494.0,5051.0,6833.0,612.0,918.0,728.0,1038.0,616.0,836.0,565.0,759.0,538.0,670.0,425.0,586.0,506.0,682.0,523.0,657.0,1266.0,1874.0,6876.0,9283.0,11-372,111372,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Arauco,Municipal,Primario,13101,Santiago,Vigente en Operación Habitual,True,False
2023,111376,13101,Santiago,Consultorio Dr. Benjamín Viel,Servicio de Salud Metropolitano Central,<NA>,566.0,613.0,540.0,850.0,4640.0,7800.0,5832.0,9579.0,741.0,1351.0,856.0,1551.0,765.0,1323.0,619.0,1059.0,596.0,829.0,523.0,837.0,592.0,894.0,600.0,885.0,1658.0,2737.0,8056.0,12929.0,11-376,111376,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Matta Sur,Municipal,Primario,13101,Santiago,Vigente en Operación Habitual,True,False
2023,111378,13119,Maipú,Centro de Salud Familiar Dr. Iván Insunza,Servicio de Salud Metropolitano Central,<NA>,1034.0,989.0,1189.0,1227.0,5967.0,8057.0,7747.0,10533.0,1108.0,1277.0,861.0,1267.0,690.0,981.0,555.0,915.0,695.0,1110.0,869.0,1280.0,935.0,1344.0,845.0,1132.0,1641.0,2620.0,10422.0,14142.0,11-378,111378,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Iván Insunza,Municipal,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,111379,13119,Maipú,Centro de Salud Familiar Clotario Blest,Servicio de Salud Metropolitano Central,<NA>,1127.0,1114.0,1233.0,1402.0,6574.0,9916.0,8688.0,13347.0,1257.0,1682.0,1048.0,1750.0,801.0,1398.0,710.0,1215.0,756.0,1153.0,769.0,1316.0,964.0,1618.0,1150.0,1813.0,2860.0,4594.0,12675.0,19055.0,11-379,111379,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Clotario Blest,Municipal,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,111380,13119,Maipú,Centro de Salud Familiar Dr. Carlos Godoy,Servicio de Salud Metropolitano Central,<NA>,1388.0,1359.0,1485.0,1664.0,7163.0,10756.0,9541.0,13933.0,1360.0,1807.0,1101.0,1801.0,776.0,1371.0,711.0,1346.0,776.0,1287.0,954.0,1480.0,1248.0,1741.0,1130.0,1436.0,1611.0,2402.0,12540.0,17694.0,11-380,111380,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Godoy,Municipal,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,111381,13101,Santiago,Centro de Salud Familiar Ignacio Domeyko,Servicio de Salud Metropolitano Central,<NA>,2042.0,2120.0,2152.0,2477.0,15695.0,23933.0,18836.0,28388.0,2311.0,3643.0,2520.0,4516.0,2415.0,4062.0,2333.0,3629.0,2111.0,3055.0,1853.0,2551.0,1713.0,2328.0,1428.0,2127.0,3427.0,5929.0,24305.0,36437.0,11-381,111381,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Ignacio Domeyko,Municipal,Primario,13101,Santiago,Vigente en Operación Habitual,True,False
2023,111382,13119,Maipú,Centro de Salud Familiar Presidenta Michelle Bachelet,Servicio de Salud Metropolitano Central,<NA>,1195.0,1054.0,1160.0,1406.0,6116.0,10444.0,8539.0,14229.0,1126.0,1879.0,996.0,1927.0,749.0,1515.0,655.0,1244.0,701.0,1174.0,729.0,1299.0,1120.0,1816.0,1303.0,1969.0,3257.0,4942.0,12991.0,20225.0,11-382,111382,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Presidenta Michelle Bachelet,Municipal,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,111383,13119,Maipú,Centro de Salud Familiar Dr. Luis Ferrada,Servicio de Salud Metropolitano Central,<NA>,711.0,672.0,949.0,988.0,4516.0,6497.0,6316.0,9114.0,985.0,1265.0,731.0,1164.0,440.0,784.0,399.0,627.0,401.0,659.0,611.0,1010.0,959.0,1417.0,841.0,1200.0,1428.0,2281.0,8455.0,12067.0,11-383,111383,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Luis Ferrada,Municipal,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,111400,13119,Maipú,Posta de Salud Rural Rinconada de Maipú,Servicio de Salud Metropolitano Central,<NA>,1.0,0.0,0.0,1.0,6.0,13.0,7.0,14.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,8.0,17.0,11-400,111400,,13,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Rinconada de Maipú,Servicio de Salud,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,111704,13119,Maipú,Centro Comunitario de Salud Familiar Futramapu,Servicio de Salud Metropolitano Central,<NA>,1.0,3.0,6.0,6.0,46.0,53.0,47.0,61.0,7.0,10.0,10.0,16.0,3.0,9.0,10.0,5.0,4.0,4.0,6.0,3.0,0.0,4.0,1.0,4.0,4.0,2.0,52.0,66.0,11-704,111704,111304,13,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Futramapu,Servicio de Salud,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,111780,13119,Maipú,Centro Comunitario de Salud Familiar Europa,Servicio de Salud Metropolitano Central,<NA>,0.0,1.0,1.0,1.0,3.0,9.0,3.0,9.0,1.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,11-780,111780,111304,13,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Europa,Servicio de Salud,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,111781,13106,Estación Central,Centro Comunitario de Salud Familiar Villa Francia,Servicio de Salud Metropolitano Central,<NA>,0.0,2.0,0.0,2.0,9.0,12.0,11.0,14.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,12.0,18.0,11-781,111781,111306,13,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Villa Francia,Servicio de Salud,Primario,13106,Estación Central,Vigente en Operación Habitual,True,False
2023,111782,13119,Maipú,Centro Comunitario de Salud Familiar El Abrazo,Servicio de Salud Metropolitano Central,<NA>,23.0,34.0,25.0,50.0,113.0,346.0,149.0,447.0,17.0,78.0,16.0,57.0,18.0,36.0,10.0,40.0,5.0,44.0,22.0,41.0,14.0,47.0,22.0,54.0,110.0,198.0,282.0,679.0,11-782,111782,111379,13,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar El Abrazo,Municipal,Primario,13119,Maipú,Cerrado,True,False
2023,111783,13119,Maipú,Centro Comunitario de Salud Familiar Lo Errázuriz,Servicio de Salud Metropolitano Central,<NA>,18.0,23.0,14.0,31.0,146.0,248.0,209.0,360.0,24.0,39.0,26.0,55.0,29.0,45.0,24.0,26.0,15.0,28.0,14.0,24.0,22.0,42.0,41.0,70.0,139.0,242.0,366.0,625.0,11-783,111783,111379,13,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Lo Errázuriz,Municipal,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,111784,13119,Maipú,Centro Comunitario de Salud Familiar Bueras,Servicio de Salud Metropolitano Central,<NA>,17.0,33.0,7.0,22.0,87.0,220.0,129.0,293.0,10.0,35.0,7.0,38.0,18.0,36.0,8.0,23.0,18.0,40.0,19.0,26.0,15.0,41.0,27.0,32.0,72.0,125.0,218.0,451.0,11-784,111784,111378,13,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Bueras,Municipal,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,112300,13122,Peñalolén,Centro de Referencia de Salud Cordillera Oriente,Servicio de Salud Metropolitano Oriente,<NA>,0.0,2.0,1.0,0.0,6.0,2.0,7.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,12-300,112300,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Referencia de Salud (CRS),Centro de Referencia de Salud Cordillera Oriente,Servicio de Salud,Secundario,13122,Peñalolén,Vigente en Operación Habitual,False,False
2023,112301,13123,Providencia,Centro de Salud Familiar Dr. Hernán Alessandri,Servicio de Salud Metropolitano Oriente,<NA>,529.0,491.0,658.0,800.0,5517.0,7774.0,6978.0,10145.0,785.0,1044.0,870.0,1263.0,829.0,1222.0,833.0,1221.0,798.0,1192.0,744.0,1032.0,710.0,1193.0,751.0,1178.0,2311.0,4460.0,9818.0,15096.0,12-301,112301,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Hernán Alessandri,Municipal,Primario,13123,Providencia,Vigente en Operación Habitual,True,False
2023,112302,13123,Providencia,Centro de Salud Integral Dr. Alfonso Leng,Servicio de Salud Metropolitano Oriente,<NA>,318.0,343.0,432.0,561.0,2793.0,4827.0,3507.0,6176.0,465.0,729.0,524.0,851.0,393.0,727.0,340.0,664.0,343.0,627.0,296.0,668.0,346.0,664.0,368.0,685.0,1072.0,2226.0,4897.0,8745.0,12-302,112302,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alfonso Leng,Municipal,Primario,13123,Providencia,Vigente en Operación Habitual,True,False
2023,112303,13123,Providencia,Centro de Salud Familiar Aguilucho,Servicio de Salud Metropolitano Oriente,<NA>,340.0,317.0,379.0,510.0,3289.0,5555.0,4356.0,7687.0,435.0,662.0,538.0,855.0,480.0,906.0,515.0,916.0,481.0,816.0,461.0,890.0,530.0,1008.0,537.0,1124.0,2265.0,5025.0,6961.0,13029.0,12-303,112303,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Aguilucho,Municipal,Primario,13123,Providencia,Vigente en Operación Habitual,True,False
2023,112304,13114,Las Condes,Centro de Salud Familiar Apoquindo,Servicio de Salud Metropolitano Oriente,<NA>,440.0,487.0,537.0,635.0,3747.0,7505.0,5041.0,11107.0,617.0,788.0,585.0,962.0,497.0,1034.0,459.0,1163.0,500.0,1343.0,552.0,1580.0,625.0,1769.0,669.0,1833.0,3034.0,6995.0,8515.0,18589.0,12-304,112304,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Apoquindo,Municipal,Primario,13114,Las Condes,Vigente en Operación Habitual,True,False
2023,112306,13114,Las Condes,Centro de Salud Familiar Aníbal Ariztía,Servicio de Salud Metropolitano Oriente,<NA>,1146.0,1114.0,1249.0,1385.0,8352.0,12706.0,10979.0,17517.0,1326.0,1589.0,1377.0,1870.0,1136.0,1793.0,1024.0,1798.0,1009.0,2010.0,1231.0,2261.0,1331.0,2516.0,1296.0,2295.0,3815.0,7720.0,15940.0,26351.0,12-306,112306,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Aníbal Ariztía,Municipal,Primario,13114,Las Condes,Vigente en Operación Habitual,True,False
2023,112307,13115,Lo Barnechea,Centro de Salud Familiar Lo Barnechea,Servicio de Salud Metropolitano Oriente,<NA>,1141.0,1155.0,1208.0,1223.0,7706.0,12777.0,9895.0,17186.0,1273.0,1609.0,1271.0,1732.0,1030.0,1739.0,955.0,1978.0,921.0,2125.0,1048.0,2371.0,1172.0,2414.0,1017.0,1995.0,1909.0,3571.0,12945.0,21912.0,12-307,112307,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lo Barnechea,Municipal,Primario,13115,Lo Barnechea,Vigente en Operación Habitual,True,False
2023,112309,13132,Vitacura,Centro de Salud Familiar Vitacura,Servicio de Salud Metropolitano Oriente,<NA>,327.0,299.0,256.0,339.0,1902.0,5566.0,2668.0,8445.0,299.0,436.0,285.0,563.0,244.0,699.0,232.0,911.0,272.0,1200.0,314.0,1418.0,378.0,1520.0,388.0,1359.0,1359.0,3743.0,4354.0,12487.0,12-309,112309,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vitacura,Municipal,Primario,13132,Vitacura,Vigente en Operación Habitual,True,False
2023,112310,13120,Ñuñoa,Centro de Salud Familiar Rosita Renard,Servicio de Salud Metropolitano Oriente,<NA>,739.0,806.0,856.0,999.0,6686.0,9488.0,8912.0,12519.0,1060.0,1405.0,1107.0,1663.0,971.0,1496.0,980.0,1488.0,853.0,1257.0,859.0,1180.0,1061.0,1386.0,1165.0,1645.0,3247.0,5901.0,12898.0,19226.0,12-310,112310,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Rosita Renard,Municipal,Primario,13120,Ñuñoa,Vigente en Operación Habitual,True,False
2023,112311,13120,Ñuñoa,Centro de Salud Familiar Salvador Bustos,Servicio de Salud Metropolitano Oriente,<NA>,937.0,911.0,1008.0,1178.0,6972.0,10076.0,9181.0,13665.0,1151.0,1366.0,1110.0,1557.0,945.0,1541.0,888.0,1425.0,967.0,1471.0,903.0,1538.0,1029.0,1735.0,1180.0,1854.0,3752.0,7788.0,13870.0,22364.0,12-311,112311,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Salvador Bustos,Municipal,Primario,13120,Ñuñoa,Vigente en Operación Habitual,True,False
2023,112312,13118,Macul,Centro de Salud Familiar Félix de Amesti,Servicio de Salud Metropolitano Oriente,<NA>,1182.0,1099.0,1419.0,1272.0,9587.0,11149.0,11810.0,14079.0,1598.0,1648.0,1498.0,1772.0,1302.0,1588.0,1260.0,1630.0,1305.0,1720.0,1205.0,1519.0,1144.0,1478.0,1079.0,1452.0,2946.0,4813.0,15938.0,19991.0,12-312,112312,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Félix de Amesti,Municipal,Primario,13118,Macul,Vigente en Operación Habitual,True,False
2023,112313,13118,Macul,Centro de Salud Familiar Santa Julia,Servicio de Salud Metropolitano Oriente,<NA>,1179.0,1131.0,1506.0,1415.0,10401.0,11128.0,13226.0,14239.0,1812.0,1822.0,1761.0,1835.0,1459.0,1579.0,1317.0,1455.0,1230.0,1506.0,1316.0,1516.0,1563.0,1684.0,1262.0,1427.0,2427.0,3957.0,16832.0,19327.0,12-313,112313,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Julia,Municipal,Primario,13118,Macul,Vigente en Operación Habitual,True,False
2023,112314,13122,Peñalolén,Centro de Salud Familiar La Faena,Servicio de Salud Metropolitano Oriente,<NA>,1109.0,1086.0,1250.0,1244.0,9262.0,9610.0,11643.0,12100.0,1529.0,1669.0,1496.0,1594.0,1280.0,1238.0,1161.0,1196.0,1154.0,1251.0,1392.0,1418.0,1416.0,1450.0,965.0,1040.0,2129.0,3067.0,14881.0,16253.0,12-314,112314,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Faena,Municipal,Primario,13122,Peñalolén,Vigente en Operación Habitual,True,False
2023,112315,13122,Peñalolén,Centro de Salud Familiar San Luis,Servicio de Salud Metropolitano Oriente,<NA>,872.0,793.0,1025.0,910.0,6475.0,6708.0,7723.0,8132.0,1056.0,1044.0,976.0,1034.0,886.0,952.0,895.0,984.0,809.0,888.0,828.0,896.0,702.0,784.0,546.0,640.0,1305.0,1784.0,9900.0,10709.0,12-315,112315,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Luis,Municipal,Primario,13122,Peñalolén,Vigente en Operación Habitual,True,False
2023,112316,13122,Peñalolén,Centro de Salud Familiar Carol Urzúa Ibáñez de Peñalolén,Servicio de Salud Metropolitano Oriente,<NA>,1398.0,1306.0,1509.0,1560.0,10695.0,11563.0,13204.0,14574.0,1724.0,1816.0,1743.0,1769.0,1372.0,1454.0,1404.0,1518.0,1445.0,1719.0,1498.0,1727.0,1422.0,1673.0,1087.0,1338.0,2588.0,4021.0,17190.0,19901.0,12-316,112316,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Carol Urzúa Ibáñez,Municipal,Primario,13122,Peñalolén,Vigente en Operación Habitual,True,False
2023,112317,13113,La Reina,Centro de Salud Familiar La Reina,Servicio de Salud Metropolitano Oriente,<NA>,160.0,185.0,231.0,281.0,1747.0,2681.0,2262.0,3539.0,284.0,421.0,285.0,417.0,257.0,368.0,249.0,373.0,233.0,403.0,208.0,418.0,250.0,426.0,265.0,432.0,742.0,1262.0,3164.0,4986.0,12-317,112317,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Ossandon,Municipal,Primario,13113,La Reina,Vigente en Operación Habitual,True,False
2023,112318,13122,Peñalolén,Centro de Salud Familiar Lo Hermida,Servicio de Salud Metropolitano Oriente,<NA>,932.0,905.0,1031.0,1142.0,6901.0,7627.0,8357.0,9469.0,1094.0,1211.0,1175.0,1321.0,936.0,1104.0,935.0,978.0,861.0,912.0,869.0,959.0,750.0,970.0,706.0,872.0,1429.0,2069.0,10718.0,12443.0,12-318,112318,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lo Hermida,Municipal,Primario,13122,Peñalolén,Vigente en Operación Habitual,True,False
2023,112319,13118,Macul,Centro de Salud Familiar Padre Alberto Hurtado,Servicio de Salud Metropolitano Oriente,<NA>,896.0,902.0,1162.0,1139.0,7880.0,9235.0,9714.0,11563.0,1388.0,1567.0,1369.0,1612.0,1087.0,1379.0,968.0,1239.0,927.0,1127.0,979.0,1172.0,953.0,1175.0,881.0,1153.0,2291.0,3740.0,12901.0,16205.0,12-319,112319,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Alberto Hurtado,Municipal,Primario,13118,Macul,Vigente en Operación Habitual,True,False
2023,112320,13113,La Reina,Centro de Salud Familiar Juan Pablo II,Servicio de Salud Metropolitano Oriente,<NA>,594.0,573.0,729.0,784.0,3868.0,4883.0,4849.0,6069.0,620.0,766.0,655.0,767.0,476.0,663.0,387.0,589.0,470.0,635.0,531.0,679.0,519.0,716.0,462.0,470.0,934.0,1516.0,6377.0,8158.0,12-320,112320,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II ( La Reina),Municipal,Primario,13113,La Reina,Vigente en Operación Habitual,True,False
2023,112321,13122,Peñalolén,Centro de Salud Familiar Cardenal Silva Henríquez,Servicio de Salud Metropolitano Oriente,<NA>,748.0,757.0,904.0,910.0,5618.0,6367.0,6844.0,7822.0,977.0,1155.0,958.0,1088.0,733.0,800.0,648.0,767.0,665.0,799.0,733.0,848.0,672.0,803.0,554.0,652.0,1214.0,1598.0,8806.0,10177.0,12-321,112321,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cardenal Silva Henríquez,Municipal,Primario,13122,Peñalolén,Vigente en Operación Habitual,True,False
2023,112322,13122,Peñalolén,Centro de Salud Familiar Padre Gerardo Whelan,Servicio de Salud Metropolitano Oriente,<NA>,753.0,769.0,821.0,852.0,5626.0,6380.0,6651.0,7542.0,902.0,1045.0,864.0,1075.0,716.0,839.0,724.0,832.0,829.0,932.0,770.0,805.0,581.0,645.0,444.0,517.0,1222.0,1737.0,8626.0,10048.0,12-322,112322,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Gerardo Whelan,Municipal,Primario,13122,Peñalolén,Vigente en Operación Habitual,True,False
2023,112323,13118,Macul,Centro Odontológico Macul,Servicio de Salud Metropolitano Oriente,<NA>,0.0,0.0,0.0,0.0,6.0,5.0,8.0,7.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,12-323,112323,,13,12,Servicio de Salud Metropolitano Oriente,Clínica Dental,Centro Odontológico Macul,Municipal,Primario,13118,Macul,Vigente en Operación Habitual,True,False
2023,112407,13115,Lo Barnechea,Posta de Farellones,Servicio de Salud Metropolitano Oriente,<NA>,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,12-407,112407,,13,12,Servicio de Salud Metropolitano Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural de Farellones,Municipal,Primario,13115,Lo Barnechea,Vigente en Operación Habitual,True,False
2023,112707,13115,Lo Barnechea,Centro Comunitario de Salud Familiar Lo Barnechea,Servicio de Salud Metropolitano Oriente,<NA>,24.0,36.0,25.0,33.0,313.0,559.0,368.0,726.0,51.0,71.0,86.0,80.0,51.0,80.0,47.0,93.0,33.0,104.0,20.0,98.0,30.0,109.0,25.0,58.0,52.0,111.0,444.0,873.0,12-707,112707,112307,13,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Cerro 18,Municipal,Primario,13115,Lo Barnechea,Vigente en Operación Habitual,True,False
2023,112716,13122,Peñalolén,Centro Comunitario de Salud Familiar General Carol Urzúa Ibáñez,Servicio de Salud Metropolitano Oriente,<NA>,9.0,6.0,4.0,7.0,44.0,66.0,51.0,85.0,11.0,20.0,5.0,8.0,8.0,9.0,8.0,7.0,5.0,9.0,3.0,6.0,4.0,15.0,3.0,4.0,10.0,17.0,70.0,108.0,12-716,112716,112316,13,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Esperanza Andina,Municipal,Primario,13122,Peñalolén,Vigente en Operación Habitual,True,False
2023,112717,13113,La Reina,Centro Comunitario de Salud Familiar Dragones de La Reina,Servicio de Salud Metropolitano Oriente,<NA>,283.0,279.0,378.0,326.0,2120.0,3171.0,2790.0,4485.0,349.0,393.0,334.0,444.0,229.0,416.0,262.0,448.0,273.0,518.0,295.0,626.0,353.0,646.0,317.0,668.0,1440.0,3018.0,4513.0,7782.0,12-717,112717,112317,13,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dragones de La Reina,Municipal,Primario,13113,La Reina,Vigente en Operación Habitual,True,False
2023,112799,13115,Lo Barnechea,Centro Comunitario de Salud Familiar Bicentenario,Servicio de Salud Metropolitano Oriente,<NA>,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12-799,112799,112307,13,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Bicentenario,Municipal,Primario,13115,Lo Barnechea,Vigente en Operación Habitual,True,False
