Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,categoria_estado_nutricional,15_24,25_34,35_44,45_54,55_64,65_mas,total_15_mas,15_24_numerador,25_34_numerador,35_44_numerador,45_54_numerador,55_64_numerador,65_mas_numerador,total_15_mas_numerador,15_24_distribucion_pct,25_34_distribucion_pct,35_44_distribucion_pct,45_54_distribucion_pct,55_64_distribucion_pct,65_mas_distribucion_pct,total_15_mas_distribucion_pct
2024,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Obesidad,1087,2530,2220,1636,1181,3923,12577,3152,5447,4666,3583,3196,16368,36412,34.486040609137056,46.44758582706076,47.57822546078011,45.66006140106057,36.95244055068836,23.967497556207235,34.54081072174009
2024,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,Sobrepeso,935,1726,1767,1383,1343,4573,11727,3152,5447,4666,3583,3196,16368,36412,29.663705583756343,31.687167248026437,37.86969567081012,38.59893943622662,42.02127659574468,27.938660801564026,32.206415467428315
2024,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Bajo peso,6,11,2,1,2,162,184,253,530,448,325,199,1599,3354,2.371541501976284,2.0754716981132075,0.4464285714285714,0.3076923076923077,1.0050251256281406,10.131332082551594,5.485986881335719
2024,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Normal,99,128,97,53,52,621,1050,253,530,448,325,199,1599,3354,39.130434782608695,24.150943396226417,21.651785714285715,16.307692307692307,26.13065326633166,38.83677298311445,31.305903398926656
2024,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Obesidad,75,203,191,127,46,332,974,253,530,448,325,199,1599,3354,29.64426877470356,38.301886792452834,42.63392857142857,39.07692307692307,23.115577889447238,20.762976860537837,29.03995229576625
2024,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,Sobrepeso,73,188,158,144,99,484,1146,253,530,448,325,199,1599,3354,28.85375494071146,35.471698113207545,35.267857142857146,44.30769230769231,49.74874371859296,30.268918073796126,34.16815742397138
2024,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Bajo peso,0,0,1,1,0,20,22,22,51,41,29,20,125,288,0.0,0.0,2.4390243902439024,3.4482758620689653,0.0,16.0,7.638888888888889
2024,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Normal,7,13,8,8,8,46,90,22,51,41,29,20,125,288,31.818181818181817,25.49019607843137,19.51219512195122,27.586206896551722,40.0,36.8,31.25
2024,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Obesidad,6,19,17,12,3,19,76,22,51,41,29,20,125,288,27.27272727272727,37.254901960784316,41.46341463414634,41.37931034482759,15.0,15.2,26.38888888888889
2024,comuna,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,Sobrepeso,9,19,15,8,9,40,100,22,51,41,29,20,125,288,40.909090909090914,37.254901960784316,36.58536585365854,27.586206896551722,45.0,32.0,34.72222222222222
