Ano,IdEstablecimiento,IdComuna_den,comuna_denominador,establecimiento_denominador,servicio_salud_denominador,dependencia_denominador,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,total_15_mas,20_64,20_54,EstablecimientoCodigoAntiguo,EstablecimientoCodigo_master,codigo_madre_master,RegionCodigo,IdServicio_master,servicio_salud_master,tipo_establecimiento_master,establecimiento_master,dependencia_master,nivel_atencion_master,IdComuna_master,comuna_master,estado_funcionamiento_master,es_aps,sin_match_master
2023,110490,13505,San Pedro,Posta de Salud Rural La Manga,Servicio de Salud Metropolitano Occidente,<NA>,31,35,39,28,31,29,26,31,29,14,65,358,262,219,10-490,110490,,13,10,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural La Manga,Municipal,Primario,13505,San Pedro,Vigente en Operación Habitual,True,False
2023,110492,13505,San Pedro,Posta de Salud Rural Nihue,Servicio de Salud Metropolitano Occidente,<NA>,22,27,37,30,33,27,31,24,23,17,48,319,249,209,10-492,110492,,13,10,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Nihue,Municipal,Primario,13505,San Pedro,Vigente en Operación Habitual,True,False
2023,110495,13505,San Pedro,Posta de Salud Rural El Prado,Servicio de Salud Metropolitano Occidente,<NA>,40,115,135,103,89,56,47,39,24,22,58,728,630,584,10-495,110495,,13,10,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural El Prado,Municipal,Primario,13505,San Pedro,Vigente en Operación Habitual,True,False
2023,110503,13502,Alhué,Posta de Salud Rural Hacienda Alhué,Servicio de Salud Metropolitano Occidente,<NA>,14,52,91,56,58,38,32,21,23,18,47,450,389,348,10-503,110503,110393,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Hacienda Alhué,Municipal,Primario,13502,Alhué,Vigente en Operación Habitual,True,False
2023,110505,13502,Alhué,Posta de Salud Rural Pichi,Servicio de Salud Metropolitano Occidente,<NA>,1,0,1,2,1,0,0,2,1,1,3,12,8,6,10-505,110505,,13,10,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Pichi,Municipal,Primario,13502,Alhué,Vigente en Operación Habitual,True,False
2023,110510,13502,Alhué,Posta de Salud Rural El Asiento,Servicio de Salud Metropolitano Occidente,<NA>,2,2,7,6,3,6,2,2,3,1,10,44,32,28,10-510,110510,,13,10,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural El Asiento,Municipal,Primario,13502,Alhué,Vigente en Operación Habitual,True,False
2023,110515,13502,Alhué,Posta de Salud Rural Santa María,Servicio de Salud Metropolitano Occidente,<NA>,0,0,1,1,0,0,1,1,0,2,0,6,6,4,10-515,110515,,13,10,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural (PSR),Posta de Salud Rural Santa María,Municipal,Primario,13502,Alhué,Cerrado,True,False
2023,110627,13124,Pudahuel,Centro Comunitario de Salud Mental,Servicio de Salud Metropolitano Occidente,<NA>,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10-627,110627,110010,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Mental  (COSAM),COSAM Municipal de Pudahuel,Municipal,Secundario,13124,Pudahuel,Vigente en Operación Habitual,False,False
2023,110720,13126,Quinta Normal,Centro Comunitario de Salud Familiar Catamarca,Servicio de Salud Metropolitano Occidente,<NA>,2,1,2,4,3,1,0,1,0,0,0,14,12,12,10-720,110720,110320,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Catamarca,Municipal,Primario,13126,Quinta Normal,Vigente en Operación Habitual,True,False
2023,110725,13126,Quinta Normal,Centro Comunitario de Salud Familiar Antumalal,Servicio de Salud Metropolitano Occidente,<NA>,0,0,5,2,0,0,1,2,0,0,0,10,10,10,10-725,110725,110325,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Antumalal,Municipal,Primario,13126,Quinta Normal,Vigente en Operación Habitual,True,False
2023,110735,13103,Cerro Navia,Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),Servicio de Salud Metropolitano Occidente,<NA>,1,2,2,3,4,1,3,2,3,2,1,24,22,17,10-735,110735,110335,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),Municipal,Primario,13103,Cerro Navia,Vigente en Operación Habitual,True,False
2023,110750,13124,Pudahuel,Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.,Servicio de Salud Metropolitano Occidente,<NA>,0,0,2,0,0,0,0,0,1,0,0,3,3,2,10-750,110750,110350,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.,Municipal,Primario,13124,Pudahuel,Vigente en Operación Habitual,True,False
2023,110752,13124,Pudahuel,Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,Servicio de Salud Metropolitano Occidente,<NA>,4,1,4,2,1,5,2,1,1,0,2,23,17,16,10-752,110752,110354,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,Municipal,Primario,13124,Pudahuel,Vigente en Operación Habitual,True,False
2023,110754,13124,Pudahuel,Centro Comunitario de Salud Familiar Río Claro,Servicio de Salud Metropolitano Occidente,<NA>,0,0,1,1,3,2,0,0,1,0,3,11,8,7,10-754,110754,110354,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Río Claro,Municipal,Primario,13124,Pudahuel,Vigente en Operación Habitual,True,False
2023,110760,13503,Curacaví,Centro Comunitario de Salud Familiar Curacaví,Servicio de Salud Metropolitano Occidente,<NA>,55,54,71,66,82,62,55,55,59,79,209,847,583,445,10-760,110760,110160,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Valmi  Aguirre,Servicio de Salud,Primario,13503,Curacaví,Vigente en Operación Habitual,True,False
2023,110775,13603,Isla De Maipo,Centro Comunitario de Salud Familiar La Islita,Servicio de Salud Metropolitano Occidente,<NA>,69,47,102,107,92,47,56,60,84,73,115,852,668,511,10-775,110775,110375,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar La Islita,Municipal,Primario,13603,Isla de Maipo,Vigente en Operación Habitual,True,False
2023,110778,13501,Melipilla,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Servicio de Salud Metropolitano Occidente,<NA>,203,216,215,276,266,195,170,137,146,139,328,2291,1760,1475,10-778,110778,110378,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Municipal,Primario,13501,Melipilla,Vigente en Operación Habitual,True,False
2023,110781,13501,Melipilla,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Servicio de Salud Metropolitano Occidente,<NA>,188,224,216,186,135,111,122,140,107,82,135,1646,1323,1134,10-781,110781,200965,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Municipal,Primario,13501,Melipilla,Vigente en Operación Habitual,True,False
2023,110783,13501,Melipilla,Centro Comunitario de Salud Familiar Codigua,Servicio de Salud Metropolitano Occidente,<NA>,75,51,41,53,61,66,59,51,71,76,172,776,529,382,10-783,110783,110380,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Codigua,Municipal,Primario,13501,Melipilla,Vigente en Operación Habitual,True,False
2023,111300,13101,Santiago,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Servicio de Salud Metropolitano Central,<NA>,2676,2884,4266,5446,5074,4318,3487,3061,2967,2642,6658,43479,34145,28536,11-300,111300,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Servicio de Salud,Primario,13101,Santiago,Vigente en Operación Habitual,True,False
2023,111301,13101,Santiago,Centro de Salud Familiar Nº 5,Servicio de Salud Metropolitano Central,<NA>,1536,1448,1625,1974,1960,1835,1706,1476,1484,1410,4122,20576,14918,12024,11-301,111301,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Nº 5,Servicio de Salud,Primario,13101,Santiago,Vigente en Operación Habitual,True,False
2023,111302,13106,Estación Central,Centro de Salud Familiar Padre Vicente Irarrázabal,Servicio de Salud Metropolitano Central,<NA>,1302,1408,1577,1655,1428,1323,1172,1107,1293,1195,2784,16244,12158,9670,11-302,111302,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Vicente Irarrázabal,Servicio de Salud,Primario,13106,Estación Central,Vigente en Operación Habitual,True,False
2023,111303,13121,Pedro Aguirre Cerda,Centro de Salud Familiar Lo Valledor Norte,Servicio de Salud Metropolitano Sur,<NA>,995,1019,1178,1238,1086,874,742,685,862,971,2119,11769,8655,6822,11-303,111303,,13,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lo Valledor Norte,Municipal,Primario,13121,Pedro Aguirre Cerda,Vigente en Operación Habitual,True,False
2023,111304,13119,Maipú,Centro de Salud Familiar Maipú,Servicio de Salud Metropolitano Central,<NA>,3501,3367,3154,2905,2490,2493,2533,2656,3203,3291,9894,39487,26092,19598,11-304,111304,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Maipú,Servicio de Salud,Primario,13119,Maipú,Vigente en Operación Habitual,True,False
2023,111305,13102,Cerrillos,Centro de Salud Familiar Dr. Norman Voulliéme,Servicio de Salud Metropolitano Central,<NA>,1552,1718,1718,1723,1449,1282,1289,1412,1481,1388,3832,18844,13460,10591,11-305,111305,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Norman Voulliéme,Servicio de Salud,Primario,13102,Cerrillos,Vigente en Operación Habitual,True,False
2023,111306,13106,Estación Central,Centro de Salud Familiar San José de Chuchunco,Servicio de Salud Metropolitano Central,<NA>,1667,1866,1966,1828,1490,1387,1411,1707,1883,1440,4531,21176,14978,11655,11-306,111306,,13,11,Servicio de Salud Metropolitano Central,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San José de Chuchunco,Servicio de Salud,Primario,13106,Estación Central,Vigente en Operación Habitual,True,False
