Ano,IdEstablecimiento,IdComuna_den,comuna_denominador,establecimiento_denominador,servicio_salud_denominador,dependencia_denominador,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,total_15_mas,20_64,20_54,EstablecimientoCodigoAntiguo,EstablecimientoCodigo_master,codigo_madre_master,RegionCodigo,IdServicio_master,servicio_salud_master,tipo_establecimiento_master,establecimiento_master,dependencia_master,nivel_atencion_master,IdComuna_master,comuna_master,estado_funcionamiento_master,es_aps,sin_match_master
2023,114324,13110,La Florida,Centro de Salud Familiar Santa Amalia,Servicio de Salud Metropolitano Sur Oriente,<NA>,2633,2962,3167,3269,2888,2577,2734,2606,2541,2679,9281,37337,25423,20203,14-324,114324,,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Amalia,Municipal,Primario,13110,La Florida,Vigente en Operación Habitual,True,False
2023,114325,13111,La Granja,Centro de Salud Familiar Granja Sur,Servicio de Salud Metropolitano Sur Oriente,<NA>,3235,3390,3400,3475,3367,3202,2680,2227,2513,2706,5677,35872,26960,21741,14-325,114325,,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Granja Sur,Municipal,Primario,13111,La Granja,Vigente en Operación Habitual,True,False
2023,114326,13201,Puente Alto,Centro de Salud Familiar Karol Wojtyla,Servicio de Salud Metropolitano Sur Oriente,<NA>,2620,2574,2654,2498,2098,1921,1865,1913,1802,1469,2414,23828,18794,15523,14-326,114326,,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Karol Wojtyla,Municipal,Primario,13201,Puente Alto,Vigente en Operación Habitual,True,False
2023,114327,13112,La Pintana,Centro de Salud Familiar Juan Pablo II,Servicio de Salud Metropolitano Sur Oriente,<NA>,1514,1436,1422,1488,1286,1353,982,757,839,868,1655,13600,10431,8724,14-327,114327,,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,Delegado,Primario,13112,La Pintana,Vigente en Operación Habitual,True,False
2023,114328,13131,San Ramón,Centro de Salud Familiar Poetisa Gabriela Mistral,Servicio de Salud Metropolitano Sur Oriente,<NA>,1943,2228,2336,2225,1757,1807,2162,2335,2041,1412,4823,25069,18303,14850,14-328,114328,,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Poetisa Gabriela Mistral,Municipal,Primario,13131,San Ramón,Vigente en Operación Habitual,True,False
2023,114329,13201,Puente Alto,Centro de Salud Familiar San Alberto Hurtado,Servicio de Salud Metropolitano Sur Oriente,<NA>,1687,1794,1860,1598,1283,1186,1319,1598,1658,1327,2182,17492,13623,10638,14-329,114329,,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,Delegado,Primario,13201,Puente Alto,Vigente en Operación Habitual,True,False
2023,114330,13110,La Florida,Centro de Salud Familiar Trinidad,Servicio de Salud Metropolitano Sur Oriente,<NA>,1722,1946,2288,2345,1965,1710,1502,1453,1488,1421,3752,21592,16118,13209,14-330,114330,,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Trinidad,Municipal,Primario,13110,La Florida,Vigente en Operación Habitual,True,False
2023,114331,13110,La Florida,Centro de Salud Familiar La Florida,Servicio de Salud Metropolitano Sur Oriente,<NA>,2275,2637,3218,3334,2772,2521,2284,2333,2334,2508,7237,33453,23941,19099,14-331,114331,,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Florida,Municipal,Primario,13110,La Florida,Vigente en Operación Habitual,True,False
2023,114332,13201,Puente Alto,Centro de Salud Familiar Laurita Vicuña,Servicio de Salud Metropolitano Sur Oriente,<NA>,2007,2083,2352,2371,2014,1860,1630,1612,2159,2232,3969,24289,18313,13922,14-332,114332,,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Laurita Vicuña,Municipal,Primario,13201,Puente Alto,Vigente en Operación Habitual,True,False
2023,114333,13202,Pirque,Centro de Salud Rural El Principal,Servicio de Salud Metropolitano Sur Oriente,<NA>,678,718,760,821,710,645,617,710,738,581,1374,8352,6300,4981,14-333,114333,,13,14,Servicio de Salud Metropolitano Sur Oriente,Consultorio General Rural (CGR),Centro de Salud Rural El Principal,Municipal,Primario,13202,Pirque,Vigente en Operación Habitual,True,False
2023,114334,13110,La Florida,Centro de Salud Familiar José Alvo,Servicio de Salud Metropolitano Sur Oriente,<NA>,1881,2126,2391,2413,1951,1694,1616,1584,1902,1963,5003,24524,17640,13775,14-334,114334,,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar José Alvo,Municipal,Primario,13110,La Florida,Vigente en Operación Habitual,True,False
2023,114401,13202,Pirque,Posta de Salud Rural Puntilla,Servicio de Salud Metropolitano Sur Oriente,<NA>,101,103,125,151,108,108,106,108,121,102,278,1411,1032,809,14-401,114401,,13,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural Puntilla,Municipal,Primario,13202,Pirque,Vigente en Operación Habitual,True,False
2023,114403,13202,Pirque,Posta de Salud Rural Santa Rita,Servicio de Salud Metropolitano Sur Oriente,<NA>,12,12,16,16,18,14,21,18,28,20,48,223,163,115,14-403,114403,,13,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural Santa Rita,Municipal,Primario,13202,Pirque,Vigente en Operación Habitual,True,False
2023,114406,13202,Pirque,Posta de Salud Rural San Vicente,Servicio de Salud Metropolitano Sur Oriente,<NA>,21,24,22,25,23,24,25,30,26,33,74,327,232,173,14-406,114406,,13,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural San Vicente,Municipal,Primario,13202,Pirque,Vigente en Operación Habitual,True,False
2023,114407,13203,San José De Maipo,Posta de Salud Rural Las Vertientes,Servicio de Salud Metropolitano Sur Oriente,<NA>,150,177,174,179,150,138,162,142,176,157,295,1900,1455,1122,14-407,114407,,13,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural Las Vertientes,Municipal,Primario,13203,San José de Maipo,Vigente en Operación Habitual,True,False
2023,114408,13203,San José De Maipo,Posta de Salud Rural El Volcán,Servicio de Salud Metropolitano Sur Oriente,<NA>,0,4,1,0,1,2,2,1,1,1,5,18,13,11,14-408,114408,,13,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural El Volcán,Municipal,Primario,13203,San José de Maipo,Vigente en Operación Habitual,True,False
2023,114409,13110,La Florida,Posta de Salud Rural Las Perdices,Servicio de Salud Metropolitano Sur Oriente,<NA>,0,0,0,0,5,2,1,0,2,0,0,10,10,8,14-409,114409,,13,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural Las Perdices,Municipal,Primario,13110,La Florida,Vigente en Operación Habitual,True,False
2023,114410,13203,San José De Maipo,Posta de Salud Rural San Gabriel,Servicio de Salud Metropolitano Sur Oriente,<NA>,27,19,11,15,14,18,20,15,22,25,39,225,159,112,14-410,114410,,13,14,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural (PSR),Posta de Salud Rural San Gabriel,Municipal,Primario,13203,San José de Maipo,Vigente en Operación Habitual,True,False
2023,114706,13111,La Granja,Centro Comunitario de Salud Familiar Millalemu,Servicio de Salud Metropolitano Sur Oriente,<NA>,1,3,3,7,2,3,1,3,1,3,9,36,26,22,14-706,114706,114306,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Millalemu,Municipal,Primario,13111,La Granja,Vigente en Operación Habitual,True,False
2023,114714,13131,San Ramón,Centro Comunitario de Salud Familiar Modelo,Servicio de Salud Metropolitano Sur Oriente,<NA>,32,25,40,34,18,23,21,18,15,21,58,305,215,179,14-714,114714,114314,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Modelo,Municipal,Primario,13131,San Ramón,Vigente en Operación Habitual,True,False
2023,114796,13111,La Granja,Centro Comunitario de Salud Familiar San Gregorio,Servicio de Salud Metropolitano Sur Oriente,<NA>,1,5,6,12,8,3,2,3,4,5,11,60,48,39,14-796,114796,114306,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Gregorio,Municipal,Primario,13111,La Granja,Vigente en Operación Habitual,True,False
2023,200037,13123,Providencia,Centro Comunitario de Salud Familiar Elena Caffarena,Servicio de Salud Metropolitano Oriente,<NA>,5,2,13,9,14,15,7,4,6,7,6,88,77,64,12-937,200037,112301,13,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Elena Caffarena,Municipal,Primario,13123,Providencia,Vigente en Operación Habitual,True,False
2023,200080,13113,La Reina,Centro Odontológico La Reina,Servicio de Salud Metropolitano Oriente,<NA>,0,3,2,4,6,4,2,3,6,5,9,44,35,24,12-901,200080,,13,12,Servicio de Salud Metropolitano Oriente,Clínica Dental,Centro Odontológico La Reina,Municipal,Primario,13113,La Reina,Vigente en Operación Habitual,True,False
2023,200188,13123,Providencia,Centro de Especialidades Odontológicas Leng,Servicio de Salud Metropolitano Oriente,<NA>,0,1,3,5,2,3,4,2,0,1,1,22,21,20,12-905,200188,,13,12,Servicio de Salud Metropolitano Oriente,Clínica Dental,Centro de Especialidades Odontológicas Leng,Municipal,Primario,13123,Providencia,Vigente en Operación Habitual,True,False
2023,200210,13129,San Joaquín,Centro Comunitario de Salud Familiar Coñimo,Servicio de Salud Metropolitano Sur,<NA>,335,388,463,435,356,347,383,496,467,391,1372,5433,3726,2868,13-906,200210,113322,13,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Coñimo,Municipal,Primario,13129,San Joaquín,Vigente en Operación Habitual,True,False
2023,200236,13120,Ñuñoa,Centro Comunitario de Salud Familiar Villa Olímpica,Servicio de Salud Metropolitano Oriente,<NA>,1,1,1,3,2,1,1,1,1,2,0,14,13,10,12-907,200236,112010,13,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Villa Olímpica,Municipal,Primario,13120,Ñuñoa,Vigente en Operación Habitual,True,False
2023,200265,13123,Providencia,Centro Comunitario de Salud Familiar Andacollo,Servicio de Salud Metropolitano Oriente,<NA>,2,3,5,9,7,3,3,5,4,6,16,63,45,35,12-908,200265,112303,13,12,Servicio de Salud Metropolitano Oriente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Andacollo,Municipal,Primario,13123,Providencia,Vigente en Operación Habitual,True,False
2023,200282,13201,Puente Alto,Centro de Referencia de Salud Hospital Provincia Cordillera,Servicio de Salud Metropolitano Sur Oriente,<NA>,0,1,0,1,0,1,0,0,0,0,0,3,3,3,14-902,200282,,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Referencia de Salud (CRS),Centro de Referencia de Salud Hospital Provincia Cordillera,Servicio de Salud,Secundario,13201,Puente Alto,Vigente en Operación Habitual,False,False
2023,200304,13125,Quilicura,Centro Comunitario de Salud Familiar Beato Padre Hurtado,Servicio de Salud Metropolitano Norte,<NA>,113,119,102,112,76,75,70,88,112,103,146,1116,857,642,09-942,200304,109313,13,09,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Beato Padre Hurtado,Municipal,Primario,13125,Quilicura,Vigente en Operación Habitual,True,False
2023,200337,13129,San Joaquín,Centro Comunitario de Salud Familia Martin Henríquez,Servicio de Salud Metropolitano Sur,<NA>,280,337,374,475,379,318,330,306,351,352,819,4321,3222,2519,13-907,200337,113305,13,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Martín Henríquez,Municipal,Primario,13129,San Joaquín,Vigente en Operación Habitual,True,False
2023,200342,13126,Quinta Normal,Centro Comunitario de Salud  Familiar Salud Plaza México,Servicio de Salud Metropolitano Occidente,<NA>,0,1,3,0,1,1,0,1,1,1,0,9,9,7,10-923,200342,110325,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Plaza México,Municipal,Primario,13126,Quinta Normal,Vigente en Operación Habitual,True,False
2023,200346,13102,Cerrillos,Centro Comunitario de Salud Familiar Buzeta,Servicio de Salud Metropolitano Central,<NA>,24,24,29,29,36,22,18,16,15,11,37,261,200,174,11-906,200346,111307,13,11,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Buzeta,Servicio de Salud,Primario,13102,Cerrillos,Vigente en Operación Habitual,True,False
2023,200347,13104,Conchalí,Centro Comunitario de Salud Familiar Alberto Bachelet,Servicio de Salud Metropolitano Norte,<NA>,92,103,132,129,93,85,99,104,105,83,179,1204,933,745,09-943,200347,109308,13,09,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Alberto Bachelet,Municipal,Primario,13104,Conchalí,Vigente en Operación Habitual,True,False
2023,200360,13109,La Cisterna,Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Servicio de Salud Metropolitano Sur,<NA>,150,156,212,202,201,158,115,148,156,154,441,2093,1502,1192,13-904,200360,113326,13,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Municipal,Primario,13109,La Cisterna,Vigente en Operación Habitual,True,False
2023,200361,13130,San Miguel,Centro Comunitario de Salud Familiar Atacama,Servicio de Salud Metropolitano Sur,<NA>,311,342,516,602,506,397,345,318,398,412,1373,5520,3836,3026,13-908,200361,113302,13,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Atacama,Municipal,Primario,13130,San Miguel,Vigente en Operación Habitual,True,False
2023,200365,13601,Talagante,Centro Comunitario de Salud Familiar Villa Los Presidentes,Servicio de Salud Metropolitano Occidente,<NA>,19,42,43,46,40,23,23,15,15,12,20,298,259,232,10-926,200365,110390,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Villa Los Presidentes,Municipal,Primario,13601,Talagante,Vigente en Operación Habitual,True,False
2023,200377,13401,San Bernardo,Centro Comunitario de Salud Familiar Dr. Raúl Brañes,Servicio de Salud Metropolitano Sur,<NA>,351,379,356,298,291,272,317,260,210,139,211,3084,2522,2173,13-912,200377,113330,13,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Las Hortensias,Municipal,Primario,13401,San Bernardo,Vigente en Operación Habitual,True,False
2023,200385,13603,Isla De Maipo,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Servicio de Salud Metropolitano Occidente,<NA>,52,62,41,54,52,49,59,44,52,48,136,649,461,361,10-927,200385,110375,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Vicente de Naltagua,Municipal,Primario,13603,Isla de Maipo,Vigente en Operación Habitual,True,False
2023,200454,13602,El Monte,Centro Comunitario de Salud Familiar lo Chacón,Servicio de Salud Metropolitano Occidente,<NA>,52,46,46,59,84,71,42,40,56,50,107,653,494,388,10-928,200454,110370,13,10,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Lo Chacón,Municipal,Primario,13602,El Monte,Vigente en Operación Habitual,True,False
2023,200554,13108,Independencia,CECOF Las Enredaderas,Servicio de Salud Metropolitano Norte,<NA>,2,0,2,4,2,0,2,3,0,2,5,22,15,13,09-900,200554,109300,13,09,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Las Enredaderas,Municipal,Primario,13108,Independencia,Vigente en Operación Habitual,True,False
2023,200961,13107,Huechuraba,CESFAM DR. VICTOR CASTRO WIRÉN,Servicio de Salud Metropolitano Norte,<NA>,307,385,369,328,294,360,389,387,414,395,1320,4948,3321,2512,09-915,200961,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Victor Castro Wiren,Municipal,Primario,13107,Huechuraba,Vigente en Operación Habitual,True,False
2023,200962,13105,El Bosque,Cecosf los Sauces,Servicio de Salud Metropolitano Sur,<NA>,0,1,0,1,2,0,1,0,1,1,2,9,7,5,13-918,200962,113312,13,13,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Sauces,Municipal,Primario,13105,El Bosque,Vigente en Operación Habitual,True,False
2023,200965,13501,Melipilla,Cesfam Florencia,Servicio de Salud Metropolitano Occidente,<NA>,965,983,925,978,882,752,668,540,424,346,679,8142,6498,5728,10-938,200965,,13,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Florencia,Municipal,Primario,13501,Melipilla,Vigente en Operación Habitual,True,False
2023,201091,13125,Quilicura,Cesfam Marta Ugarte Roman,Servicio de Salud Metropolitano Norte,<NA>,358,417,421,515,470,405,314,362,514,666,1563,6005,4084,2904,,201091,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Marta Ugarte Román,Municipal,Primario,13125,Quilicura,Vigente en Operación Habitual,True,False
2023,201112,13122,Peñalolén,CESFAM Las Torres,Servicio de Salud Metropolitano Oriente,<NA>,2037,2009,2239,2153,1616,1852,2114,1828,1695,1505,4543,23591,17011,13811,,201112,,13,12,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Las Torres,Municipal,Primario,13122,Peñalolén,Vigente en Operación Habitual,True,False
2024,109300,13108,Independencia,Centro De Salud Familiar Agustín Cruz Melo,Metropolitano Norte,Municipal,3581,3578,5171,6343,5653,4661,3890,3328,3207,2937,7761,50110,38768,32624,09-300,109300,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Agustín Cruz Melo,Municipal,Primario,13108,Independencia,Vigente en Operación Habitual,True,False
2024,109301,13127,Recoleta,Centro De Salud Familiar Recoleta,Metropolitano Norte,Municipal,2442,2650,3371,3647,3456,3154,2730,2386,2222,2028,5261,33347,25644,21394,09-301,109301,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Recoleta,Municipal,Primario,13127,Recoleta,Vigente en Operación Habitual,True,False
2024,109302,13104,Conchalí,Centro De Salud Familiar Lucas Sierra,Metropolitano Norte,Municipal,1969,2053,2350,2493,2289,1990,1817,1783,1897,1871,4855,25367,18543,14775,09-302,109302,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lucas Sierra,Municipal,Primario,13104,Conchalí,Vigente en Operación Habitual,True,False
2024,109303,13127,Recoleta,Centro De Salud Familiar Quinta Bella,Metropolitano Norte,Municipal,1830,2086,2645,2894,2539,2049,1850,1767,1655,1603,4464,25382,19088,15830,09-303,109303,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Quinta Bella,Municipal,Primario,13127,Recoleta,Vigente en Operación Habitual,True,False
2024,109304,13127,Recoleta,Centro De Salud Familiar Valdivieso,Metropolitano Norte,Municipal,654,651,738,852,746,659,637,646,627,677,1744,8631,6233,4929,09-304,109304,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Valdivieso,Municipal,Primario,13127,Recoleta,Vigente en Operación Habitual,True,False
2024,109305,13107,Huechuraba,Centro De Salud Familiar  La Pincoya,Metropolitano Norte,Municipal,1693,1849,2173,2101,1675,1558,1423,1802,2020,1627,3751,21672,16228,12581,09-305,109305,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Pincoya,Municipal,Primario,13107,Huechuraba,Vigente en Operación Habitual,True,False
2024,109307,13127,Recoleta,Centro De Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Metropolitano Norte,Municipal,1571,1733,1952,1888,1533,1521,1496,1530,1798,1632,3895,20549,15083,11653,09-307,109307,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Municipal,Primario,13127,Recoleta,Vigente en Operación Habitual,True,False
2024,109308,13104,Conchalí,Centro De Salud Familiar Alberto Bachelet Martínez,Metropolitano Norte,Municipal,1892,2120,2422,2405,1891,1836,1635,1752,1892,1837,4554,24236,17790,14061,09-308,109308,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Alberto Bachelet Martínez,Municipal,Primario,13104,Conchalí,Vigente en Operación Habitual,True,False
2024,109309,13104,Conchalí,Centro De Salud Familiar José Symon Ojeda,Metropolitano Norte,Municipal,1681,1896,2143,2100,1724,1626,1641,1879,1870,1516,5042,23118,16395,13009,09-309,109309,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar José Symon Ojeda,Municipal,Primario,13104,Conchalí,Vigente en Operación Habitual,True,False
2024,109310,13301,Colina,Centro De Salud Familiar Colina,Metropolitano Norte,Municipal,4395,4406,5287,5933,5426,5015,4227,3926,3473,3021,6475,51584,40714,34220,09-310,109310,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Colina,Municipal,Primario,13301,Colina,Vigente en Operación Habitual,True,False
2024,109311,13302,Lampa,Centro De Salud Familiar  José Bauza Frau,Metropolitano Norte,Municipal,3547,3351,3622,3956,3370,3072,2659,2433,2215,1812,3456,33493,26490,22463,09-311,109311,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar José Bauza Frau,Municipal,Primario,13302,Lampa,Vigente en Operación Habitual,True,False
2024,109312,13302,Lampa,Centro De Salud Familiar Batuco,Metropolitano Norte,Municipal,1130,1136,1276,1368,1099,1083,917,875,888,831,1650,12253,9473,7754,09-312,109312,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Batuco,Municipal,Primario,13302,Lampa,Vigente en Operación Habitual,True,False
2024,109313,13125,Quilicura,Centro De Salud Familiar  Irene Frei De Cid,Metropolitano Norte,Municipal,3063,3163,3552,4058,3666,3150,2471,2635,2564,2267,3185,33774,27526,22695,09-313,109313,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Irene Frei de Cid,Municipal,Primario,13125,Quilicura,Vigente en Operación Habitual,True,False
2024,109314,13104,Conchalí,Centro De Salud Familiar Juanita Aguirre,Metropolitano Norte,Municipal,1742,1896,2073,2047,1843,1613,1423,1598,1791,1790,4689,22505,16074,12493,09-314,109314,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juanita Aguirre,Municipal,Primario,13104,Conchalí,Vigente en Operación Habitual,True,False
2024,109315,13125,Quilicura,Centro De Salud Familiar  Manuel Bustos De Quilicura,Metropolitano Norte,Municipal,2956,3419,3631,3438,3129,2791,2794,2991,2800,2453,5045,35447,27446,22193,09-315,109315,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Manuel Bustos Huerta,Municipal,Primario,13125,Quilicura,Vigente en Operación Habitual,True,False
2024,109316,13301,Colina,Centro De Salud Familiar Esmeralda,Metropolitano Norte,Municipal,4308,4316,4759,4796,4239,3777,3536,3608,3149,2551,4297,43336,34731,29031,09-316,109316,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Esmeralda,Municipal,Primario,13301,Colina,Vigente en Operación Habitual,True,False
2024,109317,13107,Huechuraba,Centro De Salud Familiar El Barrero,Metropolitano Norte,Municipal,849,945,1073,1141,1114,933,967,1063,779,567,1445,10876,8582,7236,09-317,109317,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Barrero,Municipal,Primario,13107,Huechuraba,Vigente en Operación Habitual,True,False
2024,109320,13303,Tiltil,Centro De Salud Familiar Huertos Familiares,Metropolitano Norte,Municipal,864,937,1015,1000,797,730,696,747,834,736,1617,9973,7492,5922,09-320,109320,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Huertos Familiares,Municipal,Primario,13303,Tiltil,Vigente en Operación Habitual,True,False
2024,109321,13108,Independencia,Centro De Salud Familiar Juan Antonio Ríos,Metropolitano Norte,Municipal,1563,1691,2032,2342,2001,1759,1454,1508,1341,1440,4559,21690,15568,12787,09-321,109321,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Antonio Ríos,Municipal,Primario,13108,Independencia,Vigente en Operación Habitual,True,False
2024,109323,13107,Huechuraba,Centro De Salud Familiar Dr. Salvador Allende Gossens (Huechuraba),Metropolitano Norte,Municipal,1565,1740,1861,1787,1298,1081,1110,1384,1145,755,2261,15987,12161,10261,09-323,109323,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Salvador Allende Gossens,Municipal,Primario,13107,Huechuraba,Vigente en Operación Habitual,True,False
2024,109324,13125,Quilicura,Centro De Salud Familiar Presidente Salvador Allende Gossens (Quilicura),Metropolitano Norte,Municipal,4107,4546,4746,4581,3886,3624,3610,3937,3314,2537,3926,42814,34781,28930,09-324,109324,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Presidente Salvador Allende Gossens,Municipal,Primario,13125,Quilicura,Vigente en Operación Habitual,True,False
2024,109390,13127,Recoleta,Centro De Salud Familiar Cristo Vive (Ong),Metropolitano Norte,Otra Institución,1731,1792,1920,1813,1545,1499,1553,1615,1471,1339,4382,20660,14547,11737,09-390,109390,,13,09,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cristo Vive (ONG),Otra Institución,Primario,13127,Recoleta,Vigente en Operación Habitual,True,False
2024,109407,13302,Lampa,Posta De Salud Rural Juan Pablo Ii De Lampa,Metropolitano Norte,Municipal,588,643,702,743,663,633,549,559,531,482,1112,7205,5505,4492,09-407,109407,,13,09,Servicio de Salud Metropolitano Norte,Posta de Salud Rural (PSR),Posta de Salud Rural Juan Pablo II de Lampa,Municipal,Primario,13302,Lampa,Cerrado,True,False
