Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,IdEstablecimiento,establecimiento_master,tipo_establecimiento_master,dependencia_master,factor_riesgo,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,total_15_mas,15_19_numerador,20_24_numerador,25_29_numerador,30_34_numerador,35_39_numerador,40_44_numerador,45_49_numerador,50_54_numerador,55_59_numerador,60_64_numerador,65_mas_numerador,total_15_mas_numerador,15_19_prevalencia_pct,20_24_prevalencia_pct,25_29_prevalencia_pct,30_34_prevalencia_pct,35_39_prevalencia_pct,40_44_prevalencia_pct,45_49_prevalencia_pct,50_54_prevalencia_pct,55_59_prevalencia_pct,60_64_prevalencia_pct,65_mas_prevalencia_pct,total_15_mas_prevalencia_pct
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110432,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Posta de Salud Rural (PSR),Municipal,Glicemia alterada,0,0,0,3,1,1,0,1,1,1,31,39,3.0,2.0,1.0,9.0,9.0,7.0,7.0,2.0,2.0,2.0,107.0,151.0,0.0,0.0,0.0,33.33333333333333,11.11111111111111,14.285714285714285,0.0,50.0,50.0,50.0,28.971962616822427,25.82781456953642
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110432,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Posta de Salud Rural (PSR),Municipal,Presion arterial elevada,0,0,1,1,2,3,0,3,0,1,46,57,3.0,2.0,1.0,9.0,9.0,7.0,7.0,2.0,2.0,2.0,107.0,151.0,0.0,0.0,100.0,11.11111111111111,22.22222222222222,42.857142857142854,0.0,150.0,0.0,50.0,42.99065420560748,37.74834437086093
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110432,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Posta de Salud Rural (PSR),Municipal,Tabaquismo,0,2,2,6,3,4,1,2,0,2,11,33,3.0,2.0,1.0,9.0,9.0,7.0,7.0,2.0,2.0,2.0,107.0,151.0,0.0,100.0,200.0,66.66666666666666,33.33333333333333,57.14285714285714,14.285714285714285,100.0,0.0,100.0,10.2803738317757,21.85430463576159
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110775,Centro Comunitario de Salud Familiar La Islita,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Colesterol elevado,0,0,2,1,0,3,0,0,4,5,9,24,0.0,21.0,24.0,20.0,23.0,13.0,9.0,6.0,13.0,10.0,122.0,261.0,,0.0,8.333333333333332,5.0,0.0,23.076923076923077,0.0,0.0,30.76923076923077,50.0,7.377049180327869,9.195402298850574
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110775,Centro Comunitario de Salud Familiar La Islita,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Glicemia alterada,0,11,13,6,15,8,4,3,8,5,29,102,0.0,21.0,24.0,20.0,23.0,13.0,9.0,6.0,13.0,10.0,122.0,261.0,,52.38095238095239,54.166666666666664,30.0,65.21739130434783,61.53846153846154,44.44444444444444,50.0,61.53846153846154,50.0,23.770491803278688,39.08045977011494
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110775,Centro Comunitario de Salud Familiar La Islita,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Presion arterial elevada,0,0,1,1,4,1,1,0,3,2,37,50,0.0,21.0,24.0,20.0,23.0,13.0,9.0,6.0,13.0,10.0,122.0,261.0,,0.0,4.166666666666666,5.0,17.391304347826086,7.6923076923076925,11.11111111111111,0.0,23.076923076923077,20.0,30.327868852459016,19.157088122605366
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110775,Centro Comunitario de Salud Familiar La Islita,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Tabaquismo,0,5,11,4,11,7,6,3,3,2,10,62,0.0,21.0,24.0,20.0,23.0,13.0,9.0,6.0,13.0,10.0,122.0,261.0,,23.809523809523807,45.83333333333333,20.0,47.82608695652174,53.84615384615385,66.66666666666666,50.0,23.076923076923077,20.0,8.19672131147541,23.754789272030653
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,200385,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Colesterol elevado,0,0,0,2,0,0,1,0,2,0,6,11,0.0,14.0,19.0,25.0,22.0,14.0,15.0,11.0,8.0,13.0,112.0,253.0,,0.0,0.0,8.0,0.0,0.0,6.666666666666667,0.0,25.0,0.0,5.357142857142857,4.3478260869565215
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,200385,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Glicemia alterada,0,1,4,9,9,7,7,5,4,3,21,70,0.0,14.0,19.0,25.0,22.0,14.0,15.0,11.0,8.0,13.0,112.0,253.0,,7.142857142857142,21.052631578947366,36.0,40.909090909090914,50.0,46.666666666666664,45.45454545454545,50.0,23.076923076923077,18.75,27.66798418972332
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,200385,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Presion arterial elevada,0,0,1,1,0,2,2,1,2,3,28,40,0.0,14.0,19.0,25.0,22.0,14.0,15.0,11.0,8.0,13.0,112.0,253.0,,0.0,5.263157894736842,4.0,0.0,14.285714285714285,13.333333333333334,9.090909090909092,25.0,23.076923076923077,25.0,15.810276679841898
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,200385,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Tabaquismo,0,2,8,9,5,4,8,5,3,5,12,61,0.0,14.0,19.0,25.0,22.0,14.0,15.0,11.0,8.0,13.0,112.0,253.0,,14.285714285714285,42.10526315789473,36.0,22.727272727272727,28.57142857142857,53.333333333333336,45.45454545454545,37.5,38.46153846153847,10.714285714285714,24.110671936758894
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,110366,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,0,11,14,15,25,19,22,29,17,17,14,183,140.0,482.0,519.0,565.0,498.0,442.0,374.0,327.0,296.0,180.0,2759.0,6582.0,0.0,2.2821576763485476,2.697495183044316,2.6548672566371683,5.020080321285141,4.298642533936651,5.88235294117647,8.868501529051988,5.743243243243244,9.444444444444445,0.5074302283436027,2.780309936189608
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,110366,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,19,37,45,48,53,42,57,36,28,34,58,457,140.0,482.0,519.0,565.0,498.0,442.0,374.0,327.0,296.0,180.0,2759.0,6582.0,13.571428571428571,7.676348547717843,8.670520231213873,8.495575221238937,10.642570281124499,9.502262443438914,15.240641711229946,11.009174311926607,9.45945945945946,18.88888888888889,2.1022109459949254,6.94317836523853
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,110366,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,6,21,17,36,56,51,65,53,57,30,879,1271,140.0,482.0,519.0,565.0,498.0,442.0,374.0,327.0,296.0,180.0,2759.0,6582.0,4.285714285714286,4.356846473029045,3.275529865125241,6.371681415929204,11.244979919678714,11.538461538461538,17.379679144385026,16.207951070336392,19.256756756756758,16.666666666666664,31.859369336716203,19.31024004861744
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,110366,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,22,123,172,170,151,145,108,100,88,36,232,1347,140.0,482.0,519.0,565.0,498.0,442.0,374.0,327.0,296.0,180.0,2759.0,6582.0,15.714285714285714,25.518672199170123,33.140655105973025,30.08849557522124,30.32128514056225,32.80542986425339,28.87700534759358,30.58103975535168,29.72972972972973,20.0,8.408843783979702,20.464904284412032
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,110308,Centro de Salud Familiar Peñaflor,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,0,39,74,107,108,137,144,135,151,114,538,1547,3.0,235.0,331.0,339.0,341.0,311.0,294.0,266.0,247.0,192.0,2287.0,4846.0,0.0,16.595744680851062,22.356495468277945,31.563421828908556,31.671554252199414,44.05144694533762,48.97959183673469,50.75187969924813,61.1336032388664,59.375,23.524267599475294,31.92323565827487
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,110308,Centro de Salud Familiar Peñaflor,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,0,63,115,132,141,140,137,123,152,110,1321,2434,3.0,235.0,331.0,339.0,341.0,311.0,294.0,266.0,247.0,192.0,2287.0,4846.0,0.0,26.80851063829787,34.74320241691843,38.93805309734513,41.348973607038126,45.01607717041801,46.59863945578231,46.2406015037594,61.53846153846154,57.291666666666664,57.76125929164845,50.226991333058194
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,110308,Centro de Salud Familiar Peñaflor,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,0,13,23,38,66,63,70,65,83,60,651,1132,3.0,235.0,331.0,339.0,341.0,311.0,294.0,266.0,247.0,192.0,2287.0,4846.0,0.0,5.531914893617021,6.948640483383686,11.209439528023598,19.35483870967742,20.257234726688104,23.809523809523807,24.43609022556391,33.603238866396765,31.25,28.465238303454303,23.359471729261248
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,110308,Centro de Salud Familiar Peñaflor,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,2,55,112,138,118,99,100,80,66,60,238,1068,3.0,235.0,331.0,339.0,341.0,311.0,294.0,266.0,247.0,192.0,2287.0,4846.0,66.66666666666666,23.404255319148938,33.8368580060423,40.707964601769916,34.60410557184751,31.832797427652732,34.01360544217687,30.075187969924812,26.720647773279353,31.25,10.406646261477919,22.038794882377218
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,110369,Centro de Salud Familiar Dr. Fernando Monckeberg,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,1,23,32,59,59,60,65,61,60,43,40,503,48.0,347.0,345.0,421.0,335.0,315.0,328.0,266.0,231.0,179.0,1781.0,4596.0,2.083333333333333,6.628242074927954,9.27536231884058,14.014251781472684,17.611940298507463,19.047619047619047,19.817073170731707,22.932330827067666,25.97402597402597,24.022346368715084,2.2459292532285233,10.944299390774587
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,110369,Centro de Salud Familiar Dr. Fernando Monckeberg,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,10,24,43,46,42,34,46,46,44,24,342,701,48.0,347.0,345.0,421.0,335.0,315.0,328.0,266.0,231.0,179.0,1781.0,4596.0,20.833333333333336,6.9164265129683,12.46376811594203,10.926365795724466,12.53731343283582,10.793650793650794,14.02439024390244,17.293233082706767,19.047619047619047,13.40782122905028,19.202695115103875,15.252393385552654
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,110369,Centro de Salud Familiar Dr. Fernando Monckeberg,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,0,11,19,23,30,36,45,30,33,34,623,884,48.0,347.0,345.0,421.0,335.0,315.0,328.0,266.0,231.0,179.0,1781.0,4596.0,0.0,3.170028818443804,5.507246376811594,5.463182897862233,8.955223880597014,11.428571428571429,13.719512195121952,11.278195488721805,14.285714285714285,18.994413407821227,34.98034811903425,19.234116623150566
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,110369,Centro de Salud Familiar Dr. Fernando Monckeberg,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,10,94,98,130,124,103,111,87,59,43,219,1078,48.0,347.0,345.0,421.0,335.0,315.0,328.0,266.0,231.0,179.0,1781.0,4596.0,20.833333333333336,27.089337175792505,28.405797101449277,30.878859857482183,37.014925373134325,32.698412698412696,33.84146341463415,32.70676691729324,25.541125541125542,24.022346368715084,12.296462661426165,23.455178416013926
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111300,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Centro de Salud Familiar (CESFAM),Servicio de Salud,Colesterol elevado,0,2,10,18,8,10,16,31,13,15,113,236,18.0,86.0,142.0,209.0,200.0,173.0,154.0,163.0,151.0,127.0,1297.0,2720.0,0.0,2.3255813953488373,7.042253521126761,8.61244019138756,4.0,5.780346820809249,10.38961038961039,19.018404907975462,8.609271523178808,11.811023622047244,8.712413261372397,8.676470588235293
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111300,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Centro de Salud Familiar (CESFAM),Servicio de Salud,Glicemia alterada,0,9,17,21,25,26,31,31,25,15,323,523,18.0,86.0,142.0,209.0,200.0,173.0,154.0,163.0,151.0,127.0,1297.0,2720.0,0.0,10.465116279069768,11.971830985915492,10.047846889952153,12.5,15.028901734104046,20.12987012987013,19.018404907975462,16.55629139072848,11.811023622047244,24.903623747108714,19.22794117647059
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111300,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Centro de Salud Familiar (CESFAM),Servicio de Salud,Presion arterial elevada,3,7,12,17,16,24,20,32,19,20,438,608,18.0,86.0,142.0,209.0,200.0,173.0,154.0,163.0,151.0,127.0,1297.0,2720.0,16.666666666666664,8.13953488372093,8.450704225352112,8.133971291866029,8.0,13.872832369942195,12.987012987012985,19.631901840490798,12.582781456953644,15.748031496062993,33.77023901310717,22.35294117647059
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111300,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Centro de Salud Familiar (CESFAM),Servicio de Salud,Tabaquismo,6,26,24,35,36,26,29,37,18,29,132,398,18.0,86.0,142.0,209.0,200.0,173.0,154.0,163.0,151.0,127.0,1297.0,2720.0,33.33333333333333,30.23255813953488,16.901408450704224,16.74641148325359,18.0,15.028901734104046,18.83116883116883,22.699386503067483,11.920529801324504,22.83464566929134,10.17733230531997,14.632352941176471
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111301,Centro de Salud Familiar Nº 5,Centro de Salud Familiar (CESFAM),Servicio de Salud,Colesterol elevado,0,5,6,7,8,14,14,7,19,6,127,213,25.0,198.0,137.0,173.0,107.0,114.0,116.0,91.0,91.0,64.0,1168.0,2284.0,0.0,2.525252525252525,4.37956204379562,4.046242774566474,7.476635514018691,12.280701754385964,12.068965517241379,7.6923076923076925,20.87912087912088,9.375,10.873287671232877,9.325744308231174
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111301,Centro de Salud Familiar Nº 5,Centro de Salud Familiar (CESFAM),Servicio de Salud,Glicemia alterada,0,4,5,11,5,9,12,8,10,5,289,358,25.0,198.0,137.0,173.0,107.0,114.0,116.0,91.0,91.0,64.0,1168.0,2284.0,0.0,2.0202020202020203,3.64963503649635,6.358381502890173,4.672897196261682,7.894736842105263,10.344827586206897,8.791208791208792,10.989010989010989,7.8125,24.743150684931507,15.674255691768826
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111301,Centro de Salud Familiar Nº 5,Centro de Salud Familiar (CESFAM),Servicio de Salud,Presion arterial elevada,1,14,18,18,20,29,21,20,24,14,469,648,25.0,198.0,137.0,173.0,107.0,114.0,116.0,91.0,91.0,64.0,1168.0,2284.0,4.0,7.07070707070707,13.138686131386862,10.404624277456648,18.69158878504673,25.438596491228072,18.103448275862068,21.978021978021978,26.373626373626376,21.875,40.1541095890411,28.371278458844134
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111301,Centro de Salud Familiar Nº 5,Centro de Salud Familiar (CESFAM),Servicio de Salud,Tabaquismo,6,48,28,37,23,23,35,25,31,26,125,407,25.0,198.0,137.0,173.0,107.0,114.0,116.0,91.0,91.0,64.0,1168.0,2284.0,24.0,24.242424242424242,20.437956204379564,21.38728323699422,21.49532710280374,20.175438596491226,30.17241379310345,27.472527472527474,34.065934065934066,40.625,10.702054794520548,17.819614711033275
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111370,Centro de Salud Familiar Padre Orellana,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,1,7,20,24,31,28,44,46,43,70,430,744,16.0,251.0,382.0,474.0,473.0,407.0,313.0,322.0,338.0,371.0,2823.0,6170.0,6.25,2.788844621513944,5.2356020942408374,5.063291139240507,6.553911205073996,6.87960687960688,14.057507987220447,14.285714285714285,12.721893491124261,18.867924528301888,15.232022670917464,12.058346839546191
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111370,Centro de Salud Familiar Padre Orellana,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,0,9,15,19,34,30,39,47,44,67,591,895,16.0,251.0,382.0,474.0,473.0,407.0,313.0,322.0,338.0,371.0,2823.0,6170.0,0.0,3.5856573705179287,3.926701570680628,4.008438818565401,7.188160676532769,7.371007371007371,12.460063897763577,14.596273291925465,13.017751479289942,18.059299191374663,20.935175345377257,14.505672609400325
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111370,Centro de Salud Familiar Padre Orellana,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,0,3,8,17,18,29,33,41,38,37,298,522,16.0,251.0,382.0,474.0,473.0,407.0,313.0,322.0,338.0,371.0,2823.0,6170.0,0.0,1.1952191235059761,2.094240837696335,3.5864978902953584,3.8054968287526427,7.125307125307126,10.543130990415335,12.732919254658384,11.242603550295858,9.973045822102426,10.556145944031172,8.46029173419773
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111370,Centro de Salud Familiar Padre Orellana,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,3,51,74,102,87,82,69,66,76,75,406,1091,16.0,251.0,382.0,474.0,473.0,407.0,313.0,322.0,338.0,371.0,2823.0,6170.0,18.75,20.318725099601593,19.3717277486911,21.518987341772153,18.39323467230444,20.14742014742015,22.044728434504794,20.496894409937887,22.485207100591715,20.21563342318059,14.381863266029047,17.68233387358185
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111372,Centro de Salud Familiar Arauco,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,0,3,12,7,14,21,21,25,27,27,238,395,4.0,168.0,201.0,205.0,207.0,185.0,173.0,171.0,151.0,154.0,1265.0,2884.0,0.0,1.7857142857142856,5.970149253731343,3.414634146341464,6.763285024154589,11.351351351351353,12.138728323699421,14.619883040935672,17.880794701986755,17.532467532467532,18.814229249011856,13.696255201109569
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111372,Centro de Salud Familiar Arauco,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,0,4,9,11,8,15,18,22,27,25,346,485,4.0,168.0,201.0,205.0,207.0,185.0,173.0,171.0,151.0,154.0,1265.0,2884.0,0.0,2.380952380952381,4.477611940298507,5.365853658536586,3.864734299516908,8.108108108108109,10.404624277456648,12.865497076023392,17.880794701986755,16.233766233766232,27.35177865612648,16.816920943134537
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111372,Centro de Salud Familiar Arauco,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,0,0,5,10,10,13,13,23,18,22,145,259,4.0,168.0,201.0,205.0,207.0,185.0,173.0,171.0,151.0,154.0,1265.0,2884.0,0.0,0.0,2.4875621890547266,4.878048780487805,4.830917874396135,7.027027027027027,7.514450867052023,13.450292397660817,11.920529801324504,14.285714285714285,11.462450592885375,8.980582524271846
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111372,Centro de Salud Familiar Arauco,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,0,48,43,55,50,47,48,47,51,41,201,631,4.0,168.0,201.0,205.0,207.0,185.0,173.0,171.0,151.0,154.0,1265.0,2884.0,0.0,28.57142857142857,21.393034825870647,26.82926829268293,24.154589371980677,25.405405405405407,27.74566473988439,27.485380116959064,33.77483443708609,26.623376623376622,15.889328063241107,21.879334257975035
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111376,Centro de Salud Familiar Matta Sur,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,0,3,16,24,30,31,44,43,48,51,347,637,10.0,316.0,417.0,437.0,323.0,313.0,253.0,246.0,230.0,234.0,2012.0,4791.0,0.0,0.949367088607595,3.8369304556354913,5.491990846681922,9.287925696594428,9.904153354632587,17.391304347826086,17.479674796747968,20.869565217391305,21.794871794871796,17.246520874751493,13.29576288874974
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111376,Centro de Salud Familiar Matta Sur,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,0,14,17,21,17,36,31,42,34,57,539,808,10.0,316.0,417.0,437.0,323.0,313.0,253.0,246.0,230.0,234.0,2012.0,4791.0,0.0,4.430379746835443,4.07673860911271,4.805491990846682,5.263157894736842,11.501597444089457,12.25296442687747,17.073170731707318,14.782608695652174,24.358974358974358,26.789264413518886,16.86495512419119
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111376,Centro de Salud Familiar Matta Sur,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,0,6,12,18,22,21,34,29,16,11,114,283,10.0,316.0,417.0,437.0,323.0,313.0,253.0,246.0,230.0,234.0,2012.0,4791.0,0.0,1.89873417721519,2.877697841726619,4.118993135011442,6.811145510835913,6.7092651757188495,13.438735177865613,11.788617886178862,6.956521739130435,4.700854700854701,5.666003976143141,5.906908787309539
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111376,Centro de Salud Familiar Matta Sur,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,2,57,80,86,67,66,54,57,53,53,334,909,10.0,316.0,417.0,437.0,323.0,313.0,253.0,246.0,230.0,234.0,2012.0,4791.0,20.0,18.037974683544302,19.18465227817746,19.679633867276888,20.743034055727556,21.08626198083067,21.34387351778656,23.170731707317074,23.043478260869566,22.64957264957265,16.600397614314115,18.97307451471509
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111381,Centro de Salud Familiar Ignacio Domeyko,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,2,13,68,91,127,147,171,176,176,152,573,1696,45.0,352.0,689.0,778.0,746.0,725.0,696.0,701.0,574.0,581.0,3063.0,8950.0,4.444444444444445,3.6931818181818183,9.869375907111756,11.696658097686376,17.024128686327078,20.275862068965516,24.568965517241377,25.106990014265335,30.66202090592334,26.161790017211707,18.707149853085212,18.949720670391063
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111381,Centro de Salud Familiar Ignacio Domeyko,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,1,37,97,147,147,150,185,195,179,212,765,2115,45.0,352.0,689.0,778.0,746.0,725.0,696.0,701.0,574.0,581.0,3063.0,8950.0,2.2222222222222223,10.511363636363637,14.078374455732948,18.894601542416453,19.70509383378016,20.689655172413794,26.580459770114945,27.81740370898716,31.18466898954704,36.48881239242685,24.975514201762977,23.631284916201118
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111381,Centro de Salud Familiar Ignacio Domeyko,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,1,8,31,50,46,60,78,112,98,104,371,959,45.0,352.0,689.0,778.0,746.0,725.0,696.0,701.0,574.0,581.0,3063.0,8950.0,2.2222222222222223,2.272727272727273,4.499274310595065,6.426735218508997,6.166219839142091,8.275862068965518,11.206896551724139,15.977175463623395,17.073170731707318,17.900172117039588,12.112308194580477,10.71508379888268
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111381,Centro de Salud Familiar Ignacio Domeyko,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,6,50,76,91,72,97,68,80,60,74,458,1132,45.0,352.0,689.0,778.0,746.0,725.0,696.0,701.0,574.0,581.0,3063.0,8950.0,13.333333333333334,14.204545454545455,11.030478955007258,11.696658097686376,9.651474530831099,13.379310344827585,9.770114942528735,11.412268188302425,10.452961672473867,12.736660929432015,14.95266079007509,12.64804469273743
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,111305,Centro de Salud Familiar Dr. Norman Voulliéme,Centro de Salud Familiar (CESFAM),Servicio de Salud,Colesterol elevado,0,4,16,15,14,12,19,19,23,20,74,216,286.0,133.0,172.0,192.0,161.0,152.0,103.0,131.0,118.0,111.0,1178.0,2737.0,0.0,3.007518796992481,9.30232558139535,7.8125,8.695652173913043,7.894736842105263,18.446601941747574,14.50381679389313,19.491525423728813,18.01801801801802,6.281833616298811,7.891852393131166
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,111305,Centro de Salud Familiar Dr. Norman Voulliéme,Centro de Salud Familiar (CESFAM),Servicio de Salud,Glicemia alterada,9,35,52,63,77,69,39,49,62,44,329,828,286.0,133.0,172.0,192.0,161.0,152.0,103.0,131.0,118.0,111.0,1178.0,2737.0,3.146853146853147,26.31578947368421,30.23255813953488,32.8125,47.82608695652174,45.39473684210527,37.86407766990291,37.404580152671755,52.54237288135594,39.63963963963964,27.928692699490664,30.252100840336134
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,111305,Centro de Salud Familiar Dr. Norman Voulliéme,Centro de Salud Familiar (CESFAM),Servicio de Salud,Presion arterial elevada,5,10,20,34,28,33,25,40,22,36,497,750,286.0,133.0,172.0,192.0,161.0,152.0,103.0,131.0,118.0,111.0,1178.0,2737.0,1.7482517482517483,7.518796992481203,11.627906976744185,17.708333333333336,17.391304347826086,21.710526315789476,24.271844660194176,30.53435114503817,18.64406779661017,32.432432432432435,42.19015280135823,27.40226525392766
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,111305,Centro de Salud Familiar Dr. Norman Voulliéme,Centro de Salud Familiar (CESFAM),Servicio de Salud,Tabaquismo,4,26,41,53,42,39,26,37,36,29,146,479,286.0,133.0,172.0,192.0,161.0,152.0,103.0,131.0,118.0,111.0,1178.0,2737.0,1.3986013986013985,19.548872180451127,23.837209302325583,27.604166666666668,26.08695652173913,25.657894736842106,25.24271844660194,28.24427480916031,30.508474576271187,26.126126126126124,12.39388794567063,17.500913408841797
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,111307,Centro de Salud Familiar Enfermera Sofía Pincheira,Centro de Salud Familiar (CESFAM),Servicio de Salud,Colesterol elevado,2,7,14,18,14,32,32,39,32,33,217,440,9.0,145.0,135.0,122.0,109.0,119.0,118.0,134.0,111.0,95.0,1382.0,2479.0,22.22222222222222,4.827586206896552,10.37037037037037,14.754098360655737,12.844036697247708,26.89075630252101,27.11864406779661,29.1044776119403,28.82882882882883,34.73684210526316,15.701881331403763,17.749092375958046
