Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,IdEstablecimiento,establecimiento_master,tipo_establecimiento_master,dependencia_master,15_24_numerador,25_34_numerador,35_44_numerador,45_54_numerador,55_64_numerador,65_mas_numerador,total_15_mas_numerador,15_24_denominador,25_34_denominador,35_44_denominador,45_54_denominador,55_64_denominador,65_mas_denominador,total_15_mas_denominador,15_24_cobertura_pct,25_34_cobertura_pct,35_44_cobertura_pct,45_54_cobertura_pct,55_64_cobertura_pct,65_mas_cobertura_pct,total_15_mas_cobertura_pct
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,110310,Centro de Salud Familiar Andes,Centro de Salud Familiar (CESFAM),Servicio de Salud,104.0,317.0,251.0,236.0,194.0,1379.0,2481.0,2795.0,3695.0,3507.0,2878.0,2730.0,3802.0,19407.0,3.7209302325581395,8.57916102841678,7.1571143427430854,8.200138985406532,7.106227106227106,36.27038400841662,12.784046993352913
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,110320,Centro de Salud Familiar Lo Franco,Centro de Salud Familiar (CESFAM),Municipal,290.0,744.0,610.0,458.0,357.0,2756.0,5215.0,4790.0,6761.0,5119.0,4413.0,4542.0,5613.0,31238.0,6.05427974947808,11.004289306315634,11.916389919906232,10.378427373668705,7.85997357992074,49.10030286834135,16.694410653691016
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,110325,Centro de Salud Familiar Garín,Centro de Salud Familiar (CESFAM),Municipal,470.0,488.0,263.0,233.0,171.0,2135.0,3760.0,4126.0,5129.0,4177.0,4047.0,3974.0,5058.0,26511.0,11.391177896267571,9.51452524858647,6.296384965286091,5.757351124289597,4.302969300452944,42.21035982601819,14.182792048583606
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,110720,Centro Comunitario de Salud Familiar Catamarca,Centro Comunitario de Salud Familiar (CECOSF),Municipal,67.0,129.0,80.0,41.0,35.0,482.0,834.0,3.0,6.0,4.0,1.0,0.0,0.0,14.0,2233.333333333333,2150.0,2000.0,4100.0,,,5957.142857142857
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,110725,Centro Comunitario de Salud Familiar Antumalal,Centro Comunitario de Salud Familiar (CECOSF),Municipal,58.0,69.0,51.0,42.0,24.0,341.0,585.0,0.0,7.0,0.0,3.0,0.0,0.0,10.0,,985.7142857142858,,1400.0,,,5850.0
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,200342,Centro Comunitario de Salud Familiar Plaza México,Centro Comunitario de Salud Familiar (CECOSF),Municipal,131.0,106.0,45.0,25.0,25.0,187.0,519.0,1.0,3.0,2.0,1.0,2.0,0.0,9.0,13100.0,3533.3333333333335,2250.0,2500.0,1250.0,,5766.666666666666
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13128,Renca,110360,Centro de Salud Familiar Renca,Centro de Salud Familiar (CESFAM),Municipal,683.0,1204.0,926.0,746.0,650.0,3226.0,7435.0,7535.0,8752.0,7092.0,7428.0,7079.0,8969.0,46855.0,9.064366290643664,13.756855575868373,13.05696559503666,10.043080236941302,9.182087865517728,35.96833537741108,15.868103724255683
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13128,Renca,110361,Centro de Salud Familiar Bicentenario,Centro de Salud Familiar (CESFAM),Municipal,378.0,533.0,451.0,343.0,270.0,833.0,2808.0,4903.0,4822.0,4194.0,3809.0,2938.0,2230.0,22896.0,7.709565572098715,11.05350476980506,10.753457319980924,9.004988185875558,9.189925119128658,37.3542600896861,12.264150943396226
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13128,Renca,110362,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Centro de Salud Familiar (CESFAM),Municipal,453.0,592.0,565.0,450.0,291.0,1649.0,4000.0,4211.0,4588.0,4505.0,3664.0,3193.0,3934.0,24095.0,10.757539776775113,12.903225806451612,12.541620421753608,12.281659388646288,9.113686188537425,41.916624300965935,16.600954554886908
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13128,Renca,110364,Centro de Salud Familiar Huamachuco,Centro de Salud Familiar (CESFAM),Municipal,296.0,453.0,399.0,361.0,227.0,815.0,2551.0,2589.0,2704.0,2313.0,2461.0,1832.0,2227.0,14126.0,11.432985708767864,16.752958579881657,17.250324254215304,14.668833807395368,12.390829694323143,36.59631791647957,18.058898485063004
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,110378,Centro de Salud Familiar Dr. Edelberto Elgueta,Centro de Salud Familiar (CESFAM),Municipal,353.0,889.0,718.0,421.0,236.0,1261.0,3878.0,5160.0,6409.0,5173.0,4440.0,4631.0,4851.0,30664.0,6.841085271317829,13.871118739272898,13.879760293833366,9.481981981981983,5.096091556899158,25.994640280354563,12.646751891468824
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,110379,Centro de Salud Familiar Dr. Francisco Boris Soler,Centro de Salud Familiar (CESFAM),Municipal,157.0,392.0,311.0,240.0,130.0,1508.0,2738.0,4187.0,4683.0,3995.0,3847.0,3844.0,5318.0,25874.0,3.7497014568903753,8.370702541106128,7.784730913642053,6.238627501949571,3.3818938605619144,28.356525009402027,10.582051480250444
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,110380,Centro de Salud Familiar San Manuel,Centro de Salud Familiar (CESFAM),Municipal,62.0,155.0,155.0,87.0,80.0,348.0,887.0,1299.0,1422.0,1314.0,1313.0,1414.0,1918.0,8680.0,4.772902232486528,10.90014064697609,11.796042617960426,6.626047220106626,5.657708628005658,18.143899895724715,10.218894009216589
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,110381,Centro de Salud Familiar Alfarera Rosa Reyes Vilches,Centro de Salud Familiar (CESFAM),Municipal,77.0,149.0,108.0,78.0,46.0,262.0,720.0,785.0,921.0,818.0,742.0,744.0,804.0,4814.0,9.80891719745223,16.178067318132463,13.202933985330073,10.512129380053908,6.182795698924731,32.58706467661692,14.956377233070212
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,110440,Posta de Salud Rural Bollenar,Posta de Salud Rural (PSR),Municipal,46.0,77.0,49.0,33.0,31.0,221.0,457.0,1028.0,1096.0,974.0,830.0,864.0,945.0,5737.0,4.474708171206226,7.025547445255474,5.030800821355236,3.975903614457831,3.587962962962963,23.386243386243386,7.965835802684331
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,110445,Posta de Salud Rural Pahuilmo,Posta de Salud Rural (PSR),Municipal,65.0,132.0,89.0,62.0,43.0,190.0,581.0,643.0,740.0,588.0,515.0,687.0,699.0,3872.0,10.10886469673406,17.83783783783784,15.136054421768709,12.03883495145631,6.259097525473072,27.181688125894134,15.005165289256198
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,110455,Posta de Salud Rural Pabellón,Posta de Salud Rural (PSR),Municipal,15.0,49.0,24.0,22.0,10.0,170.0,290.0,168.0,194.0,139.0,147.0,164.0,275.0,1087.0,8.928571428571429,25.257731958762886,17.26618705035971,14.965986394557824,6.097560975609756,61.81818181818181,26.678932842686294
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,110778,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Centro Comunitario de Salud Familiar (CECOSF),Municipal,30.0,77.0,52.0,43.0,17.0,150.0,369.0,419.0,491.0,461.0,307.0,285.0,328.0,2291.0,7.159904534606206,15.682281059063136,11.279826464208242,14.006514657980457,5.964912280701754,45.73170731707317,16.10650371017023
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,110781,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Centro Comunitario de Salud Familiar (CECOSF),Municipal,16.0,24.0,30.0,10.0,13.0,57.0,150.0,412.0,402.0,246.0,262.0,189.0,135.0,1646.0,3.8834951456310676,5.970149253731343,12.195121951219512,3.816793893129771,6.878306878306878,42.22222222222222,9.113001215066829
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,110783,Centro Comunitario de Salud Familiar Codigua,Centro Comunitario de Salud Familiar (CECOSF),Municipal,33.0,52.0,39.0,26.0,9.0,34.0,193.0,126.0,94.0,127.0,110.0,147.0,172.0,776.0,26.190476190476193,55.319148936170215,30.708661417322837,23.636363636363637,6.122448979591836,19.767441860465116,24.871134020618555
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,200965,Centro de Salud Familiar Florencia,Centro de Salud Familiar (CESFAM),Municipal,99.0,209.0,190.0,128.0,71.0,188.0,885.0,1948.0,1903.0,1634.0,1208.0,770.0,679.0,8142.0,5.082135523613963,10.982658959537572,11.627906976744185,10.596026490066226,9.220779220779221,27.68777614138439,10.869565217391305
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,110393,Centro de Salud Familiar Villa Alhué,Centro de Salud Familiar (CESFAM),Municipal,40.0,115.0,91.0,57.0,38.0,377.0,718.0,747.0,1181.0,965.0,851.0,800.0,910.0,5454.0,5.35475234270415,9.737510584250634,9.430051813471502,6.698002350176263,4.75,41.42857142857143,13.164649798313164
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,110503,Centro Comunitario de Salud Familiar Hacienda Alhué,Centro Comunitario de Salud Familiar (CECOSF),Municipal,38.0,101.0,42.0,18.0,12.0,126.0,337.0,66.0,147.0,96.0,53.0,41.0,47.0,450.0,57.57575757575758,68.70748299319727,43.75,33.9622641509434,29.268292682926827,268.0851063829787,74.8888888888889
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,110505,Posta de Salud Rural Pichi,Posta de Salud Rural (PSR),Municipal,3.0,15.0,10.0,9.0,3.0,33.0,73.0,1.0,3.0,1.0,2.0,2.0,3.0,12.0,300.0,500.0,1000.0,450.0,150.0,1100.0,608.3333333333333
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,110510,Posta de Salud Rural El Asiento,Posta de Salud Rural (PSR),Municipal,14.0,43.0,34.0,21.0,6.0,25.0,143.0,4.0,13.0,9.0,4.0,4.0,10.0,44.0,350.0,330.7692307692308,377.77777777777777,525.0,150.0,250.0,325.0
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,110515,Posta de Salud Rural Santa María,Posta de Salud Rural (PSR),Municipal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,6.0,,0.0,,0.0,0.0,,0.0
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,110477,Centro Comunitario de Salud Familiar María Salas,Centro Comunitario de Salud Familiar (CECOSF),Servicio de Salud,28.0,73.0,81.0,65.0,57.0,341.0,645.0,54.0,56.0,62.0,45.0,58.0,80.0,355.0,51.85185185185185,130.35714285714286,130.64516129032256,144.44444444444443,98.27586206896551,426.25,181.69014084507043
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,110760,Centro Comunitario de Salud Familiar Valmi  Aguirre,Centro Comunitario de Salud Familiar (CECOSF),Servicio de Salud,17.0,33.0,33.0,16.0,17.0,263.0,379.0,109.0,137.0,144.0,110.0,138.0,209.0,847.0,15.59633027522936,24.087591240875913,22.916666666666664,14.545454545454545,12.318840579710146,125.83732057416267,44.74616292798111
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,110385,Centro de Salud Familiar Adriana Madrid De Costabal,Centro de Salud Familiar (CESFAM),Municipal,71.0,165.0,132.0,105.0,88.0,598.0,1159.0,912.0,1057.0,916.0,914.0,881.0,1054.0,5734.0,7.785087719298247,15.610217596972564,14.41048034934498,11.487964989059082,9.988649262202042,56.73624288425047,20.212765957446805
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,110465,Posta de Salud Rural Santa Emilia,Posta de Salud Rural (PSR),Municipal,25.0,47.0,39.0,39.0,27.0,176.0,353.0,538.0,563.0,443.0,415.0,373.0,411.0,2743.0,4.646840148698884,8.348134991119005,8.803611738148984,9.397590361445783,7.238605898123325,42.82238442822384,12.869121399927085
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,110470,Posta de Salud Rural Las Mercedes ( María Pinto ),Posta de Salud Rural (PSR),Municipal,13.0,18.0,19.0,16.0,13.0,110.0,189.0,183.0,246.0,248.0,162.0,204.0,239.0,1282.0,7.103825136612022,7.317073170731707,7.661290322580645,9.876543209876543,6.372549019607843,46.02510460251046,14.742589703588143
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,110475,Posta de Salud Rural Chorombo,Posta de Salud Rural (PSR),Municipal,30.0,28.0,50.0,36.0,35.0,190.0,369.0,413.0,488.0,437.0,380.0,440.0,416.0,2574.0,7.263922518159806,5.737704918032787,11.441647597254006,9.473684210526317,7.954545454545454,45.67307692307692,14.335664335664337
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,110387,Centro de Salud Familiar San Pedro,Centro de Salud Familiar (CESFAM),Municipal,58.0,144.0,178.0,128.0,82.0,211.0,801.0,1406.0,1569.0,1302.0,1116.0,1116.0,1495.0,8004.0,4.125177809388336,9.177820267686425,13.671274961597543,11.469534050179211,7.347670250896058,14.11371237458194,10.007496251874063
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,110485,Posta de Salud Rural Loica,Posta de Salud Rural (PSR),Municipal,3.0,8.0,10.0,5.0,7.0,79.0,112.0,165.0,224.0,123.0,85.0,77.0,115.0,789.0,1.8181818181818181,3.571428571428571,8.130081300813007,5.88235294117647,9.090909090909092,68.69565217391305,14.195183776932826
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,110490,Posta de Salud Rural La Manga,Posta de Salud Rural (PSR),Municipal,0.0,1.0,4.0,2.0,1.0,22.0,30.0,66.0,67.0,60.0,57.0,43.0,65.0,358.0,0.0,1.4925373134328357,6.666666666666667,3.508771929824561,2.3255813953488373,33.84615384615385,8.379888268156424
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,110492,Posta de Salud Rural Nihue,Posta de Salud Rural (PSR),Municipal,2.0,13.0,8.0,1.0,1.0,45.0,70.0,49.0,67.0,60.0,55.0,40.0,48.0,319.0,4.081632653061225,19.402985074626866,13.333333333333334,1.8181818181818181,2.5,93.75,21.9435736677116
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,110495,Posta de Salud Rural El Prado,Posta de Salud Rural (PSR),Municipal,6.0,11.0,20.0,14.0,4.0,35.0,90.0,155.0,238.0,145.0,86.0,46.0,58.0,728.0,3.870967741935484,4.621848739495799,13.793103448275861,16.27906976744186,8.695652173913043,60.3448275862069,12.362637362637363
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,110390,Centro de Salud Familiar Dr. Alberto Allende Jones,Centro de Salud Familiar (CESFAM),Municipal,318.0,960.0,840.0,591.0,434.0,2318.0,5461.0,7910.0,9080.0,7162.0,6804.0,7273.0,7441.0,45670.0,4.020227560050569,10.572687224669604,11.728567439262775,8.686067019400353,5.9672762271414825,31.151726918424945,11.957521348806656
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,110400,Posta de Salud Rural Aliro Cárcarmo (Lonquén),Posta de Salud Rural (PSR),Municipal,45.0,83.0,67.0,65.0,42.0,214.0,516.0,34.0,73.0,60.0,39.0,30.0,28.0,264.0,132.35294117647058,113.69863013698631,111.66666666666667,166.66666666666669,140.0,764.2857142857143,195.45454545454547
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,200365,Centro Comunitario de Salud Familiar Villa Los Presidentes,Centro Comunitario de Salud Familiar (CECOSF),Municipal,31.0,100.0,104.0,82.0,40.0,91.0,448.0,61.0,89.0,63.0,38.0,27.0,20.0,298.0,50.81967213114754,112.35955056179776,165.07936507936506,215.78947368421052,148.14814814814815,455.0,150.33557046979865
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,110370,Centro de Salud Familiar El Monte,Centro de Salud Familiar (CESFAM),Municipal,238.0,469.0,420.0,358.0,260.0,1167.0,2912.0,4446.0,5108.0,4460.0,3983.0,3816.0,3902.0,25715.0,5.353126405757984,9.181675802662491,9.417040358744394,8.988199849359779,6.813417190775681,29.90773962070733,11.324129885280964
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,200454,Centro Comunitario de Salud Familiar Lo Chacón,Centro Comunitario de Salud Familiar (CECOSF),Municipal,50.0,105.0,101.0,74.0,45.0,203.0,578.0,98.0,105.0,155.0,82.0,106.0,107.0,653.0,51.02040816326531,100.0,65.16129032258064,90.2439024390244,42.45283018867924,189.7196261682243,88.51454823889739
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110375,Centro de Salud Familiar Isla de Maipo,Centro de Salud Familiar (CESFAM),Municipal,73.0,191.0,199.0,144.0,115.0,777.0,1499.0,3505.0,3821.0,3251.0,3149.0,3218.0,3406.0,20350.0,2.0827389443651927,4.998691442030882,6.121193478929561,4.572880279453795,3.5736482287134863,22.812683499706402,7.3660933660933665
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110425,Centro de Salud Familiar La Islita,Centro de Salud Familiar (CESFAM),Municipal,78.0,155.0,166.0,139.0,74.0,348.0,960.0,686.0,847.0,692.0,638.0,422.0,394.0,3679.0,11.370262390670554,18.299881936245573,23.98843930635838,21.786833855799372,17.535545023696685,88.3248730964467,26.09404729546072
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110430,Posta de Salud Rural San Antonio de Naltagua,Posta de Salud Rural (PSR),Municipal,29.0,53.0,36.0,22.0,21.0,108.0,269.0,86.0,85.0,94.0,74.0,70.0,71.0,480.0,33.72093023255814,62.35294117647059,38.297872340425535,29.72972972972973,30.0,152.11267605633802,56.041666666666664
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110431,Posta de Salud Rural Gacitúa,Posta de Salud Rural (PSR),Municipal,20.0,29.0,28.0,15.0,12.0,90.0,194.0,97.0,112.0,95.0,75.0,98.0,103.0,580.0,20.618556701030926,25.892857142857146,29.47368421052631,20.0,12.244897959183673,87.37864077669903,33.44827586206897
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110432,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Posta de Salud Rural (PSR),Municipal,5.0,10.0,16.0,9.0,4.0,107.0,151.0,91.0,139.0,100.0,80.0,93.0,86.0,589.0,5.4945054945054945,7.194244604316546,16.0,11.25,4.301075268817205,124.4186046511628,25.636672325976228
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,110775,Centro Comunitario de Salud Familiar La Islita,Centro Comunitario de Salud Familiar (CECOSF),Municipal,21.0,44.0,36.0,15.0,23.0,122.0,261.0,116.0,209.0,139.0,116.0,157.0,115.0,852.0,18.103448275862068,21.052631578947366,25.899280575539567,12.931034482758621,14.64968152866242,106.08695652173914,30.633802816901408
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,200385,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Centro Comunitario de Salud Familiar (CECOSF),Municipal,14.0,44.0,36.0,26.0,21.0,112.0,253.0,114.0,95.0,101.0,103.0,100.0,136.0,649.0,12.280701754385964,46.31578947368421,35.64356435643564,25.24271844660194,21.0,82.35294117647058,38.983050847457626
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,110366,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Centro de Salud Familiar (CESFAM),Municipal,622.0,1084.0,940.0,701.0,476.0,2759.0,6582.0,7254.0,8092.0,6717.0,6421.0,6087.0,6401.0,40972.0,8.574579542321478,13.395946613939694,13.994342712520472,10.91730260084099,7.819944143256119,43.1026402124668,16.06462950307527
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,110308,Centro de Salud Familiar Peñaflor,Centro de Salud Familiar (CESFAM),Municipal,238.0,670.0,652.0,560.0,439.0,2287.0,4846.0,5631.0,5827.0,4499.0,4988.0,4704.0,5689.0,31338.0,4.2266027348605935,11.498198043590184,14.49210935763503,11.226944667201282,9.33248299319728,40.20038671119705,15.463654349352224
2023,establecimiento,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,110369,Centro de Salud Familiar Dr. Fernando Monckeberg,Centro de Salud Familiar (CESFAM),Municipal,395.0,766.0,650.0,594.0,410.0,1781.0,4596.0,5858.0,6390.0,5242.0,5426.0,4964.0,5017.0,32897.0,6.742915670877432,11.987480438184663,12.399847386493706,10.9472908219683,8.259468170829976,35.49930237193542,13.970878803538318
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111300,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Centro de Salud Familiar (CESFAM),Servicio de Salud,104.0,351.0,373.0,317.0,278.0,1297.0,2720.0,5560.0,9712.0,9392.0,6548.0,5609.0,6658.0,43479.0,1.870503597122302,3.6140856672158153,3.9714650766609885,4.841172877214417,4.956320199679087,19.480324421748275,6.255893649807954
2023,establecimiento,11,Servicio de Salud Metropolitano Central,13101,Santiago,111301,Centro de Salud Familiar Nº 5,Centro de Salud Familiar (CESFAM),Servicio de Salud,223.0,310.0,221.0,207.0,155.0,1168.0,2284.0,2984.0,3599.0,3795.0,3182.0,2894.0,4122.0,20576.0,7.473190348525469,8.613503751041957,5.823451910408433,6.505342551854179,5.355908776779543,28.335759340126152,11.100311041990668
