Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,15_24_numerador,25_34_numerador,35_44_numerador,45_54_numerador,55_64_numerador,65_mas_numerador,total_15_mas_numerador,15_24_denominador,25_34_denominador,35_44_denominador,45_54_denominador,55_64_denominador,65_mas_denominador,total_15_mas_denominador,15_24_cobertura_pct,25_34_cobertura_pct,35_44_cobertura_pct,45_54_cobertura_pct,55_64_cobertura_pct,65_mas_cobertura_pct,total_15_mas_cobertura_pct
2023,comuna,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,1102,2408,1962,1650,1299,9170,17591,15596,18144,14544,13971,14789,20962,98006,7.065914337009489,13.271604938271606,13.490099009900991,11.810178226325961,8.783555345188992,43.74582577998283,17.94890108768851
2023,comuna,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,990,2325,1686,1475,1084,4908,12468,10334,11810,8973,9642,8532,9968,59259,9.580027095026129,19.68670618120237,18.789702440655297,15.297656087948559,12.705110173464604,49.23756019261637,21.039842049308966
2023,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,292,946,976,755,482,3696,7154,9364,14560,12389,9263,8388,11585,65549,3.1183255019222553,6.497252747252748,7.877956251513439,8.150707114325813,5.746304244158321,31.903323262839876,10.913972753207524
2023,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,1577,3311,2783,2250,1542,5975,17438,23133,25778,21027,20118,18098,14547,122701,6.817101110967016,12.844285825122197,13.235364055737861,11.184014315538324,8.520278483810365,41.073760912903005,14.211783115052038
2023,comuna,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,1144,2434,2207,1802,1303,8546,17436,16078,20217,17195,15438,14518,18943,102389,7.115312849856947,12.039372805065044,12.835126490258798,11.672496437362351,8.97506543601047,45.11429023913847,17.029173055699342
2023,comuna,9,Servicio de Salud Metropolitano Norte,13301,Colina,1543,3376,3127,2364,1260,4355,16025,16136,19153,16192,14116,11296,9919,86812,9.562469013386217,17.626481491150212,19.312005928853754,16.746953811277983,11.154390934844193,43.90563564875492,18.45942957194858
2023,comuna,9,Servicio de Salud Metropolitano Norte,13302,Lampa,1019,2232,1739,1088,607,2714,9399,11433,12592,10293,8769,7485,6598,57170,8.912796291437068,17.72554002541296,16.894977168949772,12.407344052913674,8.109552438209752,41.13367687177933,16.440440790624454
2023,comuna,9,Servicio de Salud Metropolitano Norte,13303,Tiltil,88,184,154,130,82,349,987,2130,2314,1759,1751,1837,1876,11667,4.131455399061033,7.951598962834917,8.754974417282547,7.424328954882924,4.463799673380512,18.603411513859275,8.45975829262021
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,1037,2061,1506,1264,884,5373,12125,17148,21249,16734,17024,14947,16617,103719,6.047352460928388,9.699279966116052,8.999641448547866,7.424812030075188,5.914230280323811,32.33435638201841,11.690239975317926
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,1678,3277,2670,2274,1559,7108,18566,16806,20672,16772,17728,16085,20208,108271,9.984529334761396,15.852360681114552,15.919389458621511,12.827166064981949,9.692259869443582,35.17418844022169,17.147712683913515
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,2650,4651,3957,3464,3247,10434,28403,28464,33843,26938,26189,27735,25987,169156,9.31000562113547,13.74287149484384,14.68928650976316,13.226927335904387,11.707229132864612,40.15084465309578,16.7910094823713
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,1120,1853,1300,1035,806,7280,13394,11715,15601,12809,11343,11248,14473,77189,9.560392658984208,11.877443753605538,10.149113904286049,9.124570219518645,7.165718349928876,50.30055966282042,17.35221339828214
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13128,Renca,1810,2782,2341,1900,1438,6523,16794,19238,20866,18104,17362,15042,17360,107972,9.408462418130782,13.332694335282277,12.930844012372955,10.943439695887571,9.559898949607765,37.574884792626726,15.554032526951431
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,953,2205,1765,1150,686,4389,11148,16175,18355,15469,13721,13739,16124,93583,5.891808346213292,12.013075456278944,11.409916607408366,8.381313315356023,4.993085377392823,27.220292731332172,11.912419990810296
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,95,274,177,105,59,561,1271,818,1346,1071,912,849,970,5966,11.613691931540341,20.356612184249627,16.5266106442577,11.513157894736842,6.9493521790341575,57.83505154639176,21.304056319141804
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,45,106,114,81,74,604,1024,163,193,206,155,196,289,1202,27.607361963190186,54.92227979274611,55.33980582524271,52.25806451612903,37.755102040816325,208.99653979238755,85.19134775374376
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,139,258,240,196,163,1074,2070,2046,2354,2044,1871,1898,2120,12333,6.793743890518083,10.960067969413764,11.741682974559687,10.47568145376804,8.587987355110643,50.66037735849057,16.78423741182194
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,69,177,220,150,95,392,1103,1841,2165,1690,1399,1322,1781,10198,3.7479630635524175,8.175519630484988,13.017751479289942,10.72194424588992,7.18608169440242,22.01010668163953,10.815846244361639
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,394,1143,1011,738,516,2623,6425,8005,9242,7285,6881,7330,7489,46232,4.921923797626484,12.367452932265744,13.877831159917639,10.725185292835343,7.03956343792633,35.02470289758312,13.89730057103305
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,288,574,521,432,305,1370,3490,4544,5213,4615,4065,3922,4009,26368,6.338028169014084,11.010934202954154,11.289274106175515,10.62730627306273,7.776644569097399,34.17311050137191,13.235740291262136
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,240,526,517,370,270,1664,3587,4695,5308,4472,4235,4158,4311,27179,5.111821086261981,9.909570459683497,11.5608228980322,8.736717827626919,6.493506493506493,38.59893296218975,13.197689392545717
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,622,1084,940,701,476,2759,6582,7254,8092,6717,6421,6087,6401,40972,8.574579542321478,13.395946613939694,13.994342712520472,10.91730260084099,7.819944143256119,43.1026402124668,16.06462950307527
2023,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,633,1436,1302,1154,849,4068,9442,11489,12217,9741,10414,9668,10706,64235,5.509617895378187,11.754113121060817,13.366184170003079,11.081236796619935,8.781547372776169,37.997384644124786,14.699151552891726
2023,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,1489,4244,3973,3399,3066,11628,27799,26038,40713,38168,28276,25645,34071,192911,5.718565173976496,10.424188834033355,10.409243345210648,12.020795020512095,11.955546890232014,34.12873117900854,14.410272094385492
2023,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,608,660,573,523,461,2669,5494,6551,6534,5188,5374,5752,8064,37463,9.281025797588155,10.1010101010101,11.044718581341558,9.732043170822479,8.014603616133519,33.09771825396825,14.665136267784215
2023,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,587,1743,1358,1144,1085,3939,9856,11093,17229,12345,9305,9510,11598,71080,5.291625349319391,10.11666376458297,11.000405022276224,12.294465341214401,11.409043112513144,33.96275219865494,13.866066404051772
2023,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,3175,6031,5176,4458,4702,19181,42723,40235,41791,30634,31293,41097,46906,231956,7.891139555113708,14.431336890718097,16.896259058562382,14.245997507429777,11.441224420273986,40.89242314416066,18.418579385745574
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,310,575,529,637,555,3861,6467,4807,5741,4727,5294,5535,8921,35025,6.448928645724984,10.015676711374324,11.191030251745293,12.03248961088024,10.02710027100271,43.27990135635019,18.46395431834404
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,771,1152,1072,1275,1262,8371,13903,6993,9114,8904,10486,12334,21564,69395,11.025311025311026,12.639894667544437,12.039532794249777,12.159069235170703,10.231879357872547,38.81932851048043,20.034584624252467
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,268,571,568,554,360,2441,4762,4846,6176,5974,6722,6821,5643,36182,5.530334296326868,9.245466321243523,9.507867425510545,8.241594763463254,5.27781850168597,43.25713273081694,13.161240395776904
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,1414,2963,2395,2110,1949,8709,19540,14302,19688,16269,15525,15257,20179,101220,9.886729128793176,15.049776513612354,14.721249001167866,13.590982286634459,12.77446418037622,43.15872937211953,19.304485279589016
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,836,1980,1669,1223,1293,7737,14738,7436,10423,9737,9030,11058,20689,68373,11.242603550295858,18.99645015830375,17.140803122111535,13.543743078626798,11.69289202387412,37.396684228333896,21.555292293741683
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13122,Peñalolén,2871,4333,3534,3401,2440,14132,30711,28658,34752,27852,28973,24455,28733,173423,10.01814502058762,12.468347145488028,12.688496337785438,11.738515169295551,9.977509711715395,49.18386524205617,17.7087237563645
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13123,Providencia,548,1453,1359,1170,1127,7235,12892,5691,9065,9090,8373,9118,17383,58720,9.629239149534353,16.028681742967457,14.95049504950495,13.973486205661054,12.360166703224392,41.62112408675143,21.955040871934607
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13132,Vitacura,149,323,435,639,544,2245,4335,1222,1583,2086,3204,3645,5102,16842,12.193126022913257,20.40429564118762,20.853307766059444,19.9438202247191,14.924554183813443,44.00235201881615,25.739223370146064
2023,comuna,13,Servicio de Salud Metropolitano Sur,13105,El Bosque,2604,5273,4114,2947,2299,10713,27950,25414,29719,24277,21413,21160,23161,145144,10.246320925474148,17.742858104243076,16.946080652469416,13.762667538411247,10.8648393194707,46.25447951297439,19.25673813592019
2023,comuna,13,Servicio de Salud Metropolitano Sur,13109,La Cisterna,731,1980,1646,1159,941,5007,11464,8268,10954,9106,7787,8031,12344,56490,8.841315916787615,18.075588825999635,18.075993850208654,14.883780660074484,11.71709625202341,40.56221646143875,20.293857319879624
2023,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,803,2020,1351,983,1064,3729,9950,12831,16650,12650,10999,13135,13204,79469,6.258280726365832,12.132132132132133,10.679841897233201,8.93717610691881,8.100494861058241,28.241441987276584,12.520605519133246
2023,comuna,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,2366,3384,2707,1864,1813,7634,19768,13672,18031,14889,12997,15618,17431,92638,17.30544177881802,18.76767788808164,18.181207602928335,14.341771177964146,11.608400563452427,43.795536687510754,21.338975366480277
