Ano,IdRegion,IdServicio,IdComuna,IdEstablecimiento,codigo_madre_master,IdServicio_master,servicio_salud_master,dependencia_master,IdComuna_master,comuna_master,tipo_establecimiento_master,establecimiento_master,nivel_atencion_master,estado_funcionamiento_master,es_aps,sin_match_master,total_15_mas,total_hombres,total_mujeres,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,15_19_hombres,20_24_hombres,25_29_hombres,30_34_hombres,35_39_hombres,40_44_hombres,45_49_hombres,50_54_hombres,55_59_hombres,60_64_hombres,20_64_hombres,65_mas_hombres,15_19_mujeres,20_24_mujeres,25_29_mujeres,30_34_mujeres,35_39_mujeres,40_44_mujeres,45_49_mujeres,50_54_mujeres,55_59_mujeres,60_64_mujeres,20_64_mujeres,65_mas_mujeres,pueblos_originarios,migrantes
2025,13,10,13124,110752,110354,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,Primario,Vigente en Operación Habitual,True,False,446,132,314,5,18,23,22,24,23,19,11,17,31,253,0,2,10,9,3,1,3,3,4,6,41,91,5,16,13,13,21,22,16,8,13,25,147,162,0.0,0.0
2025,13,10,13124,110754,110354,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Río Claro,Primario,Vigente en Operación Habitual,True,False,383,106,277,0,29,19,38,31,19,23,19,22,37,146,0,7,4,7,5,6,6,3,7,5,50,56,0,22,15,31,26,13,17,16,15,32,187,90,0.0,0.0
2025,13,10,13124,110756,110350,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Mar Caribe,Primario,Vigente en Operación Habitual,True,False,595,243,352,21,15,28,19,30,33,29,53,54,52,261,12,7,13,5,8,8,12,22,36,25,136,95,9,8,15,14,22,25,17,31,18,27,177,166,0.0,0.0
2025,13,10,13124,110758,110350,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Corina,Primario,Vigente en Operación Habitual,True,False,664,216,448,17,21,31,28,26,28,41,66,56,52,298,4,3,7,6,8,10,14,26,22,18,114,98,13,18,24,22,18,18,27,40,34,34,235,200,0.0,0.0
2025,13,10,13124,201353,,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Unión y Esfuerzo Rural,Primario,Vigente en Operación Habitual,True,False,561,198,363,20,32,62,70,35,44,36,60,48,42,112,6,9,11,19,11,17,15,22,21,17,142,50,14,23,51,51,24,27,21,38,27,25,287,62,0.0,0.0
2025,13,10,13126,110310,,10,Servicio de Salud Metropolitano Occidente,Servicio de Salud,13126,Quinta Normal,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Andes,Primario,Vigente en Operación Habitual,True,False,2339,777,1562,15,76,99,140,125,138,117,155,140,150,1184,2,20,22,36,30,38,43,55,53,54,351,424,13,56,77,104,95,100,74,100,87,96,789,760,0.0,0.0
2025,13,10,13126,110320,,10,Servicio de Salud Metropolitano Occidente,Municipal,13126,Quinta Normal,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lo Franco,Primario,Vigente en Operación Habitual,True,False,8131,3162,4969,0,590,773,780,567,506,400,524,534,628,2829,0,234,414,275,217,179,119,189,192,240,2059,1103,0,356,359,505,350,327,281,335,342,388,3243,1726,0.0,0.0
2025,13,10,13126,110325,,10,Servicio de Salud Metropolitano Occidente,Municipal,13126,Quinta Normal,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Garín,Primario,Vigente en Operación Habitual,True,False,5992,2471,3521,320,543,381,316,253,251,251,327,338,457,2555,106,217,167,122,91,98,107,145,152,203,1302,1063,214,326,214,194,162,153,144,182,186,254,1815,1492,0.0,0.0
2025,13,10,13126,110720,110320,10,Servicio de Salud Metropolitano Occidente,Municipal,13126,Quinta Normal,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Catamarca,Primario,Vigente en Operación Habitual,True,False,1186,492,694,0,64,55,66,81,65,59,80,64,97,555,0,28,29,25,43,36,22,34,21,44,282,210,0,36,26,41,38,29,37,46,43,53,349,345,0.0,0.0
2025,13,10,13126,110725,110325,10,Servicio de Salud Metropolitano Occidente,Municipal,13126,Quinta Normal,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Antumalal,Primario,Vigente en Operación Habitual,True,False,849,370,479,44,64,56,39,46,39,50,46,55,68,342,23,26,23,17,16,13,20,22,21,44,202,145,21,38,33,22,30,26,30,24,34,24,261,197,0.0,0.0
2025,13,10,13126,200342,110325,10,Servicio de Salud Metropolitano Occidente,Municipal,13126,Quinta Normal,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Plaza México,Primario,Vigente en Operación Habitual,True,False,1143,500,643,44,123,128,106,83,69,84,65,57,79,305,12,58,57,47,44,36,39,32,31,36,380,108,32,65,71,59,39,33,45,33,26,43,414,197,0.0,0.0
2025,13,10,13128,110360,,10,Servicio de Salud Metropolitano Occidente,Municipal,13128,Renca,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Renca,Primario,Vigente en Operación Habitual,True,False,10210,3353,6857,594,353,380,461,476,494,641,773,871,1190,3977,222,82,83,105,103,138,191,246,306,436,1690,1441,372,271,297,356,373,356,450,527,565,754,3949,2536,0.0,0.0
2025,13,10,13128,110361,,10,Servicio de Salud Metropolitano Occidente,Municipal,13128,Renca,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Bicentenario,Primario,Vigente en Operación Habitual,True,False,6733,2093,4640,681,441,430,486,478,463,522,653,644,661,1274,199,91,92,135,137,133,176,218,230,234,1446,448,482,350,338,351,341,330,346,435,414,427,3332,826,0.0,0.0
2025,13,10,13128,110362,,10,Servicio de Salud Metropolitano Occidente,Municipal,13128,Renca,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Hernán Urzúa Merino,Primario,Vigente en Operación Habitual,True,False,5884,2294,3590,360,298,276,321,305,407,475,507,395,616,1924,123,107,102,111,119,157,196,201,171,278,1442,729,237,191,174,210,186,250,279,306,224,338,2158,1195,0.0,0.0
2025,13,10,13128,110364,,10,Servicio de Salud Metropolitano Occidente,Municipal,13128,Renca,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Huamachuco,Primario,Vigente en Operación Habitual,True,False,3650,1411,2239,259,266,249,289,259,226,243,298,262,233,1066,80,100,85,108,95,82,89,113,104,100,876,455,179,166,164,181,164,144,154,185,158,133,1449,611,0.0,0.0
2025,13,10,13128,202205,,10,Servicio de Salud Metropolitano Occidente,Municipal,13128,Renca,Centro de Salud Familiar (CESFAM),CESFAM Cerro Colorado,Primario,Vigente en operación habitual,True,False,135,37,98,1,8,4,5,5,8,10,12,10,10,62,1,2,1,1,1,3,1,0,3,4,16,20,0,6,3,4,4,5,9,12,7,6,56,42,0.0,0.0
2025,13,10,13501,110378,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Edelberto Elgueta,Primario,Vigente en Operación Habitual,True,False,5056,1823,3233,0,341,410,426,426,396,341,333,323,375,1685,0,117,126,151,154,132,100,119,113,144,1156,667,0,224,284,275,272,264,241,214,210,231,2215,1018,0.0,0.0
2025,13,10,13501,110379,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Francisco Boris Soler,Primario,Vigente en Operación Habitual,True,False,5559,1854,3705,0,533,587,521,480,344,268,225,203,121,2277,0,155,162,142,141,96,80,73,81,34,964,890,0,378,425,379,339,248,188,152,122,87,2318,1387,0.0,0.0
2025,13,10,13501,110380,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Manuel,Primario,Vigente en Operación Habitual,True,False,1600,664,936,21,60,87,90,101,122,95,129,134,192,569,4,22,42,31,39,51,31,46,54,73,389,271,17,38,45,59,62,71,64,83,80,119,621,298,0.0,0.0
2025,13,10,13501,110381,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Alfarera Rosa Reyes Vilches,Primario,Vigente en Operación Habitual,True,False,1177,501,676,4,41,72,83,89,99,88,93,96,111,401,1,17,30,28,38,47,37,32,32,55,316,184,3,24,42,55,51,52,51,61,64,56,456,217,0.0,0.0
2025,13,10,13501,110440,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Posta de Salud Rural (PSR),Posta de Salud Rural Bollenar,Primario,Vigente en Operación Habitual,True,False,1135,375,760,8,50,101,75,75,74,76,81,110,103,382,1,13,32,18,24,20,30,19,33,31,220,154,7,37,69,57,51,54,46,62,77,72,525,228,0.0,0.0
2025,13,10,13501,110445,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Posta de Salud Rural (PSR),Posta de Salud Rural Pahuilmo,Primario,Vigente en Operación Habitual,True,False,866,365,501,18,39,52,65,53,57,36,47,82,84,333,11,18,23,26,27,21,10,15,27,40,207,147,7,21,29,39,26,36,26,32,55,44,308,186,0.0,0.0
2025,13,10,13501,110455,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Posta de Salud Rural (PSR),Posta de Salud Rural Pabellón,Primario,Vigente en Operación Habitual,True,False,280,93,187,0,22,24,14,22,15,17,11,3,3,149,0,4,4,2,1,5,4,2,0,1,23,70,0,18,20,12,21,10,13,9,3,2,108,79,0.0,0.0
2025,13,10,13501,110778,110378,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Primario,Vigente en Operación Habitual,True,False,749,268,481,10,34,37,43,41,59,50,54,64,73,284,5,13,13,7,14,21,10,18,19,24,139,124,5,21,24,36,27,38,40,36,45,49,316,160,0.0,0.0
2025,13,10,13501,110781,200965,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Primario,Vigente en Operación Habitual,True,False,377,131,246,1,47,52,42,46,31,22,30,17,11,78,0,12,13,11,16,11,5,14,10,7,99,32,1,35,39,31,30,20,17,16,7,4,199,46,0.0,0.0
2025,13,10,13501,110783,110380,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Codigua,Primario,Vigente en Operación Habitual,True,False,274,103,171,4,13,10,9,16,25,21,19,25,32,100,1,4,1,2,2,3,9,7,8,12,48,54,3,9,9,7,14,22,12,12,17,20,122,46,0.0,0.0
2025,13,10,13501,200965,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Florencia,Primario,Vigente en Operación Habitual,True,False,2169,752,1417,18,204,206,205,234,214,166,178,158,150,436,4,59,58,67,79,70,54,64,60,64,575,173,14,145,148,138,155,144,112,114,98,86,1140,263,0.0,0.0
2025,13,10,13502,110393,,10,Servicio de Salud Metropolitano Occidente,Municipal,13502,Alhué,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Villa Alhué,Primario,Vigente en Operación Habitual,True,False,1035,464,571,0,37,41,56,53,60,70,69,62,65,522,0,19,21,26,22,30,24,29,27,29,227,237,0,18,20,30,31,30,46,40,35,36,286,285,0.0,0.0
2025,13,10,13502,110503,110393,10,Servicio de Salud Metropolitano Occidente,Municipal,13502,Alhué,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Hacienda Alhué,Primario,Vigente en Operación Habitual,True,False,614,289,325,0,76,101,61,59,42,35,31,23,20,166,0,44,48,24,29,22,15,16,12,8,218,71,0,32,53,37,30,20,20,15,11,12,230,95,0.0,0.0
2025,13,10,13502,110505,,10,Servicio de Salud Metropolitano Occidente,Municipal,13502,Alhué,Posta de Salud Rural (PSR),Posta de Salud Rural Pichi,Primario,Vigente en Operación Habitual,True,False,115,64,51,0,4,3,4,11,4,8,12,12,9,48,0,4,1,1,5,1,8,7,7,6,40,24,0,0,2,3,6,3,0,5,5,3,27,24,0.0,0.0
2025,13,10,13502,110510,,10,Servicio de Salud Metropolitano Occidente,Municipal,13502,Alhué,Posta de Salud Rural (PSR),Posta de Salud Rural El Asiento,Primario,Vigente en Operación Habitual,True,False,332,144,188,0,19,19,32,29,19,19,31,25,29,110,0,4,6,12,12,7,5,16,16,12,90,54,0,15,13,20,17,12,14,15,9,17,132,56,0.0,0.0
2025,13,10,13503,110160,,10,Servicio de Salud Metropolitano Occidente,Servicio de Salud,13503,Curacaví,Hospital,Hospital de Curacaví,,Vigente en Operación Habitual,False,False,1555,552,1003,1,50,64,80,70,86,80,73,67,85,899,0,18,20,20,18,28,24,27,18,41,214,338,1,32,44,60,52,58,56,46,49,44,441,561,0.0,0.0
2025,13,10,13503,110477,110160,10,Servicio de Salud Metropolitano Occidente,Servicio de Salud,13503,Curacaví,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar María Salas,Primario,Vigente en Operación Habitual,True,False,912,318,594,1,41,58,55,57,53,56,56,61,73,401,0,7,6,11,10,13,21,17,26,27,138,180,1,34,52,44,47,40,35,39,35,46,372,221,0.0,0.0
2025,13,10,13503,110760,110160,10,Servicio de Salud Metropolitano Occidente,Servicio de Salud,13503,Curacaví,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Valmi  Aguirre,Primario,Vigente en Operación Habitual,True,False,549,199,350,6,31,40,34,38,28,26,15,20,13,298,3,8,11,7,8,11,11,8,8,6,78,118,3,23,29,27,30,17,15,7,12,7,167,180,0.0,0.0
2025,13,10,13504,110385,,10,Servicio de Salud Metropolitano Occidente,Municipal,13504,Maria Pinto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Adriana Madrid De Costabal,Primario,Vigente en Operación Habitual,True,False,1724,773,951,2,81,81,97,105,112,106,136,156,211,637,1,32,42,43,57,50,54,54,67,94,493,279,1,49,39,54,48,62,52,82,89,117,592,358,0.0,0.0
2025,13,10,13504,110465,,10,Servicio de Salud Metropolitano Occidente,Municipal,13504,Maria Pinto,Posta de Salud Rural (PSR),Posta de Salud Rural Santa Emilia,Primario,Vigente en Operación Habitual,True,False,496,193,303,2,22,24,26,31,32,36,41,38,57,187,1,5,7,7,10,6,14,14,19,19,101,91,1,17,17,19,21,26,22,27,19,38,206,96,0.0,0.0
2025,13,10,13504,110470,,10,Servicio de Salud Metropolitano Occidente,Municipal,13504,Maria Pinto,Posta de Salud Rural (PSR),Posta de Salud Rural Las Mercedes ( María Pinto ),Primario,Vigente en Operación Habitual,True,False,328,143,185,1,18,13,15,16,19,27,20,37,35,127,0,6,7,7,9,10,10,7,20,8,84,59,1,12,6,8,7,9,17,13,17,27,116,68,0.0,0.0
2025,13,10,13504,110475,,10,Servicio de Salud Metropolitano Occidente,Municipal,13504,Maria Pinto,Posta de Salud Rural (PSR),Posta de Salud Rural Chorombo,Primario,Vigente en Operación Habitual,True,False,542,199,343,0,30,23,33,21,44,29,53,51,64,194,0,11,6,11,6,16,9,15,16,26,116,83,0,19,17,22,15,28,20,38,35,38,232,111,0.0,0.0
2025,13,10,13505,110387,,10,Servicio de Salud Metropolitano Occidente,Municipal,13505,San Pedro,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Pedro,Primario,Vigente en Operación Habitual,True,False,1690,905,785,0,126,193,170,186,111,102,123,132,126,421,0,74,122,92,93,64,62,59,75,83,724,181,0,52,71,78,93,47,40,64,57,43,545,240,0.0,0.0
2025,13,10,13505,110485,,10,Servicio de Salud Metropolitano Occidente,Municipal,13505,San Pedro,Posta de Salud Rural (PSR),Posta de Salud Rural Loica,Primario,Cerrado,True,False,236,104,132,0,8,12,13,15,14,15,10,9,14,126,0,2,6,4,3,6,6,4,3,7,41,63,0,6,6,9,12,8,9,6,6,7,69,63,0.0,0.0
2025,13,10,13505,110490,,10,Servicio de Salud Metropolitano Occidente,Municipal,13505,San Pedro,Posta de Salud Rural (PSR),Posta de Salud Rural La Manga,Primario,Vigente en Operación Habitual,True,False,130,59,71,0,3,4,16,5,11,8,8,14,10,51,0,2,1,7,2,4,3,5,7,5,36,23,0,1,3,9,3,7,5,3,7,5,43,28,0.0,0.0
2025,13,10,13505,110492,,10,Servicio de Salud Metropolitano Occidente,Municipal,13505,San Pedro,Posta de Salud Rural (PSR),Posta de Salud Rural Nihue,Primario,Vigente en Operación Habitual,True,False,232,96,136,2,13,19,13,14,8,17,19,24,22,81,0,5,9,5,3,2,8,8,9,10,59,37,2,8,10,8,11,6,9,11,15,12,90,44,0.0,0.0
2025,13,10,13505,110495,,10,Servicio de Salud Metropolitano Occidente,Municipal,13505,San Pedro,Posta de Salud Rural (PSR),Posta de Salud Rural El Prado,Primario,Vigente en Operación Habitual,True,False,261,106,155,2,24,14,19,18,21,26,17,28,15,77,2,6,3,2,6,5,12,6,18,5,63,41,0,18,11,17,12,16,14,11,10,10,119,36,0.0,0.0
2025,13,10,13601,110390,,10,Servicio de Salud Metropolitano Occidente,Municipal,13601,Talagante,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alberto Allende Jones,Primario,Vigente en Operación Habitual,True,False,11355,4916,6439,20,695,855,1025,899,870,945,771,820,874,3581,12,314,399,486,410,432,349,365,387,396,3538,1366,8,381,456,539,489,438,596,406,433,478,4216,2215,0.0,0.0
2025,13,10,13601,110400,,10,Servicio de Salud Metropolitano Occidente,Municipal,13601,Talagante,Posta de Salud Rural (PSR),Posta de Salud Rural Aliro Cárcarmo (Lonquén),Primario,Vigente en Operación Habitual,True,False,500,235,265,1,21,23,15,17,17,15,25,19,22,325,0,8,13,5,9,9,1,14,8,14,81,154,1,13,10,10,8,8,14,11,11,8,93,171,0.0,0.0
2025,13,10,13601,200365,110390,10,Servicio de Salud Metropolitano Occidente,Municipal,13601,Talagante,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Villa Los Presidentes,Primario,Vigente en Operación Habitual,True,False,364,108,256,0,21,33,22,21,26,37,45,24,14,121,0,7,10,5,3,5,8,13,5,6,62,46,0,14,23,17,18,21,29,32,19,8,181,75,0.0,0.0
2025,13,10,13602,110370,,10,Servicio de Salud Metropolitano Occidente,Municipal,13602,El Monte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Monte,Primario,Vigente en Operación Habitual,True,False,4538,1854,2684,22,202,214,281,309,307,280,309,398,431,1785,6,72,82,122,127,147,124,114,160,192,1140,708,16,130,132,159,182,160,156,195,238,239,1591,1077,0.0,0.0
2025,13,10,13602,200454,110370,10,Servicio de Salud Metropolitano Occidente,Municipal,13602,El Monte,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Lo Chacón,Primario,Vigente en Operación Habitual,True,False,1170,463,707,4,59,70,61,85,101,98,97,84,118,393,3,19,23,28,24,43,49,42,34,48,310,150,1,40,47,33,61,58,49,55,50,70,463,243,0.0,0.0
2025,13,10,13603,110375,,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Isla de Maipo,Primario,Vigente en Operación Habitual,True,False,2515,1078,1437,0,133,160,187,189,182,178,169,176,147,994,0,53,71,73,72,68,89,78,70,56,630,448,0,80,89,114,117,114,89,91,106,91,891,546,0.0,0.0
2025,13,10,13603,110425,,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Islita,Primario,Vigente en Operación Habitual,True,False,1868,759,1109,0,171,156,162,165,157,163,146,136,111,501,0,54,62,63,69,53,65,65,57,57,545,214,0,117,94,99,96,104,98,81,79,54,822,287,0.0,0.0
2025,13,10,13603,110430,,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Posta de Salud Rural (PSR),Posta de Salud Rural San Antonio de Naltagua,Primario,Vigente en Operación Habitual,True,False,444,222,222,0,28,37,44,36,31,34,34,39,39,122,0,15,19,19,19,10,15,17,25,28,167,55,0,13,18,25,17,21,19,17,14,11,155,67,0.0,0.0
2025,13,10,13603,110431,,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Posta de Salud Rural (PSR),Posta de Salud Rural Gacitúa,Primario,Vigente en Operación Habitual,True,False,383,157,226,2,25,19,18,28,17,18,26,24,29,177,2,8,7,5,8,6,7,13,5,16,75,80,0,17,12,13,20,11,11,13,19,13,129,97,0.0,0.0
2025,13,10,13603,110432,,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Posta de Salud Rural (PSR),Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Primario,Vigente en Operación Habitual,True,False,291,145,146,0,8,17,13,23,18,23,24,22,24,119,0,3,8,4,9,10,13,11,10,14,82,63,0,5,9,9,14,8,10,13,12,10,90,56,0.0,0.0
2025,13,10,13603,110775,110375,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar La Islita,Primario,Vigente en Operación Habitual,True,False,403,162,241,0,29,24,32,39,20,24,22,23,27,163,0,10,12,11,14,7,5,9,11,16,95,67,0,19,12,21,25,13,19,13,12,11,145,96,0.0,0.0
2025,13,10,13603,200385,110375,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Vicente de Naltagua,Primario,Vigente en Operación Habitual,True,False,306,164,142,0,9,19,21,26,23,9,21,18,10,150,0,5,11,11,14,15,7,13,8,5,89,75,0,4,8,10,12,8,2,8,10,5,67,75,0.0,0.0
2025,13,10,13604,110366,,10,Servicio de Salud Metropolitano Occidente,Municipal,13604,Padre Hurtado,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Primario,Vigente en Operación Habitual,True,False,13242,4526,8716,564,840,914,1204,1319,1062,955,984,941,908,3551,193,273,264,349,403,336,313,332,336,350,2956,1377,371,567,650,855,916,726,642,652,605,558,6171,2174,0.0,0.0
2025,13,10,13605,110140,,10,Servicio de Salud Metropolitano Occidente,Servicio de Salud,13605,Peñaflor,Hospital,Hospital de Peñaflor,Terciario,Vigente en Operación Habitual,False,False,102,19,83,0,12,15,24,15,6,15,9,3,2,1,0,1,4,4,2,1,3,0,1,2,18,1,0,11,11,20,13,5,12,9,2,0,83,0,0.0,0.0
2025,13,10,13605,110308,,10,Servicio de Salud Metropolitano Occidente,Municipal,13605,Peñaflor,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Peñaflor,Primario,Vigente en Operación Habitual,True,False,8523,3248,5275,0,434,468,537,605,599,637,823,758,863,2799,0,157,176,218,233,226,235,306,293,338,2182,1066,0,277,292,319,372,373,402,517,465,525,3542,1733,0.0,0.0
2025,13,10,13605,110369,,10,Servicio de Salud Metropolitano Occidente,Municipal,13605,Peñaflor,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Fernando Monckeberg,Primario,Vigente en Operación Habitual,True,False,7857,3259,4598,12,429,482,570,628,484,568,622,620,739,2703,6,171,193,226,248,203,242,282,282,336,2183,1070,6,258,289,344,380,281,326,340,338,403,2959,1633,0.0,0.0
2025,13,11,13101,111030,,11,Servicio de Salud Metropolitano Central,Servicio de Salud,13101,Santiago,Otro,Unidad de Salud FuncionarioS.S Metropolitano Central,Secundario,Vigente en Operación Habitual,False,False,578,162,416,6,86,128,99,75,49,29,37,38,27,4,5,29,34,28,19,15,7,8,11,4,155,2,1,57,94,71,56,34,22,29,27,23,413,2,0.0,0.0
2025,13,11,13101,111300,,11,Servicio de Salud Metropolitano Central,Servicio de Salud,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Primario,Vigente en Operación Habitual,True,False,12000,3883,8117,42,591,893,1243,1223,1020,905,983,1022,1168,2910,12,172,244,360,393,339,310,299,353,384,2854,1017,30,419,649,883,830,681,595,684,669,784,6194,1893,0.0,0.0
2025,13,11,13101,111301,,11,Servicio de Salud Metropolitano Central,Servicio de Salud,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Nº 5,Primario,Vigente en Operación Habitual,True,False,1725,450,1275,0,60,75,109,96,90,83,71,75,75,991,0,10,8,19,12,9,18,13,19,19,127,323,0,50,67,90,84,81,65,58,56,56,607,668,0.0,0.0
2025,13,11,13101,111370,,11,Servicio de Salud Metropolitano Central,Municipal,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Orellana,Primario,Vigente en Operación Habitual,True,False,8956,3184,5772,543,333,536,736,705,633,586,514,538,625,3207,223,98,172,260,249,247,252,185,184,219,1866,1095,320,235,364,476,456,386,334,329,354,406,3340,2112,0.0,0.0
2025,13,11,13101,111372,,11,Servicio de Salud Metropolitano Central,Municipal,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Arauco,Primario,Vigente en Operación Habitual,True,False,4869,1894,2975,405,263,307,366,339,345,289,257,253,285,1760,175,89,103,135,121,138,126,117,92,114,1035,684,230,174,204,231,218,207,163,140,161,171,1669,1076,0.0,0.0
2025,13,11,13101,111376,,11,Servicio de Salud Metropolitano Central,Municipal,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Matta Sur,Primario,Vigente en Operación Habitual,True,False,7402,2665,4737,529,443,503,645,555,487,424,380,380,454,2602,214,137,147,216,198,192,169,138,128,169,1494,957,315,306,356,429,357,295,255,242,252,285,2777,1645,0.0,0.0
2025,13,11,13101,111381,,11,Servicio de Salud Metropolitano Central,Municipal,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Ignacio Domeyko,Primario,Vigente en Operación Habitual,True,False,11337,3573,7764,1034,500,668,859,898,824,716,678,533,540,4087,361,127,155,227,270,238,213,204,172,187,1793,1419,673,373,513,632,628,586,503,474,361,353,4423,2668,0.0,0.0
2025,13,11,13102,111305,,11,Servicio de Salud Metropolitano Central,Servicio de Salud,13102,Cerrillos,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Norman Voulliéme,Primario,Vigente en Operación Habitual,True,False,7383,2468,4915,265,193,263,354,420,415,440,641,770,1101,2521,54,37,52,77,95,153,136,231,282,398,1461,953,211,156,211,277,325,262,304,410,488,703,3136,1568,0.0,0.0
2025,13,11,13102,111307,,11,Servicio de Salud Metropolitano Central,Servicio de Salud,13102,Cerrillos,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Enfermera Sofía Pincheira,Primario,Vigente en Operación Habitual,True,False,4748,1928,2820,0,258,232,253,273,262,316,363,468,586,1737,0,99,91,104,138,108,127,162,183,259,1271,657,0,159,141,149,135,154,189,201,285,327,1740,1080,0.0,0.0
