Ano,IdRegion,IdServicio,IdComuna,IdEstablecimiento,codigo_madre_master,IdServicio_master,servicio_salud_master,dependencia_master,IdComuna_master,comuna_master,tipo_establecimiento_master,establecimiento_master,nivel_atencion_master,estado_funcionamiento_master,es_aps,sin_match_master,total_15_mas,total_hombres,total_mujeres,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,15_19_hombres,20_24_hombres,25_29_hombres,30_34_hombres,35_39_hombres,40_44_hombres,45_49_hombres,50_54_hombres,55_59_hombres,60_64_hombres,20_64_hombres,65_mas_hombres,15_19_mujeres,20_24_mujeres,25_29_mujeres,30_34_mujeres,35_39_mujeres,40_44_mujeres,45_49_mujeres,50_54_mujeres,55_59_mujeres,60_64_mujeres,20_64_mujeres,65_mas_mujeres,pueblos_originarios,migrantes
2023,13,9,13104,109302,,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lucas Sierra,Primario,Vigente en Operación Habitual,True,False,3617,1254,2363,8,196,197,202,203,198,171,155,169,140,1978,3,49,52,64,59,65,58,55,61,57,520,731,5,147,145,138,144,133,113,100,108,83,1111,1247,0.0,0.0
2023,13,9,13104,109308,,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Alberto Bachelet Martínez,Primario,Vigente en Operación Habitual,True,False,3966,1267,2699,0,272,286,318,235,248,188,193,151,152,1923,0,76,70,69,65,67,47,59,54,67,574,693,0,196,216,249,170,181,141,134,97,85,1469,1230,0.0,0.0
2023,13,9,13104,109309,,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar José Symon Ojeda,Primario,Vigente en Operación Habitual,True,False,3592,1240,2352,6,194,225,225,177,162,178,196,166,104,1959,1,63,54,83,49,54,54,68,58,37,520,719,5,131,171,142,128,108,124,128,108,67,1107,1240,0.0,0.0
2023,13,9,13104,109314,,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juanita Aguirre,Primario,Vigente en Operación Habitual,True,False,4364,1594,2770,0,284,349,294,273,226,191,156,139,125,2327,0,108,120,102,86,74,55,62,66,55,728,866,0,176,229,192,187,152,136,94,73,70,1309,1461,0.0,0.0
2023,13,9,13104,109709,109309,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Primario,Vigente en Operación Habitual,True,False,1188,366,822,4,70,72,100,79,64,65,66,44,41,583,1,21,15,16,14,17,18,14,16,12,143,222,3,49,57,84,65,47,47,52,28,29,458,361,0.0,0.0
2023,13,9,13104,200347,109308,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Alberto Bachelet,Primario,Vigente en Operación Habitual,True,False,864,276,588,0,68,70,70,52,45,50,41,43,25,400,0,14,17,24,18,16,17,16,17,9,148,128,0,54,53,46,34,29,33,25,26,16,316,272,0.0,0.0
2023,13,9,13107,109305,,09,Servicio de Salud Metropolitano Norte,Municipal,13107,Huechuraba,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Pincoya,Primario,Vigente en Operación Habitual,True,False,4652,1581,3071,1,389,464,395,328,313,256,249,238,156,1863,1,104,119,104,90,97,80,84,99,74,851,729,0,285,345,291,238,216,176,165,139,82,1937,1134,0.0,0.0
2023,13,9,13107,109317,,09,Servicio de Salud Metropolitano Norte,Municipal,13107,Huechuraba,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Barrero,Primario,Vigente en Operación Habitual,True,False,2143,684,1459,2,186,230,226,162,140,123,161,140,57,716,1,56,52,57,45,44,34,50,52,24,414,269,1,130,178,169,117,96,89,111,88,33,1011,447,0.0,0.0
2023,13,9,13107,109323,,09,Servicio de Salud Metropolitano Norte,Municipal,13107,Huechuraba,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Salvador Allende Gossens,Primario,Vigente en Operación Habitual,True,False,2834,874,1960,9,238,272,276,198,185,180,212,130,73,1061,5,51,54,75,49,52,62,60,52,28,483,386,4,187,218,201,149,133,118,152,78,45,1281,675,0.0,0.0
2023,13,9,13107,109718,109305,09,Servicio de Salud Metropolitano Norte,Municipal,13107,Huechuraba,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Libertadores,Primario,Vigente en Operación Habitual,True,False,1446,483,963,0,88,139,130,139,105,67,69,83,73,553,0,22,36,38,37,28,25,17,30,27,260,223,0,66,103,92,102,77,42,52,53,46,633,330,0.0,0.0
2023,13,9,13107,200961,,09,Servicio de Salud Metropolitano Norte,Municipal,13107,Huechuraba,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Victor Castro Wiren,Primario,Vigente en Operación Habitual,True,False,1393,407,986,8,69,105,88,57,59,83,75,76,58,715,3,21,27,26,22,14,18,20,21,17,186,218,5,48,78,62,35,45,65,55,55,41,484,497,0.0,0.0
2023,13,9,13108,109300,,09,Servicio de Salud Metropolitano Norte,Municipal,13108,Independencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Agustín Cruz Melo,Primario,Vigente en Operación Habitual,True,False,4291,1267,3024,25,141,307,351,356,322,315,209,163,155,1947,4,43,84,84,108,108,67,66,47,46,653,610,21,98,223,267,248,214,248,143,116,109,1666,1337,0.0,0.0
2023,13,9,13108,109321,,09,Servicio de Salud Metropolitano Norte,Municipal,13108,Independencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Antonio Ríos,Primario,Vigente en Operación Habitual,True,False,2661,810,1851,12,101,128,136,155,114,96,110,87,62,1660,3,21,32,39,34,25,24,30,35,21,261,546,9,80,96,97,121,89,72,80,52,41,728,1114,0.0,0.0
2023,13,9,13108,200554,109300,09,Servicio de Salud Metropolitano Norte,Municipal,13108,Independencia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Las Enredaderas,Primario,Vigente en Operación Habitual,True,False,202,66,136,3,10,8,16,17,12,13,12,9,6,89,2,1,4,2,3,1,2,3,3,1,20,37,1,9,4,14,14,11,11,9,6,5,83,52,0.0,0.0
2023,13,9,13125,109313,,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Irene Frei de Cid,Primario,Vigente en Operación Habitual,True,False,3744,873,2871,13,400,426,432,386,297,218,218,160,136,1058,5,38,52,59,54,67,40,55,43,39,447,421,8,362,374,373,332,230,178,163,117,97,2226,637,0.0,0.0
2023,13,9,13125,109315,,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Manuel Bustos Huerta,Primario,Vigente en Operación Habitual,True,False,3745,1209,2536,0,365,369,285,234,245,244,258,198,136,1411,0,111,99,78,67,68,75,77,62,48,685,524,0,254,270,207,167,177,169,181,136,88,1649,887,0.0,0.0
2023,13,9,13125,109324,,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Presidente Salvador Allende Gossens,Primario,Vigente en Operación Habitual,True,False,4211,1218,2993,0,382,420,426,401,378,354,385,244,149,1072,0,111,100,99,86,105,90,139,78,57,865,353,0,271,320,327,315,273,264,246,166,92,2274,719,0.0,0.0
2023,13,9,13125,109713,109324,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar La Foresta,Primario,Vigente en Operación Habitual,True,False,352,39,313,1,47,46,42,21,18,37,31,17,8,84,0,2,3,1,1,1,4,5,2,0,19,20,1,45,43,41,20,17,33,26,15,8,248,64,0.0,0.0
2023,13,9,13125,109715,109315,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Pucara de Lasana,Primario,Vigente en Operación Habitual,True,False,433,103,330,0,47,32,56,68,35,24,14,22,16,119,0,15,6,8,13,9,3,1,7,6,68,35,0,32,26,48,55,26,21,13,15,10,246,84,0.0,0.0
2023,13,9,13125,200304,109313,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Beato Padre Hurtado,Primario,Vigente en Operación Habitual,True,False,474,145,329,0,72,67,79,52,48,20,22,21,21,72,0,15,19,24,17,8,7,9,11,6,116,29,0,57,48,55,35,40,13,13,10,15,286,43,0.0,0.0
2023,13,9,13125,201091,,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Marta Ugarte Román,Primario,Vigente en Operación Habitual,True,False,4479,1372,3107,0,250,303,328,300,300,235,190,208,206,2159,0,57,49,61,59,73,47,51,64,75,536,836,0,193,254,267,241,227,188,139,144,131,1784,1323,0.0,0.0
2023,13,9,13127,109301,,09,Servicio de Salud Metropolitano Norte,Municipal,13127,Recoleta,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Recoleta,Primario,Vigente en Operación Habitual,True,False,4918,1418,3500,13,236,378,375,420,332,289,261,179,153,2282,7,50,65,75,99,84,68,77,62,61,641,770,6,186,313,300,321,248,221,184,117,92,1982,1512,0.0,0.0
2023,13,9,13127,109303,,09,Servicio de Salud Metropolitano Norte,Municipal,13127,Recoleta,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Quinta Bella,Primario,Vigente en Operación Habitual,True,False,3807,1124,2683,31,253,265,294,274,251,217,177,134,138,1773,7,48,65,62,60,52,56,51,42,51,487,630,24,205,200,232,214,199,161,126,92,87,1516,1143,0.0,0.0
2023,13,9,13127,109304,,09,Servicio de Salud Metropolitano Norte,Municipal,13127,Recoleta,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Valdivieso,Primario,Vigente en Operación Habitual,True,False,1271,407,864,9,80,108,112,76,71,55,49,39,43,629,9,16,20,27,22,16,13,16,12,14,156,242,0,64,88,85,54,55,42,33,27,29,477,387,0.0,0.0
2023,13,9,13127,109307,,09,Servicio de Salud Metropolitano Norte,Municipal,13127,Recoleta,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Primario,Vigente en Operación Habitual,True,False,3111,1076,2035,16,188,169,172,176,175,158,151,143,121,1642,2,61,44,71,37,56,42,52,40,56,459,615,14,127,125,101,139,119,116,99,103,65,994,1027,0.0,0.0
2023,13,9,13127,109390,,09,Servicio de Salud Metropolitano Norte,Otra Institución,13127,Recoleta,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cristo Vive (ONG),Primario,Vigente en Operación Habitual,True,False,4329,1445,2884,3,315,292,269,211,221,197,248,188,165,2220,2,90,74,58,64,76,78,81,76,67,664,779,1,225,218,211,147,145,119,167,112,98,1442,1441,0.0,0.0
2023,13,9,13301,109310,,09,Servicio de Salud Metropolitano Norte,Municipal,13301,Colina,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Colina,Primario,Vigente en Operación Habitual,True,False,7385,2597,4788,16,621,821,841,809,743,605,508,376,258,1787,7,232,261,281,278,243,204,165,129,95,1888,702,9,389,560,560,531,500,401,343,247,163,3694,1085,0.0,0.0
2023,13,9,13301,109316,,09,Servicio de Salud Metropolitano Norte,Municipal,13301,Colina,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Esmeralda,Primario,Vigente en Operación Habitual,True,False,7464,2261,5203,151,651,708,836,731,667,607,506,374,206,2027,42,166,183,206,192,188,161,142,125,79,1442,777,109,485,525,630,539,479,446,364,249,127,3844,1250,0.0,0.0
2023,13,9,13301,109416,,09,Servicio de Salud Metropolitano Norte,Municipal,13301,Colina,Posta de Salud Rural (PSR),Posta de Salud Rural Colorado,Primario,Vigente en Operación Habitual,True,False,198,63,135,7,9,24,18,9,12,11,11,2,4,91,2,0,4,4,2,1,3,5,0,2,21,40,5,9,20,14,7,11,8,6,2,2,79,51,0.0,0.0
2023,13,9,13301,109417,,09,Servicio de Salud Metropolitano Norte,Municipal,13301,Colina,Posta de Salud Rural (PSR),Posta de Salud Rural Los Ingleses,Primario,Vigente en Operación Habitual,True,False,205,73,132,0,7,19,13,22,14,9,11,4,6,100,0,2,6,1,6,6,4,2,2,4,33,40,0,5,13,12,16,8,5,9,2,2,72,60,0.0,0.0
2023,13,9,13301,109418,,09,Servicio de Salud Metropolitano Norte,Municipal,13301,Colina,Posta de Salud Rural (PSR),Posta de Salud Rural Las Canteras,Primario,Vigente en Operación Habitual,True,False,35,13,22,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0
2023,13,9,13301,109419,,09,Servicio de Salud Metropolitano Norte,Municipal,13301,Colina,Posta de Salud Rural (PSR),Posta de Salud Rural Santa Marta de Liray,Primario,Vigente en Operación Habitual,True,False,264,115,149,1,19,19,19,22,24,17,15,4,5,119,0,6,9,6,6,8,7,6,2,1,51,64,1,13,10,13,16,16,10,9,2,4,93,55,0.0,0.0
2023,13,9,13301,109420,,09,Servicio de Salud Metropolitano Norte,Municipal,13301,Colina,Posta de Salud Rural (PSR),Posta de Salud Rural Chacabuco (Colina),Primario,Vigente en Operación Habitual,True,False,132,51,81,2,3,4,6,5,4,3,8,7,1,89,1,2,0,1,0,1,0,2,3,0,9,41,1,1,4,5,5,3,3,6,4,1,32,48,0.0,0.0
2023,13,9,13301,109716,109316,09,Servicio de Salud Metropolitano Norte,Municipal,13301,Colina,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Esmeralda,Primario,Vigente en Operación Habitual,True,False,342,72,270,21,35,21,27,28,37,34,19,8,5,107,3,6,0,1,3,3,4,3,2,5,27,42,18,29,21,26,25,34,30,16,6,0,187,65,0.0,0.0
2023,13,9,13302,109311,,09,Servicio de Salud Metropolitano Norte,Municipal,13302,Lampa,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar José Bauza Frau,Primario,Vigente en Operación Habitual,True,False,4621,1078,3543,100,505,583,672,521,448,322,212,142,103,1013,21,83,87,99,103,85,62,53,37,32,641,416,79,422,496,573,418,363,260,159,105,71,2867,597,0.0,0.0
2023,13,9,13302,109312,,09,Servicio de Salud Metropolitano Norte,Municipal,13302,Lampa,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Batuco,Primario,Vigente en Operación Habitual,True,False,2009,758,1251,4,159,214,222,156,150,119,107,92,71,715,4,42,75,80,51,63,34,45,36,27,453,301,0,117,139,142,105,87,85,62,56,44,837,414,0.0,0.0
2023,13,9,13302,109711,109311,09,Servicio de Salud Metropolitano Norte,Municipal,13302,Lampa,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Sol de Septiembre,Primario,Vigente en Operación Habitual,True,False,679,178,501,7,49,74,75,69,43,58,28,29,7,240,1,6,12,8,20,7,11,10,7,1,82,95,6,43,62,67,49,36,47,18,22,6,350,145,0.0,0.0
2023,13,9,13302,109712,109312,09,Servicio de Salud Metropolitano Norte,Municipal,13302,Lampa,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Batuco,Primario,Vigente en Operación Habitual,True,False,950,328,622,0,111,100,118,85,80,57,49,44,34,272,0,36,30,32,17,25,24,17,17,21,219,109,0,75,70,86,68,55,33,32,27,13,459,163,0.0,0.0
2023,13,9,13302,201212,,09,Servicio de Salud Metropolitano Norte,Municipal,13302,Lampa,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II de Lampa,Primario,Vigente en Operación Habitual,True,False,1140,410,730,22,62,90,84,105,82,71,65,45,40,474,6,15,24,24,31,22,29,24,14,20,203,201,16,47,66,60,74,60,42,41,31,20,441,273,0.0,0.0
2023,13,9,13303,109104,,09,Servicio de Salud Metropolitano Norte,Servicio de Salud,13303,Tiltil,Hospital,Hospital de Til Til,,Vigente en Operación Habitual,False,False,527,156,371,7,41,50,28,42,38,27,34,25,12,223,2,9,12,7,9,12,3,5,6,4,67,87,5,32,38,21,33,26,24,29,19,8,230,136,0.0,0.0
2023,13,9,13303,109320,,09,Servicio de Salud Metropolitano Norte,Municipal,13303,Tiltil,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Huertos Familiares,Primario,Vigente en Operación Habitual,True,False,625,208,417,12,27,54,52,34,59,62,36,33,22,234,2,11,15,19,7,20,13,12,5,7,109,97,10,16,39,33,27,39,49,24,28,15,270,137,0.0,0.0
2023,13,9,13303,109410,,09,Servicio de Salud Metropolitano Norte,Municipal,13303,Tiltil,Posta de Salud Rural (PSR),Posta de Salud Rural La Capilla de Caleu,Primario,Vigente en Operación Habitual,True,False,43,19,24,3,6,1,6,4,2,2,4,1,3,11,0,5,0,2,3,2,1,1,0,2,16,3,3,1,1,4,1,0,1,3,1,1,13,8,0.0,0.0
2023,13,9,13303,109412,,09,Servicio de Salud Metropolitano Norte,Municipal,13303,Tiltil,Posta de Salud Rural (PSR),Posta de Salud Rural Montenegro,Primario,Vigente en Operación Habitual,True,False,59,23,36,1,5,4,8,3,4,1,3,3,3,24,0,1,2,3,1,0,1,2,0,1,11,12,1,4,2,5,2,4,0,1,3,2,23,12,0.0,0.0
2023,13,9,13303,109413,,09,Servicio de Salud Metropolitano Norte,Municipal,13303,Tiltil,Posta de Salud Rural (PSR),Posta de Salud Rural Rungue,Primario,Vigente en Operación Habitual,True,False,61,29,32,0,4,2,5,9,7,6,2,6,2,18,0,3,1,2,5,4,2,2,3,1,23,6,0,1,1,3,4,3,4,0,3,1,20,12,0.0,0.0
2023,13,9,13303,109414,,09,Servicio de Salud Metropolitano Norte,Municipal,13303,Tiltil,Posta de Salud Rural (PSR),Posta de Salud Rural Polpaico,Primario,Vigente en Operación Habitual,True,False,199,59,140,5,25,25,27,13,19,8,6,5,4,62,2,5,3,5,1,5,2,2,2,3,28,29,3,20,22,22,12,14,6,4,3,1,104,33,0.0,0.0
2023,13,10,13103,110330,,10,Servicio de Salud Metropolitano Occidente,Municipal,13103,Cerro Navia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Adalberto Steeger,Primario,Vigente en Operación Habitual,True,False,3569,1044,2525,86,250,270,235,227,198,180,222,184,119,1598,17,47,47,53,46,54,42,55,54,44,442,585,69,203,223,182,181,144,138,167,130,75,1443,1013,0.0,0.0
2023,13,10,13103,110331,,10,Servicio de Salud Metropolitano Occidente,Municipal,13103,Cerro Navia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lo Amor,Primario,Vigente en Operación Habitual,True,False,2083,741,1342,3,147,159,195,139,103,114,103,124,76,920,2,36,34,55,47,39,49,50,57,35,402,337,1,111,125,140,92,64,65,53,67,41,758,583,0.0,0.0
2023,13,10,13103,110335,,10,Servicio de Salud Metropolitano Occidente,Municipal,13103,Cerro Navia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cerro Navia,Primario,Vigente en Operación Habitual,True,False,2807,791,2016,0,231,257,213,187,179,153,154,100,57,1276,0,57,51,40,40,44,44,35,32,25,368,423,0,174,206,173,147,135,109,119,68,32,1163,853,0.0,0.0
2023,13,10,13103,110355,,10,Servicio de Salud Metropolitano Occidente,Municipal,13103,Cerro Navia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Arturo Albertz,Primario,Vigente en Operación Habitual,True,False,3308,841,2467,3,287,322,338,216,191,168,136,119,85,1443,1,46,53,58,38,41,27,28,28,24,343,497,2,241,269,280,178,150,141,108,91,61,1519,946,0.0,0.0
2023,13,10,13103,110735,110335,10,Servicio de Salud Metropolitano Occidente,Municipal,13103,Cerro Navia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),Primario,Vigente en Operación Habitual,True,False,358,77,281,2,28,32,40,39,27,16,18,10,10,136,0,2,2,4,2,9,2,1,1,1,24,53,2,26,30,36,37,18,14,17,9,9,196,83,0.0,0.0
2023,13,10,13117,110315,,10,Servicio de Salud Metropolitano Occidente,Municipal,13117,Lo Prado,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Anita,Primario,Vigente en Operación Habitual,True,False,5024,1676,3348,12,394,416,423,416,371,406,320,264,240,1762,5,109,118,124,128,105,124,101,84,88,981,690,7,285,298,299,288,266,282,219,180,152,2269,1072,0.0,0.0
2023,13,10,13117,110316,,10,Servicio de Salud Metropolitano Occidente,Municipal,13117,Lo Prado,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pablo Neruda,Primario,Vigente en Operación Habitual,True,False,4339,1385,2954,46,313,370,369,328,298,291,268,203,138,1715,15,90,97,91,91,99,91,89,72,49,769,601,31,223,273,278,237,199,200,179,131,89,1809,1114,0.0,0.0
2023,13,10,13117,110340,,10,Servicio de Salud Metropolitano Occidente,Municipal,13117,Lo Prado,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Raúl Yazigi,Primario,Vigente en Operación Habitual,True,False,5240,1654,3586,128,394,449,495,395,313,317,286,219,154,2090,44,111,120,161,125,87,97,74,79,55,909,701,84,283,329,334,270,226,220,212,140,99,2113,1389,0.0,0.0
2023,13,10,13117,110345,,10,Servicio de Salud Metropolitano Occidente,Municipal,13117,Lo Prado,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Avendaño,Primario,Vigente en Operación Habitual,True,False,3963,1097,2866,23,368,377,378,297,252,208,178,201,140,1541,3,75,77,82,83,59,46,43,58,48,571,523,20,293,300,296,214,193,162,135,143,92,1828,1018,0.0,0.0
2023,13,10,13124,110350,,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pudahuel Estrella,Primario,Vigente en Operación Habitual,True,False,7174,2694,4480,163,389,571,585,496,480,400,432,413,333,2912,59,136,207,236,201,180,160,201,190,141,1652,983,104,253,364,349,295,300,240,231,223,192,2447,1929,0.0,0.0
2023,13,10,13124,110351,,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pudahuel Poniente,Primario,Vigente en Operación Habitual,True,False,4006,1323,2683,45,263,266,308,242,299,258,192,160,172,1801,16,81,54,81,56,78,76,64,61,66,617,690,29,182,212,227,186,221,182,128,99,106,1543,1111,0.0,0.0
2023,13,10,13124,110352,,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Gustavo Molina,Primario,Vigente en Operación Habitual,True,False,4828,1481,3347,275,407,427,464,391,321,242,237,289,249,1526,98,94,114,117,104,87,70,64,93,87,830,553,177,313,313,347,287,234,172,173,196,162,2197,973,0.0,0.0
2023,13,10,13124,110353,,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cardenal Raúl Silva Henríquez,Primario,Vigente en Operación Habitual,True,False,3815,1332,2483,198,221,229,278,272,267,290,311,230,219,1300,58,58,64,82,78,75,91,109,82,102,741,533,140,163,165,196,194,192,199,202,148,117,1576,767,0.0,0.0
2023,13,10,13124,110354,,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Violeta Parra,Primario,Vigente en Operación Habitual,True,False,6635,2152,4483,23,481,609,626,521,487,433,486,571,458,1940,13,150,159,182,162,166,142,161,191,163,1476,663,10,331,450,444,359,321,291,325,380,295,3196,1277,0.0,0.0
2023,13,10,13124,110410,110351,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Irene Frei Montalva,Primario,Vigente en Operación Habitual,True,False,303,102,201,5,21,27,37,26,21,24,18,14,14,96,0,6,8,9,8,1,7,8,3,4,54,48,5,15,19,28,18,20,17,10,11,10,148,48,0.0,0.0
2023,13,10,13124,110750,110350,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.,Primario,Vigente en Operación Habitual,True,False,305,87,218,22,26,22,21,10,15,15,3,16,13,142,2,8,5,3,1,4,3,0,7,2,33,52,20,18,17,18,9,11,12,3,9,11,108,90,0.0,0.0
2023,13,10,13124,110752,110354,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,Primario,Vigente en Operación Habitual,True,False,161,53,108,0,1,7,6,2,2,4,1,0,3,135,0,0,2,0,0,0,1,0,0,1,4,49,0,1,5,6,2,2,3,1,0,2,22,86,0.0,0.0
2023,13,10,13124,110754,110354,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Río Claro,Primario,Vigente en Operación Habitual,True,False,180,45,135,7,15,16,19,19,7,9,8,8,11,61,1,2,5,6,2,2,0,1,2,5,25,19,6,13,11,13,17,5,9,7,6,6,87,42,0.0,0.0
2023,13,10,13124,110756,110350,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Mar Caribe,Primario,Vigente en Operación Habitual,True,False,522,188,334,17,31,46,46,32,14,20,22,21,23,250,7,9,22,19,11,8,4,5,8,7,93,88,10,22,24,27,21,6,16,17,13,16,162,162,0.0,0.0
2023,13,10,13124,110758,110350,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Corina,Primario,Vigente en Operación Habitual,True,False,469,145,324,11,29,24,16,18,15,30,25,19,11,271,0,6,5,2,7,2,7,5,8,4,46,99,11,23,19,14,11,13,23,20,11,7,141,172,0.0,0.0
2023,13,10,13124,201353,,10,Servicio de Salud Metropolitano Occidente,Municipal,13124,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Unión y Esfuerzo Rural,Primario,Vigente en Operación Habitual,True,False,5,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,0,0.0,0.0
2023,13,10,13126,110310,,10,Servicio de Salud Metropolitano Occidente,Servicio de Salud,13126,Quinta Normal,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Andes,Primario,Vigente en Operación Habitual,True,False,2481,787,1694,4,100,148,169,130,121,122,114,103,91,1379,2,18,38,41,33,24,27,34,30,36,281,504,2,82,110,128,97,97,95,80,73,55,817,875,0.0,0.0
2023,13,10,13126,110320,,10,Servicio de Salud Metropolitano Occidente,Municipal,13126,Quinta Normal,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lo Franco,Primario,Vigente en Operación Habitual,True,False,5215,1507,3708,0,290,377,367,328,282,225,233,173,184,2756,0,36,52,71,66,54,51,52,32,58,472,1035,0,254,325,296,262,228,174,181,141,126,1987,1721,0.0,0.0
