Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,profesional,total_ambos_sexos,proporcion_profesional_pct,sexo
2023,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Nutricionista,381,12.683089214380825,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Otro profesional capacitado en EMP y EMPAM,330,10.985352862849535,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13116,Lo Espejo,Tecnico en enfermeria,944,31.424766977363518,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Enfermera/o,1224,19.918633034987796,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Matrona/on,129,2.09926769731489,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Medico/a,22,0.3580146460537022,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Nutricionista,540,8.787632221318145,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Otro profesional capacitado en EMP y EMPAM,2184,35.54109031733116,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13121,Pedro Aguirre Cerda,Tecnico en enfermeria,2046,33.29536208299431,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Enfermera/o,2287,48.41236240474174,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Matrona/on,71,1.5029635901778153,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Medico/a,738,15.622353937341234,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Nutricionista,37,0.7832345469940728,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Otro profesional capacitado en EMP y EMPAM,30,0.6350550381033023,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Tecnico en enfermeria,1561,33.04403048264183,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Enfermera/o,2084,45.44265154819014,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Matrona/on,22,0.4797208896641954,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Medico/a,1,0.021805494984736155,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Nutricionista,532,11.600523331879634,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Otro profesional capacitado en EMP y EMPAM,463,10.09594417793284,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Tecnico en enfermeria,1484,32.35935455734845,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Enfermera/o,3614,38.20699862564753,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Matrona/on,9,0.09514747859181732,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Medico/a,88,0.9303309017866582,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Nutricionista,112,1.1840575113648377,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Otro profesional capacitado en EMP y EMPAM,309,3.2667300983190617,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Tecnico en enfermeria,5327,56.3167353842901,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Enfermera/o,1102,25.479768786127167,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Matrona/on,102,2.358381502890173,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Medico/a,46,1.0635838150289016,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Nutricionista,88,2.0346820809248554,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Otro profesional capacitado en EMP y EMPAM,926,21.410404624277458,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Tecnico en enfermeria,2061,47.653179190751445,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Enfermera/o,152,14.462416745956233,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Matrona/on,3,0.285442435775452,Hombre
2023,comuna,13,Servicio de Salud Metropolitano Sur,13403,Calera de Tango,Nutricionista,158,15.033301617507137,Hombre
