Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,IdEstablecimiento,establecimiento_master,tipo_establecimiento_master,dependencia_master,categoria_estado_nutricional,total_15_mas,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,total_15_mas_numerador,15_19_numerador,20_24_numerador,25_29_numerador,30_34_numerador,35_39_numerador,40_44_numerador,45_49_numerador,50_54_numerador,55_59_numerador,60_64_numerador,65_mas_numerador,sexo,15_19_distribucion_pct,20_24_distribucion_pct,25_29_distribucion_pct,30_34_distribucion_pct,35_39_distribucion_pct,40_44_distribucion_pct,45_49_distribucion_pct,50_54_distribucion_pct,55_59_distribucion_pct,60_64_distribucion_pct,65_mas_distribucion_pct,total_15_mas_distribucion_pct
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109302,Centro de Salud Familiar Lucas Sierra,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,114,71,1,1,1,2,0,1,3,0,1,33,2291.0,1254.0,3.0,49.0,52.0,64.0,59.0,65.0,58.0,55.0,61.0,571.0,Hombre,5.6618819776714515,33.33333333333333,2.0408163265306123,1.9230769230769231,3.125,0.0,1.5384615384615385,5.172413793103448,0.0,1.639344262295082,5.779334500875657,4.975993016150153
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109302,Centro de Salud Familiar Lucas Sierra,Centro de Salud Familiar (CESFAM),Municipal,Normal,826,467,1,18,16,18,15,11,10,7,22,241,2291.0,1254.0,3.0,49.0,52.0,64.0,59.0,65.0,58.0,55.0,61.0,571.0,Hombre,37.240829346092504,33.33333333333333,36.734693877551024,30.76923076923077,28.125,25.423728813559322,16.923076923076923,17.24137931034483,12.727272727272727,36.0655737704918,42.20665499124343,36.05412483631602
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109302,Centro de Salud Familiar Lucas Sierra,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,543,282,1,13,17,19,22,27,15,25,12,110,2291.0,1254.0,3.0,49.0,52.0,64.0,59.0,65.0,58.0,55.0,61.0,571.0,Hombre,22.48803827751196,33.33333333333333,26.53061224489796,32.69230769230769,29.6875,37.28813559322034,41.53846153846154,25.862068965517242,45.45454545454545,19.672131147540984,19.264448336252187,23.70144041903099
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109302,Centro de Salud Familiar Lucas Sierra,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,808,434,0,17,18,25,22,26,30,23,26,187,2291.0,1254.0,3.0,49.0,52.0,64.0,59.0,65.0,58.0,55.0,61.0,571.0,Hombre,34.609250398724086,0.0,34.69387755102041,34.61538461538461,39.0625,37.28813559322034,40.0,51.724137931034484,41.81818181818181,42.62295081967213,32.749562171628725,35.268441728502836
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109308,Centro de Salud Familiar Alberto Bachelet Martínez,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,149,89,0,7,0,1,1,1,0,0,0,50,2361.0,1267.0,0.0,76.0,70.0,69.0,65.0,67.0,47.0,59.0,54.0,587.0,Hombre,7.02446724546172,,9.210526315789473,0.0,1.4492753623188406,1.5384615384615385,1.4925373134328357,0.0,0.0,0.0,8.517887563884157,6.310885218127912
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109308,Centro de Salud Familiar Alberto Bachelet Martínez,Centro de Salud Familiar (CESFAM),Municipal,Normal,897,491,0,41,23,16,16,13,9,20,15,253,2361.0,1267.0,0.0,76.0,70.0,69.0,65.0,67.0,47.0,59.0,54.0,587.0,Hombre,38.752959747434886,,53.94736842105263,32.857142857142854,23.18840579710145,24.615384615384617,19.402985074626866,19.148936170212767,33.89830508474576,27.77777777777778,43.100511073253834,37.99237611181703
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109308,Centro de Salud Familiar Alberto Bachelet Martínez,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,537,275,0,14,18,28,27,25,16,17,9,108,2361.0,1267.0,0.0,76.0,70.0,69.0,65.0,67.0,47.0,59.0,54.0,587.0,Hombre,21.704814522494082,,18.421052631578945,25.71428571428571,40.57971014492754,41.53846153846154,37.3134328358209,34.04255319148936,28.8135593220339,16.666666666666664,18.39863713798978,22.744599745870396
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109308,Centro de Salud Familiar Alberto Bachelet Martínez,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,778,412,0,14,29,24,21,28,22,22,30,176,2361.0,1267.0,0.0,76.0,70.0,69.0,65.0,67.0,47.0,59.0,54.0,587.0,Hombre,32.51775848460932,,18.421052631578945,41.42857142857143,34.78260869565217,32.30769230769231,41.7910447761194,46.808510638297875,37.28813559322034,55.55555555555556,29.982964224872234,32.952138924184666
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109309,Centro de Salud Familiar José Symon Ojeda,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,84,54,0,2,0,1,0,0,0,0,1,26,2207.0,1240.0,1.0,63.0,54.0,83.0,49.0,54.0,54.0,68.0,58.0,483.0,Hombre,4.354838709677419,0.0,3.1746031746031744,0.0,1.2048192771084338,0.0,0.0,0.0,0.0,1.7241379310344827,5.383022774327122,3.8060715903942
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109309,Centro de Salud Familiar José Symon Ojeda,Centro de Salud Familiar (CESFAM),Municipal,Normal,704,421,0,23,18,19,5,13,7,12,13,173,2207.0,1240.0,1.0,63.0,54.0,83.0,49.0,54.0,54.0,68.0,58.0,483.0,Hombre,33.95161290322581,0.0,36.507936507936506,33.33333333333333,22.89156626506024,10.204081632653061,24.074074074074073,12.962962962962962,17.647058823529413,22.413793103448278,35.81780538302277,31.898504757589485
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109309,Centro de Salud Familiar José Symon Ojeda,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,643,343,1,20,19,32,29,23,18,20,19,119,2207.0,1240.0,1.0,63.0,54.0,83.0,49.0,54.0,54.0,68.0,58.0,483.0,Hombre,27.661290322580644,100.0,31.746031746031743,35.18518518518518,38.55421686746988,59.183673469387756,42.592592592592595,33.33333333333333,29.411764705882355,32.758620689655174,24.637681159420293,29.13457181694608
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109309,Centro de Salud Familiar José Symon Ojeda,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,776,422,0,18,17,31,15,18,29,36,25,165,2207.0,1240.0,1.0,63.0,54.0,83.0,49.0,54.0,54.0,68.0,58.0,483.0,Hombre,34.03225806451613,0.0,28.57142857142857,31.48148148148148,37.34939759036144,30.612244897959183,33.33333333333333,53.70370370370371,52.94117647058824,43.103448275862064,34.161490683229815,35.16085183507023
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109314,Centro de Salud Familiar Juanita Aguirre,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,216,125,0,3,5,2,1,1,3,1,2,73,2930.0,1594.0,0.0,108.0,120.0,102.0,86.0,74.0,55.0,62.0,66.0,663.0,Hombre,7.841907151819323,,2.7777777777777777,4.166666666666666,1.9607843137254901,1.1627906976744187,1.3513513513513513,5.454545454545454,1.6129032258064515,3.0303030303030303,11.010558069381599,7.3720136518771335
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109314,Centro de Salud Familiar Juanita Aguirre,Centro de Salud Familiar (CESFAM),Municipal,Normal,1011,571,0,57,41,28,20,20,10,12,11,241,2930.0,1594.0,0.0,108.0,120.0,102.0,86.0,74.0,55.0,62.0,66.0,663.0,Hombre,35.82183186951067,,52.77777777777778,34.166666666666664,27.450980392156865,23.25581395348837,27.027027027027028,18.181818181818183,19.35483870967742,16.666666666666664,36.3499245852187,34.50511945392491
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109314,Centro de Salud Familiar Juanita Aguirre,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,726,379,0,15,34,33,27,26,20,21,18,153,2930.0,1594.0,0.0,108.0,120.0,102.0,86.0,74.0,55.0,62.0,66.0,663.0,Hombre,23.776662484316187,,13.88888888888889,28.333333333333332,32.35294117647059,31.3953488372093,35.13513513513514,36.36363636363637,33.87096774193548,27.27272727272727,23.076923076923077,24.77815699658703
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109314,Centro de Salud Familiar Juanita Aguirre,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,977,519,0,33,40,39,38,27,22,28,35,196,2930.0,1594.0,0.0,108.0,120.0,102.0,86.0,74.0,55.0,62.0,66.0,663.0,Hombre,32.55959849435383,,30.555555555555557,33.33333333333333,38.23529411764706,44.18604651162791,36.486486486486484,40.0,45.16129032258064,53.03030303030303,29.562594268476623,33.34470989761092
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109709,Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Bajo peso,34,21,0,0,0,0,0,0,0,0,0,13,667.0,366.0,1.0,21.0,15.0,16.0,14.0,17.0,18.0,14.0,16.0,169.0,Hombre,5.737704918032787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,5.097451274362818
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109709,Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Normal,247,140,0,7,3,6,3,4,3,3,3,75,667.0,366.0,1.0,21.0,15.0,16.0,14.0,17.0,18.0,14.0,16.0,169.0,Hombre,38.25136612021858,0.0,33.33333333333333,20.0,37.5,21.428571428571427,23.52941176470588,16.666666666666664,21.428571428571427,18.75,44.37869822485207,37.031484257871064
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109709,Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Obesidad,170,89,0,8,7,4,5,7,9,3,6,32,667.0,366.0,1.0,21.0,15.0,16.0,14.0,17.0,18.0,14.0,16.0,169.0,Hombre,24.316939890710383,0.0,38.095238095238095,46.666666666666664,25.0,35.714285714285715,41.17647058823529,50.0,21.428571428571427,37.5,18.93491124260355,25.487256371814095
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109709,Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Sobrepeso,216,116,1,6,5,6,6,6,6,8,7,49,667.0,366.0,1.0,21.0,15.0,16.0,14.0,17.0,18.0,14.0,16.0,169.0,Hombre,31.693989071038253,100.0,28.57142857142857,33.33333333333333,37.5,42.857142857142854,35.294117647058826,33.33333333333333,57.14285714285714,43.75,28.994082840236686,32.38380809595202
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,200347,Centro Comunitario de Salud Familiar Alberto Bachelet,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Bajo peso,12,9,0,0,0,0,0,0,0,0,0,3,508.0,276.0,0.0,14.0,17.0,24.0,18.0,16.0,17.0,16.0,17.0,93.0,Hombre,3.260869565217391,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903,2.3622047244094486
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,200347,Centro Comunitario de Salud Familiar Alberto Bachelet,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Normal,145,83,0,9,4,1,7,1,1,2,1,36,508.0,276.0,0.0,14.0,17.0,24.0,18.0,16.0,17.0,16.0,17.0,93.0,Hombre,30.07246376811594,,64.28571428571429,23.52941176470588,4.166666666666666,38.88888888888889,6.25,5.88235294117647,12.5,5.88235294117647,38.70967741935484,28.543307086614174
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,200347,Centro Comunitario de Salud Familiar Alberto Bachelet,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Obesidad,132,68,0,2,4,9,2,5,8,6,13,15,508.0,276.0,0.0,14.0,17.0,24.0,18.0,16.0,17.0,16.0,17.0,93.0,Hombre,24.637681159420293,,14.285714285714285,23.52941176470588,37.5,11.11111111111111,31.25,47.05882352941176,37.5,76.47058823529412,16.129032258064516,25.984251968503933
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,200347,Centro Comunitario de Salud Familiar Alberto Bachelet,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Sobrepeso,219,116,0,3,9,14,9,10,8,8,3,39,508.0,276.0,0.0,14.0,17.0,24.0,18.0,16.0,17.0,16.0,17.0,93.0,Hombre,42.028985507246375,,21.428571428571427,52.94117647058824,58.333333333333336,50.0,62.5,47.05882352941176,50.0,17.647058823529413,41.935483870967744,43.110236220472444
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109305,Centro de Salud Familiar La Pincoya,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,145,88,0,6,1,0,1,0,3,1,6,39,2949.0,1581.0,1.0,104.0,119.0,104.0,90.0,97.0,80.0,84.0,99.0,590.0,Hombre,5.566097406704618,0.0,5.769230769230769,0.8403361344537815,0.0,1.1111111111111112,0.0,3.75,1.1904761904761905,6.0606060606060606,6.610169491525424,4.916920990166158
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109305,Centro de Salud Familiar La Pincoya,Centro de Salud Familiar (CESFAM),Municipal,Normal,1012,553,0,41,36,21,25,20,19,30,27,240,2949.0,1581.0,1.0,104.0,119.0,104.0,90.0,97.0,80.0,84.0,99.0,590.0,Hombre,34.97786211258697,0.0,39.42307692307692,30.252100840336134,20.192307692307693,27.77777777777778,20.618556701030926,23.75,35.714285714285715,27.27272727272727,40.67796610169492,34.316717531366564
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109305,Centro de Salud Familiar La Pincoya,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,803,414,1,28,38,47,37,34,27,24,33,120,2949.0,1581.0,1.0,104.0,119.0,104.0,90.0,97.0,80.0,84.0,99.0,590.0,Hombre,26.185958254269448,100.0,26.923076923076923,31.932773109243694,45.19230769230769,41.11111111111111,35.051546391752574,33.75,28.57142857142857,33.33333333333333,20.33898305084746,27.22956934554086
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109305,Centro de Salud Familiar La Pincoya,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,989,526,0,29,44,36,27,43,31,29,33,191,2949.0,1581.0,1.0,104.0,119.0,104.0,90.0,97.0,80.0,84.0,99.0,590.0,Hombre,33.270082226438966,0.0,27.884615384615387,36.97478991596639,34.61538461538461,30.0,44.329896907216494,38.75,34.523809523809526,33.33333333333333,32.3728813559322,33.53679213292642
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109317,Centro de Salud Familiar El Barrero,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,41,24,0,1,0,2,0,1,0,0,0,13,1292.0,684.0,1.0,56.0,52.0,57.0,45.0,44.0,34.0,50.0,52.0,217.0,Hombre,3.508771929824561,0.0,1.7857142857142856,0.0,3.508771929824561,0.0,2.272727272727273,0.0,0.0,0.0,5.990783410138248,3.1733746130030958
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109317,Centro de Salud Familiar El Barrero,Centro de Salud Familiar (CESFAM),Municipal,Normal,368,199,0,22,19,11,5,9,3,15,13,72,1292.0,684.0,1.0,56.0,52.0,57.0,45.0,44.0,34.0,50.0,52.0,217.0,Hombre,29.093567251461987,0.0,39.285714285714285,36.53846153846153,19.298245614035086,11.11111111111111,20.454545454545457,8.823529411764707,30.0,25.0,33.17972350230415,28.482972136222912
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109317,Centro de Salud Familiar El Barrero,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,428,223,1,17,19,18,20,17,15,17,21,60,1292.0,684.0,1.0,56.0,52.0,57.0,45.0,44.0,34.0,50.0,52.0,217.0,Hombre,32.60233918128655,100.0,30.357142857142854,36.53846153846153,31.57894736842105,44.44444444444444,38.63636363636363,44.11764705882353,34.0,40.38461538461539,27.64976958525346,33.126934984520126
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109317,Centro de Salud Familiar El Barrero,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,455,238,0,16,14,26,20,17,16,18,18,72,1292.0,684.0,1.0,56.0,52.0,57.0,45.0,44.0,34.0,50.0,52.0,217.0,Hombre,34.7953216374269,0.0,28.57142857142857,26.923076923076923,45.614035087719294,44.44444444444444,38.63636363636363,47.05882352941176,36.0,34.61538461538461,33.17972350230415,35.21671826625387
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109323,Centro de Salud Familiar Dr. Salvador Allende Gossens,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,78,44,1,2,3,1,0,2,0,1,1,23,1656.0,874.0,5.0,51.0,54.0,75.0,49.0,52.0,62.0,60.0,52.0,322.0,Hombre,5.034324942791762,20.0,3.9215686274509802,5.555555555555555,1.3333333333333335,0.0,3.8461538461538463,0.0,1.6666666666666667,1.9230769230769231,7.142857142857142,4.710144927536232
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109323,Centro de Salud Familiar Dr. Salvador Allende Gossens,Centro de Salud Familiar (CESFAM),Municipal,Normal,475,254,1,17,13,18,10,9,9,13,13,118,1656.0,874.0,5.0,51.0,54.0,75.0,49.0,52.0,62.0,60.0,52.0,322.0,Hombre,29.061784897025174,20.0,33.33333333333333,24.074074074074073,24.0,20.408163265306122,17.307692307692307,14.516129032258066,21.666666666666668,25.0,36.64596273291926,28.683574879227052
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109323,Centro de Salud Familiar Dr. Salvador Allende Gossens,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,464,240,1,14,16,26,20,19,23,17,11,77,1656.0,874.0,5.0,51.0,54.0,75.0,49.0,52.0,62.0,60.0,52.0,322.0,Hombre,27.45995423340961,20.0,27.450980392156865,29.629629629629626,34.66666666666667,40.816326530612244,36.53846153846153,37.096774193548384,28.333333333333332,21.153846153846153,23.91304347826087,28.019323671497588
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109323,Centro de Salud Familiar Dr. Salvador Allende Gossens,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,639,336,2,18,22,30,19,22,30,29,27,104,1656.0,874.0,5.0,51.0,54.0,75.0,49.0,52.0,62.0,60.0,52.0,322.0,Hombre,38.443935926773456,40.0,35.294117647058826,40.74074074074074,40.0,38.775510204081634,42.30769230769231,48.38709677419355,48.333333333333336,51.92307692307693,32.298136645962735,38.58695652173913
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109718,Centro Comunitario de Salud Familiar Los Libertadores,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Bajo peso,35,19,0,1,0,1,0,0,0,0,0,14,940.0,483.0,0.0,22.0,36.0,38.0,37.0,28.0,25.0,17.0,30.0,224.0,Hombre,3.9337474120082816,,4.545454545454546,0.0,2.631578947368421,0.0,0.0,0.0,0.0,0.0,6.25,3.723404255319149
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109718,Centro Comunitario de Salud Familiar Los Libertadores,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Normal,296,155,0,6,18,8,6,5,6,2,9,81,940.0,483.0,0.0,22.0,36.0,38.0,37.0,28.0,25.0,17.0,30.0,224.0,Hombre,32.091097308488614,,27.27272727272727,50.0,21.052631578947366,16.216216216216218,17.857142857142858,24.0,11.76470588235294,30.0,36.160714285714285,31.48936170212766
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109718,Centro Comunitario de Salud Familiar Los Libertadores,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Obesidad,259,131,0,8,10,13,12,11,10,4,8,52,940.0,483.0,0.0,22.0,36.0,38.0,37.0,28.0,25.0,17.0,30.0,224.0,Hombre,27.12215320910973,,36.36363636363637,27.77777777777778,34.21052631578947,32.432432432432435,39.285714285714285,40.0,23.52941176470588,26.666666666666668,23.214285714285715,27.5531914893617
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,109718,Centro Comunitario de Salud Familiar Los Libertadores,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Sobrepeso,350,178,0,7,8,16,19,12,9,11,13,77,940.0,483.0,0.0,22.0,36.0,38.0,37.0,28.0,25.0,17.0,30.0,224.0,Hombre,36.85300207039337,,31.818181818181817,22.22222222222222,42.10526315789473,51.35135135135135,42.857142857142854,36.0,64.70588235294117,43.333333333333336,34.375,37.234042553191486
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,200961,Centro de Salud Familiar Dr. Victor Castro Wiren,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,27,17,0,0,0,0,1,0,0,0,0,9,765.0,407.0,3.0,21.0,27.0,26.0,22.0,14.0,18.0,20.0,21.0,186.0,Hombre,4.176904176904177,0.0,0.0,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,4.838709677419355,3.5294117647058822
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,200961,Centro de Salud Familiar Dr. Victor Castro Wiren,Centro de Salud Familiar (CESFAM),Municipal,Normal,267,145,2,10,10,6,3,1,3,3,7,77,765.0,407.0,3.0,21.0,27.0,26.0,22.0,14.0,18.0,20.0,21.0,186.0,Hombre,35.62653562653563,66.66666666666666,47.61904761904761,37.03703703703704,23.076923076923077,13.636363636363635,7.142857142857142,16.666666666666664,15.0,33.33333333333333,41.39784946236559,34.90196078431372
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,200961,Centro de Salud Familiar Dr. Victor Castro Wiren,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,199,100,1,4,12,12,5,6,3,11,6,39,765.0,407.0,3.0,21.0,27.0,26.0,22.0,14.0,18.0,20.0,21.0,186.0,Hombre,24.57002457002457,33.33333333333333,19.047619047619047,44.44444444444444,46.15384615384615,22.727272727272727,42.857142857142854,16.666666666666664,55.00000000000001,28.57142857142857,20.967741935483872,26.01307189542484
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13107,Huechuraba,200961,Centro de Salud Familiar Dr. Victor Castro Wiren,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,272,145,0,7,5,8,13,7,12,6,8,61,765.0,407.0,3.0,21.0,27.0,26.0,22.0,14.0,18.0,20.0,21.0,186.0,Hombre,35.62653562653563,0.0,33.33333333333333,18.51851851851852,30.76923076923077,59.09090909090909,50.0,66.66666666666666,30.0,38.095238095238095,32.795698924731184,35.55555555555556
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13108,Independencia,109300,Centro de Salud Familiar Agustín Cruz Melo,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,203,128,0,2,0,2,1,1,0,3,1,65,2362.0,1267.0,4.0,43.0,84.0,84.0,108.0,108.0,67.0,66.0,47.0,484.0,Hombre,10.1026045777427,0.0,4.651162790697675,0.0,2.380952380952381,0.9259259259259258,0.9259259259259258,0.0,4.545454545454546,2.127659574468085,13.429752066115702,8.59441151566469
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13108,Independencia,109300,Centro de Salud Familiar Agustín Cruz Melo,Centro de Salud Familiar (CESFAM),Municipal,Normal,785,431,3,16,30,13,28,20,15,11,9,209,2362.0,1267.0,4.0,43.0,84.0,84.0,108.0,108.0,67.0,66.0,47.0,484.0,Hombre,34.01736385161799,75.0,37.2093023255814,35.714285714285715,15.476190476190476,25.925925925925924,18.51851851851852,22.388059701492537,16.666666666666664,19.148936170212767,43.18181818181818,33.23454699407282
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13108,Independencia,109300,Centro de Salud Familiar Agustín Cruz Melo,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,567,289,0,10,22,31,37,42,27,27,8,74,2362.0,1267.0,4.0,43.0,84.0,84.0,108.0,108.0,67.0,66.0,47.0,484.0,Hombre,22.80978689818469,0.0,23.25581395348837,26.190476190476193,36.904761904761905,34.25925925925926,38.88888888888889,40.298507462686565,40.909090909090914,17.02127659574468,15.289256198347106,24.005080440304827
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13108,Independencia,109300,Centro de Salud Familiar Agustín Cruz Melo,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,807,419,1,15,32,38,42,45,25,25,29,136,2362.0,1267.0,4.0,43.0,84.0,84.0,108.0,108.0,67.0,66.0,47.0,484.0,Hombre,33.07024467245462,25.0,34.883720930232556,38.095238095238095,45.23809523809524,38.88888888888889,41.66666666666667,37.3134328358209,37.878787878787875,61.702127659574465,28.09917355371901,34.16596104995766
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13108,Independencia,109321,Centro de Salud Familiar Juan Antonio Ríos,Centro de Salud Familiar (CESFAM),Municipal,Bajo peso,96,68,0,0,2,0,0,0,0,0,0,26,1451.0,810.0,3.0,21.0,32.0,39.0,34.0,25.0,24.0,30.0,35.0,398.0,Hombre,8.395061728395062,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.532663316582915,6.616126809097174
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13108,Independencia,109321,Centro de Salud Familiar Juan Antonio Ríos,Centro de Salud Familiar (CESFAM),Municipal,Normal,538,313,3,11,11,8,4,5,4,13,6,160,1451.0,810.0,3.0,21.0,32.0,39.0,34.0,25.0,24.0,30.0,35.0,398.0,Hombre,38.641975308641975,100.0,52.38095238095239,34.375,20.51282051282051,11.76470588235294,20.0,16.666666666666664,43.333333333333336,17.142857142857142,40.20100502512563,37.07787732598209
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13108,Independencia,109321,Centro de Salud Familiar Juan Antonio Ríos,Centro de Salud Familiar (CESFAM),Municipal,Obesidad,352,180,0,4,10,17,15,10,11,10,10,85,1451.0,810.0,3.0,21.0,32.0,39.0,34.0,25.0,24.0,30.0,35.0,398.0,Hombre,22.22222222222222,0.0,19.047619047619047,31.25,43.58974358974359,44.11764705882353,40.0,45.83333333333333,33.33333333333333,28.57142857142857,21.35678391959799,24.259131633356308
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13108,Independencia,109321,Centro de Salud Familiar Juan Antonio Ríos,Centro de Salud Familiar (CESFAM),Municipal,Sobrepeso,465,249,0,6,9,14,15,10,9,7,19,127,1451.0,810.0,3.0,21.0,32.0,39.0,34.0,25.0,24.0,30.0,35.0,398.0,Hombre,30.74074074074074,0.0,28.57142857142857,28.125,35.8974358974359,44.11764705882353,40.0,37.5,23.333333333333332,54.285714285714285,31.909547738693465,32.046864231564435
2023,establecimiento,9,Servicio de Salud Metropolitano Norte,13108,Independencia,200554,Centro Comunitario de Salud Familiar Las Enredaderas,Centro Comunitario de Salud Familiar (CECOSF),Municipal,Bajo peso,15,9,0,0,0,0,0,0,0,0,0,6,116.0,66.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,29.0,Hombre,13.636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.689655172413794,12.931034482758621
